@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R42-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
18.286275,2.457094,-4.198676,-9.455882,3.327424,-4.379608,-2.032309,-8.328852,2.307223,9.860292,7.344867,4.35585,4.400713,9.903194,1.286597,-2.572892,3.392589,3.929757,4.760639,8.725223,3.141183,5.255387,-2.024064,-1.261839,-2.600264,6.212251,6.512064,5.444882,-12.459906,2.134133,-5.938861,6.502448,c-SC-s,cluster8
18.386876,1.663605,-3.864936,-9.577652,3.098914,-4.262932,-1.10888,-6.840102,2.729369,9.582124,7.441692,3.884808,4.227172,9.597576,1.400685,-2.626903,2.509778,4.022646,4.560472,9.082719,3.391525,4.648364,-3.456176,-1.375659,-3.25129,5.819133,6.577827,4.55913,-12.51692,2.429101,-5.838766,7.893593,c-SC-s,cluster8
17.630687,2.71261,-3.478128,-9.511001,2.869726,-3.676694,-2.514313,-7.257629,2.140063,9.001142,6.50494,3.785144,4.598474,9.81132,1.311632,-2.262937,3.614338,3.130644,3.990387,8.410186,3.251468,4.700968,-1.456928,-1.30735,-1.699762,5.318226,5.852425,5.973161,-12.32637,2.276554,-4.861919,6.358007,c-SC-s,cluster8
17.379682,1.712629,-3.193457,-9.362204,2.798613,-3.473831,-1.563299,-5.905625,2.060224,9.012586,6.455234,3.42239,4.738143,9.428105,1.448769,-2.06988,2.316133,3.001178,3.889836,8.131099,3.022882,4.366006,-2.325893,-1.247179,-2.245114,5.062885,5.679242,4.844408,-11.971693,2.493914,-4.65373,7.301341,c-SC-s,cluster8
17.522453,1.37738,-3.3165,-10.059985,2.973474,-3.541937,-1.190551,-6.072567,2.275345,9.23012,6.727741,3.708856,4.708436,9.431044,1.111649,-2.427246,2.009376,3.446566,4.055571,8.520382,3.290297,4.426268,-3.073514,-1.373224,-2.99753,5.469534,5.804475,4.566964,-11.940206,2.429908,-5.016014,7.840192,c-SC-s,cluster8
16.399268,2.24828,-2.72039,-9.778347,2.397699,-2.487911,-1.898012,-5.305237,2.126763,8.305627,5.839199,3.21677,4.813494,9.539919,1.484723,-2.320087,2.609019,2.546899,2.739297,7.867437,3.06242,4.304169,-1.865289,-1.675861,-1.69304,4.317708,5.090795,5.212803,-11.251355,2.323309,-3.978756,7.33378,c-SC-s,cluster8
16.188602,1.835115,-2.556372,-10.07737,2.604935,-2.449057,-1.417162,-4.936712,1.820682,8.58115,5.659951,3.162138,5.031466,9.309991,1.235577,-2.129219,2.088048,2.651125,2.628581,7.660755,3.127316,4.240173,-2.22348,-1.630263,-2.477082,4.482262,4.926011,4.749909,-11.37476,2.310277,-3.732812,7.830519,c-SC-s,cluster8
16.181316,1.494432,-2.742306,-10.194598,2.74938,-2.596296,-1.071256,-4.817187,1.869849,8.286684,5.797626,3.480107,4.969103,9.474337,1.32996,-2.449383,1.894728,2.72746,2.965458,7.969628,3.228563,3.879007,-2.607156,-1.499738,-2.381456,4.732311,5.149694,4.531466,-11.29334,2.293642,-4.013221,8.142451,c-SC-s,cluster8
22.248104,3.083927,-5.31217,-10.550964,5.850374,-6.85986,-0.32738,-9.577697,4.19064,12.047712,10.104459,5.977922,5.696173,9.420723,2.148377,-1.521863,3.791501,5.920105,5.504428,10.494775,4.837493,8.94621,-3.634882,-0.211173,-5.220413,10.134094,7.553058,4.956438,-16.386219,2.382904,-10.106191,9.160309,c-SC-s,cluster1
22.193188,3.83474,-5.741378,-11.211076,6.229903,-7.085113,-0.297405,-10.783407,3.968738,12.445225,10.397054,6.275953,5.297787,9.549151,2.045225,-2.1263,3.993919,6.726715,5.842245,10.720892,4.926858,9.459696,-3.641263,-0.500774,-6.316013,10.857028,7.678363,5.086131,-16.101563,2.160143,-10.296005,8.956705,c-SC-s,cluster1
21.796666,3.529694,-5.673268,-10.336947,6.299936,-6.867976,-0.792827,-10.61124,3.807959,11.866497,9.87812,6.377354,5.441866,9.693734,2.147042,-1.997004,4.56152,6.082077,5.82422,10.82526,4.660694,8.721084,-2.87156,-0.2948,-4.774206,9.853131,7.662115,5.354687,-15.594045,2.077853,-9.991969,7.881545,c-SC-s,cluster1
20.366441,3.646284,-4.355983,-10.977355,5.323036,-6.344933,-0.209438,-8.346599,3.158318,11.234759,9.222374,5.59597,5.679481,9.32674,1.574439,-1.422445,3.330871,5.330923,5.538437,10.14766,4.565094,8.4533,-3.342836,0.101898,-4.681929,9.588166,6.40617,4.445088,-14.877409,2.11888,-8.34252,9.06704,c-SC-s,cluster1
19.783406,3.497026,-4.192245,-10.689934,5.073232,-6.127234,-0.214152,-7.981773,3.057788,11.05981,8.521756,5.449072,5.745181,9.130423,1.026876,-1.144052,3.146835,5.389209,5.288107,9.655293,4.355013,8.419677,-3.175325,0.056091,-4.333009,9.342867,6.46825,4.350932,-14.429114,2.367549,-8.012204,8.597,c-SC-s,cluster1
20.034268,6.523832,-4.686573,-10.520161,5.067085,-6.055386,-3.236735,-11.148201,3.160544,10.833474,8.982357,5.781502,5.536613,9.124468,1.610873,-1.66575,6.469887,5.483966,5.391588,9.78635,4.296345,8.393756,-0.237345,0.046078,-1.45983,9.29874,6.557052,7.366745,-14.268856,2.274569,-8.479506,5.57416,c-SC-s,cluster1
19.987849,3.728809,-4.354055,-10.457626,4.80642,-5.680865,-0.414378,-7.763346,2.984748,10.719974,8.540467,5.367525,5.856609,9.14784,1.671684,-1.524785,3.285775,5.089855,5.293513,9.825943,4.241046,8.406775,-3.25373,0.13219,-3.972157,8.673518,6.031495,4.439994,-14.301722,2.227705,-7.738881,8.752096,c-SC-s,cluster1
19.007908,3.848236,-3.738216,-10.907729,4.449789,-5.584501,-0.751087,-7.286741,2.54338,10.734986,7.740729,4.87865,6.091098,9.035318,0.642319,-1.055352,2.924966,4.829474,5.139073,9.214347,4.092348,8.262468,-2.794835,-0.142818,-3.731949,8.75034,5.718518,4.426032,-13.548065,2.412463,-6.883646,8.264273,c-SC-s,cluster1
19.382996,6.46405,-4.05219,-10.361507,4.417521,-5.275595,-3.662579,-10.367602,2.671472,10.781509,7.972496,5.0978,5.705618,9.121338,1.036374,-1.447381,5.940643,4.808571,5.069361,9.468005,3.953202,8.15117,0.025006,-0.129767,-0.895068,8.039544,5.916788,7.235731,-13.291683,2.298196,-7.006525,5.336154,c-SC-s,cluster1
19.284849,3.475277,-4.039903,-10.519023,4.855536,-4.976329,-0.645305,-7.165789,2.615412,10.570928,8.223394,5.458421,5.979902,9.618778,2.019284,-1.38005,3.037936,4.227458,4.923361,9.480434,4.139006,7.717592,-2.5837,0.151385,-3.333481,8.085258,5.666099,4.160454,-13.569911,1.995246,-6.859908,8.816353,c-SC-s,cluster1
19.080457,3.936934,-3.832737,-10.833075,4.634007,-5.097393,-0.660741,-7.296415,2.491889,10.562931,8.039328,5.305012,5.882051,9.448406,1.261002,-1.39568,3.030147,4.632134,4.895519,9.520169,4.082506,7.949814,-2.438956,-0.003776,-3.297731,8.162773,5.611197,4.367598,-13.213175,2.155423,-6.727627,8.456554,c-SC-s,cluster1
19.028816,4.411932,-3.894596,-10.231084,4.73104,-5.123114,-1.621432,-8.096144,2.562806,10.573228,7.853695,5.369875,5.9716,9.372383,1.507773,-1.285067,3.996799,4.429796,4.973314,9.274884,4.091211,7.751601,-1.891947,0.091463,-2.405602,8.073025,5.724702,5.104648,-13.283784,2.102038,-6.691863,7.493735,c-SC-s,cluster1
19.229526,3.667836,-4.226275,-10.634194,4.508436,-4.437104,-1.29153,-6.920858,2.242297,10.50984,7.463627,5.104354,5.997044,9.810289,1.832669,-1.540176,3.317381,4.087285,4.459257,9.426014,4.23311,7.537826,-2.541452,-0.109817,-2.863456,7.188262,5.225871,4.512758,-13.255042,1.915485,-6.617051,8.729855,c-SC-s,cluster1
19.08279,3.379799,-3.944136,-10.628531,4.386715,-4.606748,-1.25781,-6.64105,2.383482,10.467997,7.327758,5.061352,6.143051,9.544823,1.734301,-1.310373,3.660824,3.836915,4.372994,9.212267,4.359764,7.419584,-2.618307,-0.253707,-2.617938,7.326054,5.002371,4.73803,-13.533483,1.827927,-6.349123,8.424943,c-SC-s,cluster1
17.749904,3.612912,-3.44661,-10.343738,3.71196,-4.086774,-1.298972,-5.963527,2.317545,9.668554,6.562025,4.476276,5.900649,9.051581,1.299717,-1.293695,3.384575,3.470817,3.760994,8.88782,4.378107,6.937885,-2.295419,-0.352065,-2.559569,6.601204,4.620886,4.526978,-12.58665,1.998426,-5.693112,7.997125,c-SC-s,cluster8
22.286197,3.428565,-4.457499,-12.411083,7.042508,-7.801496,-1.413263,-12.494116,5.38502,14.325531,11.173186,4.855564,4.849896,11.221994,0.429926,-2.068143,2.135331,7.005898,6.730199,10.410621,5.655196,8.248592,-2.639576,-0.24331,-5.712059,12.22204,8.774064,5.683595,-15.307008,2.989793,-10.43994,10.259437,c-SC-s,cluster1
23.742525,2.896076,-4.922516,-12.072186,5.757519,-6.910219,-1.909411,-12.763368,6.056104,14.795526,11.25595,4.60443,4.835609,11.008352,0.730815,-2.202829,2.651735,7.29343,6.871311,10.310287,5.189337,8.706257,-3.750235,-0.395412,-6.130476,12.405275,9.283952,6.100214,-16.384115,2.85261,-9.973628,10.955239,c-SC-s,cluster1
24.126702,2.767452,-5.157936,-12.594297,6.136329,-7.113429,-2.24975,-13.658828,6.45693,15.6564,11.332554,4.648627,4.944264,11.280608,0.500506,-2.083777,2.456987,7.846871,6.865801,10.431276,5.227785,8.620587,-3.96402,-0.567733,-6.400472,12.736797,10.102742,6.362474,-16.637153,2.653627,-10.31289,11.239879,c-SC-s,cluster1
21.499526,2.914312,-4.016957,-11.384108,5.230321,-6.268365,-1.166224,-10.528073,4.377919,12.798118,9.952175,4.977964,5.095449,11.1314,0.590316,-2.072823,2.091592,6.156782,6.584734,9.83681,4.633394,7.95192,-2.955455,-0.03917,-4.707259,10.894948,7.695736,5.403281,-14.775583,2.972592,-8.455086,10.352892,c-SC-s,cluster1
21.642669,2.963567,-4.052486,-11.085259,5.122566,-6.242872,-0.994719,-10.32371,4.59313,12.773584,10.227362,4.805672,4.772198,10.877823,0.938822,-2.563958,2.029298,5.932655,6.587831,9.717538,4.702599,7.741796,-3.345425,-0.433446,-5.170402,10.542687,7.556177,5.278901,-14.652055,2.966263,-8.380424,10.26578,c-SC-s,cluster1
22.335209,3.303369,-4.794741,-11.712176,5.53742,-6.479548,-0.852346,-11.791689,4.677384,13.640375,10.588364,5.591107,4.821014,11.18967,0.790059,-3.109892,2.643944,6.749514,7.532481,10.743793,4.516932,8.037514,-3.579962,-0.277667,-5.730189,11.349608,8.198351,5.581939,-14.722061,2.546641,-9.107754,9.884828,c-SC-s,cluster1
20.086403,3.053022,-3.737383,-11.357842,4.399109,-4.555448,-1.125319,-9.736256,3.393947,11.5646,8.936478,5.692023,4.748031,9.929537,0.973742,-3.082413,2.427133,5.35909,6.057243,9.424182,4.920166,7.591807,-2.620191,-0.886737,-3.976929,9.277713,6.756595,5.070238,-13.477692,2.566856,-8.0826,9.421362,c-SC-s,cluster1
20.179521,3.595036,-3.739456,-10.851375,4.605268,-5.54717,-0.765852,-9.70011,3.375828,12.238212,9.274806,4.976695,4.536333,10.902491,0.561818,-2.59495,2.288519,5.716814,6.415785,9.743375,3.916196,8.056756,-2.783411,-0.154525,-4.849654,9.93238,6.491541,4.921808,-13.498246,2.527525,-7.453728,9.318122,c-SC-s,cluster1
20.91734,3.668028,-4.238503,-10.94724,4.606044,-5.656959,-0.826006,-10.380323,3.683268,12.530045,9.64639,5.358601,4.603581,10.819032,0.788237,-3.047275,2.832691,6.08718,7.149894,10.43058,3.818228,7.947642,-3.06096,-0.152859,-4.92448,9.992755,7.002312,5.129053,-13.6285,2.399878,-7.924808,9.15614,c-SC-s,cluster1
17.453429,2.977563,-1.854839,-10.048198,2.625967,-4.231021,-0.380675,-5.012645,2.646394,9.735049,6.982449,3.30994,5.157315,9.038127,-0.37302,-0.803022,1.531918,4.211175,4.790685,8.009685,4.284446,5.954404,-3.020934,0.348425,-2.42479,7.778576,5.033825,3.708245,-11.767425,2.979822,-4.779851,9.208736,c-SC-s,cluster8
17.579782,2.66953,-2.062881,-9.579573,2.815317,-4.163351,-0.248466,-5.010348,2.55571,9.447488,7.071721,3.494085,5.061066,9.234164,0.336666,-1.04862,1.388033,3.714381,5.010445,8.033638,4.268414,5.835645,-2.802079,0.2835,-2.32065,7.589892,4.957886,3.677651,-11.751956,3.088241,-5.163389,9.375272,c-SC-s,cluster8
19.484988,3.316458,-3.235216,-10.355843,3.690126,-4.533115,-0.757474,-7.867155,2.938351,11.112587,8.38133,4.58707,4.864984,10.325056,0.451767,-2.019751,2.261485,4.990264,6.148633,9.107165,4.306032,7.074149,-2.873762,0.251203,-3.516463,8.776909,5.804289,4.355664,-12.680264,2.602306,-6.215679,9.61367,c-SC-s,cluster1
16.79286,2.567187,-1.307215,-9.768301,1.933627,-3.277527,-0.302771,-4.137694,2.378329,9.099611,6.236633,3.047763,5.116852,9.012487,0.039165,-0.971719,1.357131,3.548177,4.308963,7.476491,4.347655,4.962457,-3.198556,0.240966,-1.969555,7.059912,4.393151,3.617818,-11.472999,3.150199,-3.865714,9.655475,c-SC-s,cluster8
17.208869,2.589892,-1.7469,-9.538842,2.245916,-3.357399,-0.295503,-4.789186,2.494472,9.397159,6.62559,3.467832,5.139192,9.283695,0.216073,-1.102255,1.670449,3.640528,4.428456,7.678429,4.197946,5.370849,-3.064123,0.440788,-2.210731,7.211639,4.745589,3.788977,-11.81408,2.908872,-4.262151,9.521305,c-SC-s,cluster8
18.778306,3.049198,-2.729312,-10.051536,3.380752,-3.607864,-0.532955,-7.034066,2.553005,10.315953,7.799816,4.487538,4.933125,10.20462,0.923214,-2.03583,2.185966,4.262104,5.583813,8.708228,4.424068,6.199569,-2.941443,0.372798,-3.133005,8.052961,5.16059,4.148478,-12.380247,2.453362,-5.068656,9.77084,c-SC-s,cluster8
20.845067,2.705141,-2.233997,-10.741369,2.312969,-5.265873,0.077374,-6.358036,3.488738,10.15602,8.960789,3.441678,3.092417,11.06574,0.20063,-3.707836,0.797777,3.035623,6.557647,10.415724,3.810851,4.630778,-2.978776,-1.311743,-4.278446,8.377805,5.097135,5.161633,-13.805711,4.504645,-5.997328,8.009632,c-SC-s,cluster1
21.034553,1.994664,-2.325138,-10.385985,2.354675,-5.16601,-0.136591,-6.038288,3.385137,10.008716,8.977883,3.506062,3.128536,11.254774,0.522816,-3.549774,0.815792,2.810322,6.482753,10.09827,3.753186,4.447783,-2.866244,-0.962954,-3.837165,7.97934,5.261854,5.191303,-13.737009,4.759606,-5.913632,7.927784,c-SC-s,cluster1
20.722573,2.064076,-2.286633,-10.655142,1.633457,-5.041808,-0.415626,-5.590662,3.182143,10.05556,8.64527,3.141677,3.112189,11.009315,-0.035796,-3.459451,0.819788,3.063712,6.368209,9.990989,3.492945,4.655744,-2.712747,-1.069671,-3.729641,7.697837,5.205071,5.26787,-13.395631,4.818553,-5.524799,7.607074,c-SC-s,cluster1
20.464646,2.224121,-2.196836,-9.94735,1.408216,-4.911746,-0.369788,-5.703993,3.396306,9.884059,7.473926,3.31447,3.344971,11.733744,0.489685,-4.4702,0.204401,1.913279,6.959593,9.690076,3.57173,4.371459,-2.505654,-2.195681,-4.214152,7.48719,4.555271,6.478159,-12.840467,5.264856,-4.55167,7.380393,c-SC-s,cluster8
19.756788,1.850158,-1.905355,-10.109567,1.166129,-4.701025,-0.545494,-4.715359,3.185439,9.807467,6.840064,2.79257,3.537263,11.334125,-0.03077,-3.86569,-0.382012,1.617448,6.435828,8.974841,3.612589,4.288246,-2.468789,-2.080179,-4.145189,7.185023,4.343405,6.230769,-12.62866,5.635241,-4.227782,7.518871,c-SC-s,cluster8
19.702,1.749655,-1.802999,-10.072303,0.855642,-4.745885,-0.495529,-4.320814,2.955222,9.443614,6.823024,2.72095,3.301476,11.355569,0.009499,-4.05629,-0.277026,1.437604,6.533263,9.148159,3.709812,4.078928,-2.292697,-1.987842,-3.833901,6.921509,4.153792,6.300491,-12.531123,5.768812,-4.261579,7.453186,c-SC-s,cluster8
18.697889,1.855837,-1.776516,-9.635624,1.14972,-4.092308,-0.243507,-4.260104,2.683882,9.137192,6.299807,3.093557,3.44388,11.285447,0.621392,-4.265863,-0.331329,1.21762,6.095075,8.716372,3.264,4.190115,-2.25509,-2.457409,-4.121515,6.628957,3.901827,6.189949,-11.866266,5.367305,-3.671355,7.031652,c-SC-s,cluster8
18.516915,1.807558,-1.828316,-9.811938,0.964221,-4.13518,-0.344896,-3.920487,2.344542,9.004241,6.20172,2.971643,3.46017,11.050361,0.427851,-4.070314,-0.424072,1.224686,5.844201,8.476761,3.358341,4.424522,-2.400099,-2.215749,-4.194062,6.66903,3.824841,5.891029,-11.990156,5.374635,-4.007992,7.211307,c-SC-s,cluster8
17.281603,1.442821,-1.240815,-9.713185,0.364768,-4.074956,-0.474759,-2.729665,2.062308,8.448819,5.078666,2.45565,3.788927,10.196405,-0.178464,-3.592287,-0.91643,0.914537,5.619351,7.588939,3.262164,3.903157,-2.400737,-2.27009,-3.866831,6.222278,3.469939,5.947426,-11.084554,5.573485,-3.333978,6.885158,c-SC-s,cluster8
18.247193,1.389709,-1.369792,-9.53835,1.011015,-3.623443,-0.287853,-3.637806,2.730344,8.732851,4.776835,3.529263,4.253629,11.937072,0.608158,-4.969552,-0.758829,-0.314305,6.141672,8.19188,3.73223,3.405323,-1.403261,-2.903769,-4.435685,6.212362,2.928321,7.452873,-11.49505,6.131924,-2.702976,6.411425,c-SC-s,cluster8
17.547429,1.090097,-1.389912,-9.466316,0.70324,-3.558807,-0.404432,-3.067722,2.355568,8.336186,4.568984,3.130289,4.224233,11.225044,0.646755,-4.381701,-0.990615,-0.174695,5.670622,7.501167,3.727768,3.392346,-1.726077,-2.768706,-4.139009,5.794844,3.065323,6.874653,-11.151258,6.011283,-2.663865,6.620785,c-SC-s,cluster8
16.590146,0.98916,-0.875902,-9.384118,0.781655,-3.434291,-0.246816,-2.152813,2.48025,7.790695,4.398747,2.907071,4.328303,10.651383,0.157471,-3.578039,-0.969361,-0.053267,5.012557,7.012242,3.75638,3.116709,-1.546611,-2.20929,-3.205972,5.654954,2.783562,6.362353,-10.458635,6.090303,-2.400359,6.627422,c-SC-s,cluster8
15.490487,1.241705,-0.838177,-9.130582,1.156745,-2.655274,-0.194376,-2.051992,2.245573,7.43796,3.751669,2.994536,4.34305,10.747249,0.763795,-3.792701,-0.945223,-0.34866,3.914937,6.882378,3.529606,2.891098,-1.317223,-2.559765,-3.201957,4.857332,2.703054,6.280898,-10.050686,5.301307,-2.035175,6.931181,c-SC-s,cluster8
15.319494,1.287385,-0.77172,-9.161012,0.74075,-2.623898,-0.254114,-1.739521,2.142562,7.205607,3.907105,2.75963,4.451133,10.495759,0.619309,-3.512402,-0.769174,-0.27065,3.777598,6.775481,3.524535,2.92338,-1.493677,-2.336921,-2.926681,4.991699,2.65492,6.149768,-10.010942,5.355298,-2.026654,6.839595,c-SC-s,cluster8
14.844174,0.703171,-0.462979,-9.502874,0.507993,-2.487261,-0.159413,-0.869559,1.853901,7.017068,3.207197,2.574056,4.623926,10.148349,-0.036581,-3.042652,-1.202998,-0.590508,3.552899,6.193369,3.678902,2.698677,-1.263221,-2.294044,-2.776955,4.680197,2.4694,5.957224,-9.894108,5.871649,-1.587513,6.447426,c-SC-s,cluster8
22.341625,2.955959,-4.323239,-16.864521,4.999398,-6.094664,-1.959434,-14.221256,2.435111,13.804017,10.857108,5.788251,1.192242,23.224456,-5.380967,-5.992151,-0.124382,8.846983,9.645756,16.207077,4.595197,5.797685,-2.967048,-3.644391,-2.766288,10.599895,10.072087,5.089268,-9.04736,5.141724,-3.359361,9.785221,c-SC-s,cluster10
21.56318,3.015069,-4.111667,-16.966648,5.754398,-6.536852,-1.442677,-14.368473,2.324166,13.269752,10.648917,6.315547,1.558816,22.891636,-5.372842,-5.841302,-0.527493,8.686796,9.839711,16.058657,5.024991,5.557864,-2.806518,-3.667337,-2.854917,10.987489,10.043359,5.054989,-8.722786,4.974798,-3.786902,9.752238,c-SC-s,cluster10
21.044015,2.687434,-4.043563,-16.57036,5.55586,-6.3328,-1.420893,-13.432387,2.794518,12.820618,10.006042,6.367744,1.855939,22.421548,-5.502178,-5.313385,0.012112,8.49594,8.903462,15.500428,5.287553,5.71671,-2.787218,-3.372284,-2.089144,10.649348,10.163399,5.160656,-8.805835,5.171767,-3.95033,9.533881,c-SC-s,cluster10
21.87063,2.561774,-3.460099,-16.180429,4.268831,-5.12179,-1.397238,-12.492486,1.422059,12.813334,10.968892,5.730719,0.638711,23.072027,-5.304111,-6.564344,-0.250654,8.01727,8.100864,15.697561,4.979875,6.343056,-1.631464,-3.273988,-2.685957,8.890471,8.570607,4.437551,-8.805111,5.046178,-3.200814,9.442268,c-SC-s,cluster4
22.116321,2.717456,-3.551172,-16.233918,3.669689,-4.885234,-1.32897,-12.251958,1.817443,12.17365,11.465934,4.772242,0.864484,22.961799,-5.103392,-6.563795,-0.702975,7.926564,8.003211,14.910432,4.492635,6.191063,-2.030412,-3.670818,-2.920567,8.979256,8.556471,4.267692,-8.567253,5.41437,-2.923019,9.481371,c-SC-s,cluster4
21.61271,2.199918,-3.808,-16.361129,4.718361,-5.148772,-1.493724,-12.385429,1.583101,12.657611,10.242543,5.898793,1.784516,22.946746,-5.195531,-5.481153,-0.278871,8.299182,8.392453,14.850787,4.252767,6.613457,-2.478575,-2.843629,-3.054387,9.464741,9.22682,4.271793,-8.746467,5.248485,-3.089767,9.658927,c-SC-s,cluster4
21.364192,3.01099,-3.214648,-15.637388,3.985826,-3.972614,-1.956658,-11.591149,1.171731,12.562015,9.986184,5.173599,1.544896,22.529888,-4.674563,-5.722379,0.283066,7.349559,7.857587,15.160849,3.332516,6.470793,-1.141331,-2.531231,-2.274829,7.824339,7.772841,4.468156,-8.51003,5.081905,-2.253431,8.572186,c-SC-s,cluster4
21.107999,3.119552,-3.704656,-15.658936,4.716314,-4.461032,-1.462225,-12.505495,0.891627,12.156523,10.304734,6.119682,1.514663,22.814327,-4.291842,-6.13041,0.186544,7.499806,8.451874,15.185281,3.752232,6.315599,-1.051713,-2.504944,-2.634463,8.576144,8.007338,4.576799,-8.28024,4.778311,-2.799597,8.70328,c-SC-s,cluster4
21.537965,2.693644,-4.224908,-13.960373,4.531313,-2.837096,-2.119351,-15.154411,2.465112,12.041501,10.439202,6.413609,1.326354,23.580067,-4.30195,-8.420994,0.715933,7.650772,8.715545,15.006064,3.718862,6.570275,-0.998311,-2.678116,-2.438823,8.499158,8.592051,5.083843,-6.499244,4.784307,-2.824526,8.365989,c-SC-s,cluster4
20.759606,2.239123,-3.881365,-14.989327,4.652579,-3.787902,-1.342591,-11.237994,0.637322,11.56857,10.044299,6.189333,1.717496,22.847434,-3.251437,-6.168032,0.08989,6.465555,7.454828,14.936596,3.301758,6.987723,-0.669356,-2.648392,-2.52086,7.364574,7.396226,4.26163,-8.174717,4.570659,-3.03817,8.731078,c-SC-s,cluster4
20.785204,2.053642,-4.103861,-15.007129,4.609048,-4.008198,-1.168816,-11.519491,0.542873,11.615659,10.085472,6.390976,1.5594,23.147738,-3.279607,-6.311224,0.204065,6.607336,7.885636,14.924987,3.316378,6.838866,-0.839199,-2.786835,-2.726243,7.689317,7.665827,4.315503,-8.181037,4.347087,-2.940513,8.751554,c-SC-s,cluster4
21.36318,1.573071,-4.559774,-14.951343,4.866063,-3.791199,-1.890104,-12.584491,0.309026,11.756953,10.358383,6.664627,1.346978,23.955207,-3.076086,-6.83389,0.734421,6.814825,7.869607,14.804467,3.242936,6.751738,-0.62496,-2.604293,-2.579722,7.164311,8.34872,4.555259,-8.110792,4.275247,-2.709717,8.308185,c-SC-s,cluster4
19.876778,1.645893,-3.586183,-14.525203,4.779009,-3.678412,-1.235971,-10.484268,0.601081,10.937773,9.407424,6.263808,2.082349,22.335644,-2.955092,-5.693989,0.453851,5.800936,6.843887,14.227531,3.463246,6.408933,-0.265764,-2.259048,-1.828072,6.658002,7.11302,4.341756,-8.015796,4.388759,-2.673349,8.184756,c-SC-s,cluster4
20.032125,2.03491,-3.806859,-14.829202,4.783263,-3.708847,-1.519804,-11.036726,0.2367,11.114892,9.591962,6.502735,1.724416,22.716276,-3.128517,-6.266549,0.514791,5.97794,7.112007,14.620634,3.414224,6.589433,0.149951,-2.301109,-2.033459,6.869,7.118912,4.474644,-7.96199,4.281425,-2.933334,8.213842,c-SC-s,cluster4
20.052397,1.803559,-3.764697,-14.668886,4.853589,-3.580667,-1.602344,-10.913876,0.430567,10.904696,9.565524,6.230654,1.900342,22.682089,-2.968785,-5.921043,0.552742,6.191051,6.802378,14.079692,3.468485,6.677407,-0.165193,-2.388399,-1.896228,6.678972,7.514629,4.431578,-7.919582,4.577135,-2.622514,8.085024,c-SC-s,cluster4
19.156229,5.134148,-5.980912,-11.364406,3.634657,-5.340715,-6.615954,-11.290354,3.387226,15.512126,8.787212,6.244776,4.675299,11.533614,2.746608,1.691365,4.453998,7.205977,9.719195,10.140207,3.016434,10.979967,0.974867,1.604314,1.526732,7.30048,8.067856,8.915709,-13.62969,0.228049,-5.09649,8.811895,t-CS-m,cluster6
19.647382,5.450431,-6.186101,-11.046239,3.951572,-5.576272,-6.394766,-11.88712,3.95206,16.245407,9.587229,6.538305,4.438976,11.426038,3.499281,1.598527,4.891712,7.473124,9.997952,10.743135,3.011825,11.61814,1.38019,1.741262,0.933551,8.044425,8.277457,9.374543,-14.246712,-0.081235,-5.922749,8.784375,t-CS-m,cluster2
19.741844,5.162196,-6.679025,-10.661831,4.303062,-4.938725,-6.698066,-12.887541,4.31034,16.886028,9.243579,7.104853,4.825961,11.941082,3.357089,1.297187,5.338763,7.969909,10.118182,10.401672,2.617733,12.197272,1.226018,2.281478,0.846841,8.111793,8.903562,9.344111,-13.93576,-0.141515,-5.860318,8.733804,t-CS-m,cluster2
19.008366,4.178969,-5.503342,-10.870275,2.796479,-4.897954,-6.11456,-9.381381,2.442024,13.31869,9.097966,5.999677,4.055521,12.136783,2.688366,1.413133,4.439842,6.769485,8.54364,10.231306,2.783148,10.169615,0.859499,2.250381,2.621933,5.303579,7.163059,7.741347,-13.086603,0.814713,-4.632334,8.357306,t-CS-m,cluster6
