@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S10

@attribute NR1_N numeric
@attribute pCAMKII_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute BRAF_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute NR2B_N numeric
@attribute RAPTOR_N numeric
@attribute NUMB_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute GFAP_N numeric
@attribute GluR4_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute Treatment=Saline numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.206197,4.849359,0.287821,0.787179,0.252137,0.231197,0.912179,2.035897,0.285684,0.705983,0.452991,0.451709,0.553846,0.828632,0.682051,0.385684,0.154872,2.230826,0.266765,1.028282,0.320366,0.177597,0.126467,0.161665,0.17982,0.820304,0.172904,0.15549,0.123379,0.478572,0.218229,1,c-SC-s
2.179691,4.757,0.285416,0.81822,0.242791,0.186586,0.932303,2.023193,0.301295,0.70163,0.394275,0.452779,0.54931,0.800042,0.634977,0.372336,0.157791,2.229783,0.29068,1.107249,0.330621,0.183679,0.113659,0.168269,0.156681,0.826923,0.19391,0.149901,0.122781,0.448964,0.219921,1,c-SC-s
2.603061,2.222619,0.243974,0.834479,0.721015,0.179544,1.569517,3.034186,0.290991,0.841903,0.493355,0.322152,0.310421,0.673815,0.517184,0.258363,0.190708,1.280094,0.296907,0.999159,0.180117,0.180061,0.099922,0.124299,0.117518,0.889599,0.105862,?,0.111634,0.400078,0.112587,0,t-CS-m
2.703612,2.289908,0.259792,0.90365,0.786906,0.18641,1.657391,3.235586,0.302964,0.862289,0.550748,0.335938,0.315639,0.714667,0.553226,0.274564,0.182353,1.265887,0.293713,0.975869,0.180113,0.171491,0.10117,0.11931,0.115559,0.854487,0.104193,?,0.110352,0.402721,0.112256,0,t-CS-m
2.662564,2.311949,0.269697,0.876151,0.757632,0.190329,1.669348,3.174048,0.323869,0.887974,0.529702,0.34451,0.332784,0.710631,0.556159,0.283748,0.179674,1.268574,0.289793,1.024306,0.173942,0.172123,0.095459,0.122906,0.115575,0.852623,0.102238,?,0.106922,0.403164,0.1083,0,t-CS-m
2.320243,2.257041,0.246279,0.723265,0.631211,0.17346,1.157202,2.527593,0.260934,0.747653,0.432333,0.298489,0.300893,0.611404,0.497138,0.243073,0.181845,1.547588,0.297844,0.949846,0.175172,0.184338,0.107494,0.116366,0.118566,0.902992,0.115779,?,0.104487,0.3884,0.117319,0,t-CS-m
2.37929,2.291124,0.244615,0.750059,0.686864,0.177041,1.194793,2.562249,0.270178,0.773136,0.632663,0.312426,0.29645,0.629586,0.619645,0.256095,0.1826,1.558113,0.293819,0.918679,0.170566,0.181329,0.10352,0.117722,0.11234,0.887361,0.116227,?,0.104193,0.374617,0.120861,0,t-CS-m
2.327989,2.280123,0.248998,0.782245,0.676845,0.17095,1.17095,2.638411,0.269512,0.779415,0.468168,0.311483,0.298397,0.635935,0.502004,0.255246,0.175771,1.54066,0.289735,0.933188,0.169169,0.169895,0.100617,0.117084,0.111788,0.882336,0.112151,?,0.102067,0.372651,0.108451,0,t-CS-m
2.291341,2.179377,0.265968,0.751733,0.636525,0.178345,0.899395,2.33648,0.253872,0.751438,0.428382,0.299454,0.282048,0.610562,0.476176,0.264493,0.160207,1.653555,0.279835,0.853192,0.155134,0.174371,0.104795,0.111303,0.118672,0.895492,0.115131,?,0.101062,0.370562,0.113982,0,t-CS-m
2.407933,2.271338,0.258065,0.773113,0.639759,0.206976,0.954468,2.410094,0.270103,0.781602,0.450069,0.319339,0.290477,0.644853,0.526161,0.25328,0.158707,1.648432,0.269561,0.835601,0.154269,0.172214,0.10246,0.118669,0.109407,0.870429,0.112108,?,0.097347,0.360733,0.123203,0,t-CS-m
2.259709,2.274727,0.253944,0.743629,0.609678,0.175819,0.940079,2.416414,0.263653,0.761074,0.474363,0.315686,0.286256,0.639563,0.488016,0.244539,0.15792,1.639231,0.284294,0.875347,0.150177,0.171112,0.103814,0.11127,0.101233,0.866265,0.118344,?,0.099226,0.34729,0.106586,0,t-CS-m
2.133126,1.985534,0.251969,0.717268,0.566197,0.178539,0.837576,2.12635,0.255265,0.709028,0.428859,0.305255,0.27614,0.600256,0.489288,0.241531,0.15566,1.82272,0.275681,0.778564,0.154088,0.16968,0.108229,0.09945,0.121855,0.891116,0.138234,?,0.103774,0.367925,0.123559,0,t-CS-m
2.217863,2.103599,0.262426,0.697962,0.665397,0.206056,0.863264,2.189869,0.269472,0.746144,0.429252,0.313274,0.302799,0.610169,0.46772,0.252333,0.151855,1.819886,0.263568,0.823056,0.15476,0.158854,0.109204,0.099564,0.115542,0.863594,0.132576,?,0.099168,0.363924,0.123465,0,t-CS-m
2.184633,2.154635,0.266305,0.715502,0.653184,0.208825,0.881556,2.23921,0.26766,0.761951,0.449197,0.319141,0.308303,0.633443,0.494484,0.249855,0.149492,1.832497,0.271452,0.817188,0.154252,0.158626,0.101119,0.100991,0.113856,0.841374,0.122347,?,0.096102,0.339895,0.12389,0,t-CS-m
2.097249,1.86788,0.239116,0.680745,0.617934,0.187568,0.80052,1.991553,0.246047,0.736409,0.412606,0.316223,0.285034,0.602339,0.268789,0.24843,0.144503,1.922153,0.247202,0.74819,0.14368,0.156353,0.104016,0.101876,0.140882,0.936307,0.152732,?,0.104839,0.344964,0.136109,0,t-CS-m
2.014162,1.85986,0.248785,0.685902,0.594589,0.171634,0.79962,1.914817,0.233143,0.685056,0.429085,0.285141,0.284929,0.563306,0.271401,0.231875,0.13269,1.892343,0.266361,0.770615,0.135308,0.153959,0.102258,0.101931,0.127945,0.902978,0.145288,?,0.098331,0.336387,0.127618,0,t-CS-m
2.026818,1.895516,0.242652,0.703926,0.557177,0.179361,0.800901,1.947436,0.234714,0.69749,0.409783,0.30015,0.323965,0.593649,0.389616,0.232354,0.136327,1.898525,0.254174,0.786837,0.13195,0.143783,0.098395,0.100665,0.132923,0.893986,0.129194,?,0.092073,0.357432,0.140217,0,t-CS-m
2.652611,2.515862,0.240985,0.854975,0.471133,0.173005,1.45064,2.95734,0.275271,0.789655,0.487488,0.308867,0.324433,0.645714,0.536059,0.270246,0.20952,1.626967,0.305295,0.996049,0.234691,0.199898,0.121264,0.140572,0.123686,0.945135,?,0.100236,0.113872,0.416937,0.149047,0,t-CS-m
2.696291,2.479834,0.243312,0.89846,0.496453,0.163154,1.453182,2.966457,0.27878,0.808066,0.488346,0.313843,0.314755,0.653527,0.537292,0.284961,0.203492,1.49515,0.30117,0.975095,0.224767,0.188536,0.115825,0.137538,0.124147,0.901633,?,0.107315,0.10963,0.402853,0.143983,0,t-CS-m
2.662217,2.593244,0.249899,0.889563,0.51699,0.162318,1.450647,3.008091,0.280036,0.783778,0.488471,0.317759,0.324535,0.680218,0.549049,0.263451,0.204089,1.483519,0.296964,1.092875,0.229926,0.193618,0.118216,0.139591,0.124969,0.902354,?,0.101735,0.11233,0.410843,0.137175,0,t-CS-m
2.450201,2.424611,0.239087,0.803061,0.481811,0.169468,1.202082,2.522328,0.270572,0.72278,0.454466,0.310462,0.307827,0.617536,0.533116,0.25276,0.193253,1.694067,0.294921,0.873672,0.222257,0.184413,0.115471,0.126561,0.125863,0.888717,?,0.109267,0.111439,0.384723,0.14936,0,t-CS-m
2.479218,2.544089,0.249644,0.843325,0.492555,0.16548,1.198498,2.625275,0.271915,0.754111,0.469895,0.310501,0.323579,0.628642,0.54383,0.266736,0.189993,1.690806,0.28681,0.881187,0.21137,0.17884,0.117807,0.123306,0.121912,0.872202,?,0.11161,0.110681,0.404306,0.155371,0,t-CS-m
2.486296,2.529329,0.245902,0.862193,0.457736,0.163934,1.214011,2.636399,0.27126,0.743724,0.46811,0.304688,0.308786,0.641393,0.525102,0.285476,0.184089,1.693843,0.272072,0.954225,0.214302,0.176118,0.115691,0.129052,0.122296,0.878312,?,0.105215,0.10605,0.385334,0.137782,0,t-CS-m
2.25192,2.247619,0.246237,0.771582,0.42043,0.168049,0.984485,2.264516,0.25192,0.704455,0.425346,0.294163,0.315822,0.605069,0.54255,0.253456,0.178711,1.945247,0.286634,0.796076,0.191898,0.179344,0.118894,0.112459,0.134613,0.864648,?,0.120582,0.109505,0.429476,0.156979,0,t-CS-m
2.188476,2.233813,0.241092,0.779682,0.42608,0.161334,0.951478,2.266111,0.26414,0.680819,0.42881,0.287945,0.312813,0.593025,0.52464,0.253374,0.165125,1.822376,0.282898,0.730109,0.184941,0.171934,0.11381,0.10568,0.123158,0.809979,?,0.125191,0.104156,0.375267,0.147952,0,t-CS-m
2.346502,2.306203,0.257972,0.820879,0.484055,0.169126,0.999524,2.350944,0.228621,0.712835,0.458036,0.298747,0.304617,0.635412,0.505156,0.27003,0.170465,1.881303,0.28514,0.845622,0.18284,0.173146,0.119418,0.114675,0.129215,0.842735,?,0.118903,0.101887,0.379499,0.144271,0,t-CS-m
1.909812,1.791047,0.220846,0.648992,0.373307,0.168318,0.782293,1.650149,0.219855,0.574992,0.363396,0.251404,0.27486,0.547241,0.403535,0.22514,0.178448,2.029689,0.297832,0.745994,0.187402,0.177977,0.124568,0.109331,0.145774,0.927898,?,0.150644,0.109802,0.400094,0.201854,0,t-CS-m
1.799556,1.724647,0.223615,0.603238,0.378353,0.161879,0.732741,1.575464,0.217585,0.557054,0.336613,0.239803,0.261228,0.525472,0.389462,0.228535,0.177843,2.00309,0.289555,0.755253,0.192522,0.191904,0.125155,0.104604,0.151576,0.945766,?,0.151267,0.108158,0.430315,0.182787,0,t-CS-m
1.993759,1.862344,0.228849,0.672503,0.379161,0.176318,0.800104,1.777913,0.222261,0.611477,0.365985,0.251214,0.265083,0.56016,0.423544,0.23509,0.16644,2.029603,0.30222,0.735689,0.184413,0.184715,0.12113,0.095756,0.14892,0.961486,?,0.132004,0.099985,0.384987,0.196949,0,t-CS-m
2.196658,2.021062,0.298993,0.732143,0.44826,0.220925,0.910256,1.893315,0.28663,0.705128,0.429487,0.33196,0.380266,0.701923,0.525183,0.293727,0.169228,2.139063,0.28875,0.789224,0.179662,0.187251,0.132043,0.106811,0.160501,0.923164,?,0.170366,0.107949,0.441282,0.23487,0,t-CS-m
1.72602,1.582319,0.231747,0.561024,0.349499,0.168218,0.702756,1.498568,0.221725,0.545812,0.344309,0.260021,0.296349,0.521117,0.413923,0.22083,0.170561,2.150506,0.29218,0.767985,0.185833,0.174425,0.134315,0.10598,0.16173,0.932659,?,0.15897,0.106164,0.434591,0.227967,0,t-CS-m
1.896811,1.771638,0.243018,0.730442,0.391167,0.185977,0.761141,1.628045,0.247574,0.609626,0.367796,0.281244,0.326005,0.587839,0.447019,0.227768,0.165027,2.173937,0.292742,0.759792,0.186932,0.175422,0.130499,0.099313,0.15853,0.952849,?,0.174865,0.109337,0.405049,0.223872,0,t-CS-m
1.789181,2.3539,0.20128,0.644772,0.40582,0.148877,0.927433,2.444699,0.218305,0.578725,0.374668,0.258392,0.2695,0.612412,0.40256,0.233277,0.205347,0.995691,0.313651,0.860458,0.201626,0.193008,0.123776,0.163141,0.133862,0.791422,?,0.132099,0.12123,0.41461,?,0,t-CS-m
1.835927,2.371592,0.238516,0.661272,0.383667,0.150878,0.976721,2.498319,0.222208,0.603013,0.386904,0.265405,0.273746,0.635628,0.414913,0.218474,0.200208,0.967168,0.302205,0.756836,0.19122,0.188854,0.120541,0.154982,0.13322,0.790803,?,0.144763,0.1195,0.391239,?,0,t-CS-m
1.954036,2.53125,0.215104,0.679167,0.422526,0.158594,1.017188,2.627604,0.234375,0.632682,0.410938,0.27513,0.258724,0.663411,0.432943,0.223958,0.199715,0.975772,0.313254,0.771496,0.190689,0.188124,0.12076,0.150879,0.140238,0.798765,?,0.131971,0.121615,0.387458,?,0,t-CS-m
1.637081,2.279797,0.215131,0.567061,0.347281,0.152015,0.764582,2.123556,0.201747,0.533531,0.352635,0.254861,0.290786,0.572415,0.377712,0.225838,0.187715,1.004554,0.303791,0.802068,0.203102,0.188577,0.1274,0.161497,0.145741,0.778311,?,0.149188,0.120015,0.419129,?,0,t-CS-m
1.720235,2.394868,0.229032,0.61393,0.379619,0.151026,0.790762,2.258504,0.209531,0.558504,0.373607,0.262757,0.286657,0.59868,0.396481,0.225806,0.184893,0.997968,0.297717,0.718896,0.202223,0.181068,0.121668,0.150233,0.145333,0.772081,?,0.154297,0.122147,0.415681,?,0,t-CS-m
1.785681,2.60755,0.237404,0.649509,0.404773,0.162065,0.854937,2.440649,0.242864,0.596007,0.400406,0.274996,0.303853,0.624708,0.421307,0.260022,0.181287,0.985917,0.304571,0.715002,0.200024,0.174603,0.123165,0.146079,0.146318,0.78649,?,0.145125,0.124955,0.391932,?,0,t-CS-m
1.441955,2.051595,0.209097,0.520876,0.348099,0.159878,0.669891,1.766463,0.198914,0.489308,0.348439,0.259674,0.294976,0.539036,0.38391,0.247284,0.17536,0.999381,0.320074,0.729608,0.186658,0.164835,0.125058,0.151525,0.162668,0.758861,?,0.176289,0.118093,0.436001,?,0,t-CS-m
1.603317,2.263089,0.218931,0.584125,0.352338,0.168437,0.730017,1.917086,0.232159,0.533259,0.390162,0.272964,0.300913,0.598099,0.420533,0.229551,0.165175,0.988321,0.305627,0.678902,0.183528,0.167754,0.126346,0.1629,0.166237,0.750341,?,0.179888,0.124223,0.421356,?,0,t-CS-m
1.633784,2.362741,0.219112,0.596718,0.365637,0.165444,0.762355,1.982239,0.249807,0.546332,0.390541,0.285521,0.281467,0.609073,0.42278,0.2361,0.171229,1.002433,0.296229,0.657086,0.180657,0.151916,0.124696,0.153741,0.168491,0.76764,?,0.178832,0.125304,0.428528,?,0,t-CS-m
1.499454,1.983169,0.224918,0.53224,0.351038,0.17377,0.613552,1.597596,0.214645,0.495956,0.354098,0.286339,0.373333,0.582077,0.415519,0.256831,0.164722,1.047064,0.288616,0.640185,0.161907,0.153862,0.141392,0.153862,0.188858,0.757844,?,0.214602,0.118665,0.476066,?,0,t-CS-m
1.564858,2.207075,0.236792,0.572642,0.373349,0.186085,0.682547,1.808962,0.218632,0.532311,0.389151,0.291981,0.367453,0.638443,0.44434,0.287736,0.155028,1.042698,0.330208,0.621708,0.174781,0.150638,0.13348,0.157023,0.176377,0.776137,?,0.199721,0.134078,0.433559,?,0,t-CS-m
1.603571,2.222381,0.241905,0.579048,0.365714,0.190952,0.676905,1.840714,0.232619,0.56619,0.405476,0.296905,0.361667,0.687381,0.484286,0.249286,0.147833,1.031466,0.320008,0.597071,0.167821,0.145062,0.125668,0.154166,0.191965,0.777756,?,0.191371,0.127251,0.508609,?,0,t-CS-m
1.465821,1.929829,0.242103,0.544019,0.350854,0.198861,0.628172,1.481616,0.2232,0.515536,0.365355,0.320041,0.372087,0.634645,0.451838,0.287675,0.134601,1.017263,0.308481,0.594946,0.155367,0.144108,0.154866,0.147861,0.215412,0.744558,?,0.260946,0.113585,0.48036,?,0,t-CS-m
1.554735,2.064039,0.246305,0.588123,0.350301,0.204981,0.657909,1.611385,0.240558,0.519431,0.394089,0.318008,0.384236,0.671045,0.472633,0.28243,0.140289,1.036465,0.320587,0.633072,0.144594,0.142568,0.151431,0.149911,0.212459,0.776146,?,0.2431,0.123069,0.548493,?,0,t-CS-m
1.569483,2.131184,0.310172,0.591162,0.382157,0.207615,0.672318,1.621734,0.240411,0.558366,0.391051,0.327404,0.403002,0.65453,0.476098,0.299055,0.139013,1.027404,0.309417,0.599651,0.162681,0.141505,0.137519,0.15421,0.192825,0.772546,?,0.233931,0.124813,0.532636,?,0,t-CS-m
2.080645,2.118502,0.215009,0.76273,0.696481,0.143029,1.164223,2.890429,0.254865,0.601706,0.43935,0.290056,0.31085,0.688483,0.503199,0.241935,0.198261,0.745692,0.283652,0.918336,0.108058,0.178932,0.103478,0.137867,0.124049,0.816721,0.119935,0.10798,0.113259,0.34979,0.105418,0,t-CS-m
2.052562,2.077844,0.208516,0.797738,0.762608,0.139055,1.145576,2.854558,0.275715,0.591218,0.454957,0.290086,0.307784,0.689687,0.485695,0.243247,0.200369,0.722944,0.289516,1.015768,0.110068,0.188755,0.11576,0.135528,0.141451,0.866549,0.119375,0.111761,0.115914,0.323898,0.107223,0,t-CS-m
2.045479,2.144681,0.20625,0.787234,0.713298,0.14016,1.176197,2.872606,0.251197,0.582048,0.445745,0.288564,0.301729,0.68258,0.468883,0.243351,0.198309,0.734512,0.295849,1.15565,0.111299,0.19093,0.113374,0.1402,0.132129,0.850038,0.116679,0.113067,0.11814,0.32844,0.105227,0,t-CS-m
1.94358,2.257822,0.243802,0.719439,0.593435,0.147547,0.982732,2.564712,0.243973,0.561805,0.420756,0.289109,0.352539,0.699607,0.491708,0.252864,0.175921,0.68722,0.264855,0.805377,0.091272,0.167738,0.107052,0.123807,0.126339,0.807423,0.127606,0.114943,0.108903,0.332944,0.1128,0,t-CS-m
1.938667,2.331506,0.208326,0.733939,0.647422,0.148021,0.967963,2.4773,0.234881,0.558677,0.452116,0.295871,0.335789,0.683056,0.488265,0.255782,0.183685,0.72053,0.261365,0.901197,0.095688,0.182809,0.116616,0.132289,0.145722,0.846685,0.134138,0.124793,0.108829,0.356274,0.116324,0,t-CS-m
1.922368,2.209759,0.22552,0.733065,0.642019,0.14554,0.946848,2.470657,0.23558,0.540241,0.42723,0.287894,0.333669,0.642186,0.471663,0.26006,0.181872,0.711612,0.287898,1.000294,0.098089,0.183733,0.113964,0.131504,0.142969,0.852621,0.1317,0.11661,0.112886,0.343557,0.117883,0,t-CS-m
1.795031,1.958296,0.215173,0.659051,0.624889,0.149734,0.792813,2.046362,0.228261,0.487134,0.440772,0.289929,0.393523,0.694987,0.487356,0.277507,0.150983,0.666418,0.252178,0.767115,0.081902,0.16007,0.108414,0.111402,0.124844,0.793503,0.143266,0.125093,0.104929,0.324496,0.128952,0,t-CS-m
1.719028,1.89412,0.199392,0.668909,0.519635,0.148188,0.757431,1.975917,0.217184,0.473205,0.386418,0.280538,0.418095,0.653504,0.473205,0.267303,0.164261,0.674902,0.246331,0.767246,0.08476,0.166341,0.116928,0.108366,0.14249,0.817515,0.146649,0.128425,0.109344,0.309687,0.125489,0,t-CS-m
1.755392,1.953747,0.21014,0.690016,0.514788,0.152769,0.781632,2.055593,0.22326,0.492995,0.400044,0.2833,0.378252,0.676673,0.48877,0.284857,0.162009,0.668842,0.275391,0.855841,0.081743,0.167549,0.117075,0.11609,0.149821,0.817309,0.141081,0.134187,0.108457,0.354918,0.144035,0,t-CS-m
1.696673,1.917204,0.249678,0.678875,0.522569,0.15837,0.765282,1.929327,0.217952,0.468403,0.407532,0.309002,0.448285,0.721176,0.524375,0.295589,0.130555,0.65484,0.217361,0.529108,0.0732,0.12711,0.099897,0.094213,0.1402,0.7196,0.188254,0.132966,0.100241,0.31898,0.161557,0,t-CS-m
1.688691,1.80737,0.221093,0.660483,0.519441,0.156544,0.729098,1.907751,0.218551,0.511309,0.407116,0.302414,0.416518,0.710801,0.53723,0.327827,0.134648,0.656892,0.214695,0.558645,0.082238,0.138692,0.110718,0.086619,0.161274,0.732895,0.174587,0.143242,0.107347,0.330806,0.143579,0,t-CS-m
1.711821,1.833634,0.206284,0.676796,0.52717,0.178985,0.744012,1.828741,0.224311,0.463817,0.417203,0.319341,0.414113,0.722122,0.507082,0.295648,0.146625,0.652611,0.21933,0.670658,0.095089,0.141419,0.123026,0.085199,0.169009,0.741454,0.170571,0.146625,0.108277,0.375499,0.148881,0,t-CS-m
1.520124,1.525471,0.194484,0.609626,0.448635,0.150014,0.611314,1.537292,0.200113,0.38953,0.379398,0.277793,0.443006,0.704194,0.508866,0.316915,0.129331,0.598767,0.20497,0.605841,0.059496,0.123708,0.098857,0.090513,0.148195,0.717577,0.168329,0.137856,0.091783,0.330854,0.138763,0,t-CS-m
1.572692,1.570628,0.211147,0.647597,0.480979,0.156001,0.731937,1.653495,0.208493,0.399882,0.413447,0.292244,0.489826,0.690357,0.512533,0.313772,0.136608,0.600574,0.197562,0.634995,0.087307,0.126927,0.114736,0.109896,0.157225,0.751345,0.193259,0.142703,0.096988,0.280925,0.1583,0,t-CS-m
1.509677,1.459187,0.189902,0.61655,0.399439,0.164376,0.614586,1.541935,0.198317,0.379804,0.382048,0.279102,0.439271,0.661711,0.502384,0.310519,0.135807,0.628932,0.210586,0.669053,0.073837,0.128461,0.124882,0.16651,0.167828,0.779243,0.187606,0.144283,0.102656,0.347335,0.142965,0,t-CS-m
2.485338,2.577798,0.228306,0.839617,0.814083,0.154698,1.252444,2.512268,0.244764,0.701077,0.445442,0.275883,0.336026,0.64622,0.506483,0.266308,0.192401,1.315621,0.279682,1.049994,0.25016,0.186433,0.120524,0.149917,0.134643,1.006931,0.117315,0.102233,0.110191,0.367347,0.13522,0,t-CS-m
2.448901,2.542286,0.221727,0.824916,0.747673,0.153199,1.285106,2.466429,0.241632,0.695682,0.438899,0.273321,0.353436,0.638839,0.471678,0.262428,0.190031,1.309839,0.285241,0.983969,0.255646,0.187435,0.12182,0.149727,0.135903,0.988188,0.122015,0.110462,0.116758,0.338331,0.158554,0,t-CS-m
2.424852,2.506127,0.227551,0.816389,0.777427,0.149435,1.235593,2.418246,0.235975,0.679495,0.413173,0.266418,0.358128,0.627417,0.45807,0.244208,0.195597,1.386591,0.289193,1.047632,0.255637,0.187392,0.116945,0.156371,0.123616,0.976384,0.118012,0.112141,0.110874,0.344496,0.155904,0,t-CS-m
2.263953,2.503808,0.212886,0.775627,0.646523,0.154576,1.007117,2.146585,0.222999,0.638657,0.416531,0.279685,0.347609,0.607067,0.489699,0.285304,0.170554,1.43761,0.267375,1.011104,0.232705,0.182777,0.116792,0.138121,0.125899,1.007829,0.123582,0.104969,0.110721,0.328886,0.13181,0,t-CS-m
2.239516,2.448832,0.210295,0.772099,0.707544,0.148062,1.009903,2.044749,0.219709,0.629295,0.392224,0.266414,0.375596,0.607042,0.463871,0.257366,0.171863,1.446763,0.266827,0.977858,0.233573,0.179297,0.115987,0.134213,0.126219,0.97514,0.130935,0.104636,0.109353,0.32526,0.158593,0,t-CS-m
2.242329,2.447544,0.221104,0.767617,0.649848,0.149303,1.028987,2.065373,0.212735,0.629836,0.406428,0.269375,0.3755,0.615282,0.457247,0.244754,0.17753,1.484511,0.276249,0.971747,0.243205,0.191409,0.116233,0.145064,0.124577,0.984056,0.125238,0.103594,0.10632,0.335564,0.150268,0,t-CS-m
2.114196,2.200916,0.205638,0.758872,0.676445,0.160561,0.872066,1.871494,0.205638,0.618203,0.394104,0.270034,0.361477,0.590011,0.476961,0.263022,0.146957,1.519221,0.252435,0.947313,0.209909,0.172096,0.115324,0.119095,0.131141,0.971928,0.140568,0.109249,0.10684,0.314444,0.155023,0,t-CS-m
2.078208,2.136933,0.206374,0.727526,0.621765,0.149457,0.87086,1.794461,0.195797,0.590036,0.372947,0.271361,0.38241,0.56624,0.442249,0.27317,0.158254,1.495759,0.254344,0.908047,0.21266,0.175528,0.115536,0.122569,0.138291,0.934733,0.133637,0.117087,0.10602,0.348469,0.154841,0,t-CS-m
1.96225,1.996897,0.199741,0.675372,0.594829,0.138462,0.830511,1.703943,0.211118,0.5351,0.35307,0.245378,0.348158,0.538332,0.411377,0.233226,0.166002,1.579067,0.264525,0.884122,0.223025,0.172793,0.117279,0.128059,0.138299,0.938989,0.141209,0.113614,0.102835,0.319176,0.168912,0,t-CS-m
1.985234,1.953076,0.199672,0.726989,0.590976,0.181788,0.774077,1.656604,0.19557,0.537654,0.374733,0.261526,0.373749,0.589992,0.460049,0.273339,0.145552,1.548896,0.230234,0.872508,0.184482,0.153445,0.115318,0.111572,0.144214,0.929231,0.162809,0.127358,0.10194,0.344482,0.140468,0,t-CS-m
1.944436,1.893675,0.197598,0.698639,0.57534,0.174059,0.774219,1.62482,0.191673,0.526181,0.359648,0.261009,0.408006,0.56189,0.438431,0.258607,0.148207,1.52379,0.231774,0.855791,0.187792,0.15074,0.116087,0.108357,0.149673,0.905904,0.153272,0.132081,0.107557,0.312675,0.184326,0,t-CS-m
1.850854,1.773263,0.187279,0.633981,0.566843,0.143404,0.710689,1.507803,0.182568,0.492197,0.327886,0.233952,0.367197,0.522232,0.40636,0.2447,0.152085,1.612414,0.244909,0.8496,0.206572,0.164864,0.112203,0.115293,0.1438,0.922483,0.173992,0.127931,0.108552,0.331835,0.176661,0,t-CS-m
1.687266,1.525801,0.201415,0.63608,0.479193,0.160841,0.609863,1.349771,0.177278,0.452767,0.3531,0.257595,0.438618,0.582813,0.470454,0.296504,0.131087,1.560464,0.206546,0.817156,0.17188,0.145276,0.118833,0.111254,0.159465,0.93744,0.170751,0.128668,0.096904,0.291358,0.137214,0,t-CS-m
1.616395,1.417141,0.192391,0.568347,0.5505,0.174544,0.602275,1.238674,0.17827,0.414787,0.32477,0.255148,0.443616,0.544617,0.436164,0.289469,0.140963,1.575008,0.20999,0.836243,0.178306,0.151794,0.117685,0.112835,0.170385,0.90915,0.162625,0.124475,0.103944,0.282412,0.174749,0,t-CS-m
1.540847,1.393799,0.185295,0.552172,0.512254,0.141849,0.597846,1.169514,0.165243,0.40958,0.302079,0.23394,0.409766,0.510954,0.413108,0.249165,0.14569,1.552512,0.222652,0.823559,0.189212,0.150395,0.117123,0.122164,0.166023,0.919341,0.161822,0.12855,0.100823,0.30079,0.170223,0,t-CS-m
3.100855,2.300083,0.305047,1.072355,0.761883,0.21357,2.107842,4.02942,0.358555,0.942263,0.560173,0.40866,0.344856,0.864393,0.63786,0.365542,0.207324,1.155518,0.317487,1.322896,0.107632,0.188418,0.104555,0.125447,0.127382,0.891326,0.116366,0.103265,0.114579,0.476479,0.095921,0,t-CS-m
2.937988,2.24751,0.307547,1.096563,0.784349,0.212241,2.074666,3.949296,0.355111,0.946155,0.543121,0.382752,0.354931,0.863053,0.620659,0.354393,0.211153,1.218168,0.330406,1.256422,0.107646,0.188645,0.110977,0.132879,0.122685,0.912945,0.11461,0.099773,0.116326,0.511481,0.095786,0,t-CS-m
2.870616,2.15992,0.289391,1.037428,0.767493,0.204415,1.879951,3.841825,0.348194,0.915373,0.535596,0.372274,0.352033,0.831181,0.619613,0.337812,0.209488,1.137834,0.336128,1.19139,0.105533,0.186014,0.105977,0.133938,0.12733,0.92953,0.112634,0.09281,0.116777,0.474011,0.093106,0,t-CS-m
2.632156,2.537785,0.293721,0.857177,0.671568,0.197903,1.379173,3.171387,0.323973,0.82102,0.482222,0.346872,0.296252,0.752441,0.553694,0.322767,0.196742,1.580968,0.328737,1.159503,0.096986,0.19262,0.107326,0.113341,0.11449,0.892471,0.124966,0.103136,0.110232,0.47479,0.093877,0,t-CS-m
2.596735,2.536846,0.287206,0.902304,0.673788,0.198752,1.343015,3.111138,0.30977,0.836894,0.478637,0.348656,0.316611,0.762602,0.55953,0.31433,0.196205,1.584875,0.319573,1.174442,0.09698,0.184644,0.102625,0.118539,0.114663,0.92009,0.125136,0.099973,0.108338,0.440764,0.093716,0,t-CS-m
