@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S42

@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute pBRAF_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute pP70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute nNOS_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute pS6_N numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.516493,0.345798,0.199503,0.234636,0.361726,0.298238,0.289652,0.268979,0.156801,1.772368,3.188884,0.292024,0.726841,0.367262,2.63319,0.287054,0.288296,0.29948,0.153383,1.272342,0.94062,0.127565,0.212763,0.143983,0.224944,0.615782,0.303323,1.592678,2.372832,0.827486,0.226863,0.143983,c-SC-s
0.522412,0.342428,0.176659,0.240972,0.3657,0.308036,0.29898,0.306546,0.157744,1.769231,3.143529,0.302877,0.745386,0.37533,2.700676,0.29875,0.291872,0.289235,0.145595,1.250834,0.909347,0.12231,0.202106,0.134934,0.217673,0.662633,0.28877,1.580417,2.315848,0.816535,0.231539,0.134934,c-SC-s
0.557618,0.363549,0.186355,0.255665,0.378134,0.325699,0.313886,0.290019,0.169479,1.810391,3.360656,0.370058,0.786765,0.39742,2.814851,0.298457,0.305689,0.286765,0.145146,1.219849,1.02079,0.122195,0.198932,0.13936,0.220039,0.612881,0.29665,1.503338,2.290419,0.803103,0.226397,0.13936,c-SC-s
0.469842,0.317411,0.178811,0.200913,0.342507,0.289035,0.28547,0.266933,0.17054,1.446029,2.71838,0.285898,0.683873,0.357479,2.316555,0.282048,0.26294,0.280337,0.142689,1.229379,0.872362,0.108131,0.195325,0.129488,0.201799,0.610107,0.27739,1.505255,2.326074,0.762381,0.213235,0.129488,c-SC-s
0.481698,0.323465,0.1804,0.221963,0.351028,0.298381,0.289631,0.275193,0.175733,1.410238,2.730786,0.321423,0.699577,0.357591,2.360653,0.275193,0.283214,0.269651,0.134499,1.178006,0.838817,0.111461,0.190354,0.123726,0.198641,0.58921,0.263031,1.440706,2.235353,0.755863,0.218281,0.123726,c-SC-s
0.510549,0.342062,0.212779,0.235224,0.354332,0.311387,0.300613,0.282209,0.175221,1.409247,2.816549,0.311537,0.716145,0.370492,2.512644,0.28161,0.284004,0.265749,0.132992,1.175533,0.933789,0.10981,0.192452,0.125671,0.192614,0.599967,0.255897,1.427688,2.20994,0.759232,0.218318,0.125671,c-SC-s
0.368062,0.227292,0.154263,0.165809,0.28321,0.242871,0.218946,0.232021,0.165113,0.957157,2.014745,0.220337,0.545556,0.288218,1.781054,0.217415,0.221449,0.217137,0.160854,1.144616,0.971338,0.120314,0.197908,0.135244,0.184939,0.625872,0.275392,1.604403,2.457716,0.901373,0.256321,0.135244,c-SC-s
0.385841,0.250574,0.15537,0.170735,0.274555,0.252728,0.228173,0.223435,0.16815,0.973435,2.111287,0.228891,0.564618,0.279581,1.8027,0.224727,0.225158,0.214532,0.161218,1.144174,0.890664,0.112016,0.199164,0.134634,0.199164,0.626755,0.276986,1.606281,2.390503,0.880159,0.249223,0.134634,c-SC-s
0.441786,0.285594,0.184162,0.195956,0.327548,0.286268,0.269756,0.264701,0.174221,1.188037,2.45139,0.266554,0.663521,0.319966,2.139006,0.260994,0.262005,0.253917,0.15392,1.168253,0.865654,0.102257,0.187828,0.127928,0.196599,0.61536,0.272222,1.601669,2.360573,0.900952,0.261418,0.127928,c-SC-s
0.348655,0.231018,0.163432,0.16871,0.255703,0.240722,0.213994,0.244297,0.166156,0.851379,1.765747,0.223698,0.525366,0.255363,1.578141,0.21161,0.207014,0.214334,0.1602,1.101569,0.984451,0.126106,0.196291,0.136805,0.17903,0.731098,0.273752,1.806705,2.364051,0.859486,0.249786,0.136805,c-SC-s
0.385727,0.238121,0.170732,0.183379,0.270822,0.262873,0.22421,0.242276,0.169106,0.900632,1.891238,0.235953,0.558085,0.261608,1.682746,0.222222,0.227281,0.221319,0.156547,1.106568,0.93281,0.095415,0.189453,0.129148,0.177475,0.712515,0.268759,1.806416,2.275093,0.833678,0.249759,0.129148,c-SC-s
0.423285,0.284615,0.216632,0.197089,0.302495,0.293139,0.252391,0.275052,0.183784,1.032432,2.228482,0.269231,0.648857,0.297297,1.944699,0.253222,0.255094,0.249688,0.153772,1.087693,0.835352,0.090171,0.186949,0.126377,0.180066,0.687362,0.271613,1.764317,2.267208,0.862885,0.262115,0.126377,c-SC-s
0.38494,0.26317,0.158146,0.220694,0.250527,0.264057,0.254741,0.235001,0.16358,1.239326,2.18077,0.217367,0.586115,0.313852,2.288012,0.264389,0.277032,0.337585,0.143018,1.355482,0.985301,0.715914,0.171741,0.132593,0.174291,0.549423,0.266087,1.59982,2.541473,0.727539,0.214114,0.132593,c-SC-s
0.393601,0.253764,0.155779,0.206377,0.249668,0.263175,0.253764,0.226639,0.170283,1.250443,2.152901,0.243025,0.579274,0.311891,2.300044,0.268379,0.277347,0.343224,0.149118,1.395052,0.968313,0.721845,0.172711,0.138505,0.185768,0.571658,0.278155,1.578758,2.558907,0.734061,0.229442,0.138505,c-SC-s
0.36983,0.241087,0.147466,0.198667,0.24479,0.25759,0.244578,0.216651,0.158891,1.186607,2.02359,0.210727,0.525336,0.337776,2.195705,0.248069,0.262668,0.316936,0.148978,1.439235,0.988492,0.737112,0.178524,0.139803,0.182723,0.564031,0.299277,1.596688,2.598009,0.731669,0.22471,0.139803,c-SC-s
0.387386,0.264471,0.160617,0.20883,0.253118,0.271479,0.270778,0.230133,0.19047,1.233497,1.989348,0.225788,0.564121,0.313665,2.055641,0.269376,0.270918,0.33623,0.154032,1.327156,1.021699,1.030359,0.172844,0.131775,0.178059,0.641088,0.274818,1.595642,2.419072,0.738778,0.22006,0.131775,c-SC-s
0.358613,0.248483,0.150356,0.193221,0.256924,0.246769,0.240438,0.217884,0.16315,1.260222,1.833553,0.198233,0.530335,0.29082,1.940781,0.255342,0.258771,0.316407,0.153129,1.348141,0.963012,1.042918,0.174212,0.131859,0.176282,0.641035,0.278306,1.5824,2.480941,0.750776,0.227388,0.131859,c-SC-s
0.349773,0.237249,0.161973,0.199611,0.230889,0.248151,0.234523,0.211421,0.174432,1.186372,1.824919,0.199221,0.520831,0.290071,1.914471,0.246334,0.243478,0.308241,0.154845,1.392076,0.983771,1.076563,0.178234,0.132792,0.173652,0.645632,0.280477,1.601527,2.508353,0.736038,0.230931,0.132792,c-SC-s
0.338514,0.250931,0.15493,0.187793,0.256597,0.247045,0.284442,0.230209,0.170147,1.119152,1.746479,0.209487,0.517889,0.301117,1.799579,0.261454,0.298851,0.318601,0.147878,1.229957,0.928251,1.086571,0.156748,0.129126,0.163036,0.665619,0.265439,1.537615,2.279025,0.697507,0.201662,0.129126,c-SC-s
0.332007,0.242878,0.151202,0.186058,0.233646,0.230941,0.240331,0.22919,0.167277,1.08149,1.681362,0.200541,0.518542,0.292217,1.782906,0.255133,0.280917,0.331848,0.151608,1.252944,0.873075,1.048573,0.163157,0.133492,0.17312,0.649796,0.277514,1.506114,2.349638,0.70188,0.22577,0.133492,c-SC-s
0.298969,0.229708,0.139538,0.187309,0.206331,0.249455,0.219689,0.200378,0.151735,1.033396,1.523305,0.183825,0.453027,0.267751,1.611587,0.238275,0.232903,0.304777,0.152741,1.194345,0.912388,1.104068,0.167111,0.127593,0.169429,0.681191,0.260285,1.463785,2.377448,0.714335,0.226909,0.127593,c-SC-s
0.315417,0.262242,0.185157,0.18707,0.232594,0.24847,0.241393,0.229533,0.172724,1.07785,1.626817,0.205432,0.492158,0.299158,1.684583,0.274101,0.293611,0.35482,0.154235,1.230088,0.906131,1.459387,0.154393,0.141277,0.168616,0.731195,0.291245,1.50964,2.202908,0.733249,0.220923,0.141277,c-SC-s
0.316777,0.251104,0.155077,0.177336,0.23234,0.245769,0.235283,0.21376,0.167586,1.055923,1.537528,0.196652,0.464496,0.292862,1.617366,0.264349,0.293046,0.342163,0.151192,1.205615,0.85069,1.342378,0.165151,0.138488,0.170954,0.72224,0.28968,1.507685,2.238864,0.721612,0.229925,0.138488,c-SC-s
0.300084,0.230395,0.140722,0.159026,0.208228,0.228883,0.21293,0.209908,0.14492,0.928631,1.42754,0.189589,0.4267,0.260957,1.479261,0.245844,0.257767,0.324265,0.159243,1.247216,0.851575,1.156857,0.166242,0.136812,0.178333,0.762965,0.3021,1.478206,2.270283,0.742444,0.23783,0.136812,c-SC-s
0.286318,0.242492,0.158621,0.170857,0.231591,0.22069,0.224694,0.219577,0.16129,0.957953,1.320801,0.204449,0.390656,0.286096,1.294105,0.26941,0.296997,0.362403,0.153537,1.139388,0.810134,1.114723,0.133461,0.127151,0.156214,0.725813,0.286042,1.43652,2.052772,0.700574,0.23174,0.127151,c-SC-s
0.275305,0.215969,0.144415,0.15096,0.215096,0.222949,0.219895,0.216841,0.158377,0.888089,1.274869,0.18281,0.382635,0.277487,1.299302,0.26178,0.288394,0.366492,0.150727,1.149758,0.803104,1.066149,0.140058,0.139088,0.157323,0.732299,0.30999,1.451018,2.102037,0.713676,0.251406,0.139088,c-SC-s
0.264085,0.230076,0.150994,0.142594,0.205696,0.210408,0.205696,0.204671,0.144028,0.804343,1.17435,0.176193,0.362426,0.256095,1.202827,0.259373,0.264085,0.348084,0.160079,1.185899,0.766236,1.129096,0.147567,0.133069,0.149355,0.734062,0.310824,1.457398,2.136048,0.71142,0.25283,0.133069,c-SC-s
0.487108,0.394664,0.166562,0.220286,0.313179,0.313808,0.351631,0.30177,0.172042,1.637229,2.913485,0.322792,0.843949,0.4023,?,0.361333,0.304106,0.491061,0.158323,2.142801,1.93333,0.417069,0.195624,0.131418,0.192323,0.547403,0.320735,1.570218,2.429634,0.92244,0.256825,0.131418,c-SC-s
0.475838,0.408167,0.163873,0.210681,0.304654,0.311163,0.354137,0.283256,0.166013,1.640959,3.238677,0.308399,0.835949,0.390514,?,0.385075,0.309558,0.499108,0.16268,2.063474,1.845161,0.399801,0.198859,0.139256,0.199305,0.536278,0.324119,1.534243,2.365558,0.903722,0.24804,0.139256,c-SC-s
0.46279,0.384366,0.182646,0.211683,0.29547,0.301175,0.347241,0.26703,0.180092,1.610439,3.205126,0.334298,0.802197,0.387176,?,0.352095,0.305347,0.458702,0.166119,2.170299,1.925771,0.407512,0.201244,0.13199,0.196269,0.518806,0.328259,1.558408,2.323134,0.906915,0.251791,0.13199,c-SC-s
0.383179,0.355445,0.169346,0.199004,0.288997,0.309599,0.358162,0.262056,0.186099,1.267716,2.531809,0.298279,0.771112,0.616029,?,0.347068,0.310844,0.536337,0.152104,2.340105,1.604315,0.396126,0.195571,0.136584,0.19677,0.568103,0.332345,1.552836,2.379724,0.9154,0.252035,0.136584,c-SC-s
0.378722,0.349615,0.162262,0.194268,0.286941,0.304561,0.343036,0.259284,0.160812,1.26486,2.422549,0.286049,0.768484,0.370916,?,0.349169,0.305119,0.494145,0.1565,2.290897,1.577387,0.391377,0.196806,0.128777,0.203449,0.581795,0.328138,1.53657,2.395273,0.93459,0.245034,0.128777,c-SC-s
0.380102,0.357587,0.160714,0.195319,0.289485,0.309783,0.349268,0.269077,0.159716,1.31799,2.585958,0.28394,0.763088,0.384428,?,0.357254,0.316105,0.494787,0.163395,2.255679,1.610914,0.383615,0.204582,0.137461,0.201429,0.56503,0.328464,1.537293,2.398417,0.936354,0.241264,0.137461,c-SC-s
0.377694,0.338059,0.16997,0.203674,0.285694,0.324606,0.349342,0.258643,0.175611,1.038478,1.932591,0.283668,0.750615,0.395053,?,0.348908,0.328222,0.554463,0.149624,2.293287,1.440794,0.370138,0.189696,0.134097,0.195891,0.553717,0.316343,1.435147,2.313833,0.873667,0.233689,0.134097,c-SC-s
0.402437,0.346939,0.178241,0.196741,0.304067,0.308178,0.34782,0.270298,0.172809,1.063133,2.328439,0.289091,0.753193,0.388636,?,0.358684,0.331669,0.535898,0.14682,2.180564,1.379286,0.360583,0.188825,0.133494,0.191708,0.561409,0.316786,1.421446,2.258572,0.866973,0.228491,0.133494,c-SC-s
0.402532,0.355418,0.177709,0.196555,0.297261,0.316843,0.357774,0.281655,0.201413,1.114988,2.388104,0.281655,0.749411,0.398115,?,0.371908,0.34202,0.549176,0.155628,2.179669,1.367935,0.378045,0.19161,0.132781,0.193361,0.576421,0.313406,1.416733,1.206098,0.886881,0.231333,0.132781,c-SC-s
0.398053,0.375716,0.19034,0.197785,0.311951,0.318251,0.358343,0.283696,0.197022,0.991409,2.117411,0.288469,0.742077,0.40378,?,0.374761,0.391753,0.605002,0.149485,2.256939,1.193101,0.349128,0.184477,0.135706,0.185171,0.541138,0.295301,1.326527,2.170896,0.850714,0.233347,0.135706,c-SC-s
0.385965,0.350877,0.215539,0.195874,0.308463,0.329092,0.369771,0.287064,0.196067,1.00482,2.189705,0.292655,0.765375,0.407557,?,0.384037,0.393291,0.590515,0.145008,2.191264,1.202754,0.338055,0.180765,0.129655,0.186311,0.551902,0.304576,1.31349,2.182052,0.846375,0.23019,0.129655,c-SC-s
0.396405,0.356204,0.186316,0.204871,0.30576,0.340549,0.396405,0.29281,0.1954,1.067066,2.166796,0.302474,0.76034,0.423657,?,0.398338,0.388867,0.613452,0.147308,2.201344,1.196183,0.348067,0.180411,0.128225,0.186447,0.536657,0.312725,1.285464,2.091617,0.84169,0.224808,0.128225,c-SC-s
0.368713,0.386189,0.199062,0.189898,0.296888,0.311168,0.373615,0.283035,0.195865,0.916027,2.046036,0.317988,0.698849,0.400043,?,0.381287,0.371057,0.607204,0.146256,2.20874,1.107939,0.328575,0.173679,0.128725,0.188204,0.543701,0.311044,1.290383,2.126722,0.844353,0.235287,0.128725,c-SC-s
0.371795,0.342094,0.200427,0.197222,0.299359,0.322436,0.35641,0.287821,0.231197,0.912179,2.035897,0.285684,0.705983,0.452991,?,0.378632,0.385684,0.612607,0.140422,2.230826,1.028282,0.320366,0.177597,0.123379,0.170804,0.546005,0.310979,1.267012,2.102384,0.820304,0.236631,0.123379,c-SC-s
0.3715,0.347054,0.188466,0.189093,0.308399,0.320936,0.377768,0.285416,0.186586,0.932303,2.023193,0.301295,0.70163,0.394275,?,0.381112,0.372336,0.594024,0.144231,2.229783,1.107249,0.330621,0.183679,0.122781,0.178501,0.565459,0.300173,1.248274,2.104043,0.826923,0.245809,0.122781,c-SC-s
1.006324,0.364953,0.164055,0.230776,1.062781,0.253689,0.320686,0.243974,0.179544,1.569517,3.034186,0.290991,0.841903,0.493355,2.463569,0.294748,0.258363,0.214188,0.158989,1.280094,0.999159,0.180117,0.180061,0.111634,0.205055,0.481226,0.288164,1.481394,2.745012,0.889599,0.207857,0.111634,t-CS-m
1.077099,0.366149,0.169923,0.249214,1.072906,0.276756,0.333365,0.259792,0.18641,1.657391,3.235586,0.302964,0.862289,0.550748,2.741447,0.3144,0.274564,0.223673,0.152231,1.265887,0.975869,0.180113,0.171491,0.110352,0.205756,0.482896,0.277028,1.426852,2.664912,0.854487,0.196406,0.110352,t-CS-m
1.108441,0.384049,0.171625,0.25361,1.12007,0.273476,0.341118,0.269697,0.190329,1.669348,3.174048,0.323869,0.887974,0.529702,2.748813,0.317666,0.283748,0.229867,0.151069,1.268574,1.024306,0.173942,0.172123,0.106922,0.200342,0.472773,0.272817,1.373347,2.361883,0.852623,0.192405,0.106922,t-CS-m
0.944241,0.324365,0.16224,0.203458,0.885161,0.241814,0.316922,0.246279,0.17346,1.157202,2.527593,0.260934,0.747653,0.432333,2.243989,0.278452,0.243073,0.298603,0.156035,1.547588,0.949846,0.175172,0.184338,0.104487,0.198783,0.484162,0.272107,1.424696,2.851444,0.902992,0.202522,0.104487,t-CS-m
1.005562,0.335976,0.164142,0.209941,0.930178,0.257751,0.321065,0.244615,0.177041,1.194793,2.562249,0.270178,0.773136,0.632663,2.304142,0.288757,0.256095,0.32,0.152403,1.558113,0.918679,0.170566,0.181329,0.104193,0.201211,0.477315,0.269602,1.376187,2.627027,0.887361,0.205023,0.104193,t-CS-m
0.925253,0.334827,0.165173,0.217402,0.938694,0.253242,0.326102,0.248998,0.17095,1.17095,2.638411,0.269512,0.779415,0.468168,2.307475,0.288375,0.255246,0.316788,0.145593,1.54066,0.933188,0.169169,0.169895,0.102067,0.197606,0.49786,0.263692,1.325426,2.412187,0.882336,0.198694,0.102067,t-CS-m
0.903673,0.312435,0.169937,0.198259,0.893937,0.229237,0.315238,0.265968,0.178345,0.899395,2.33648,0.253872,0.751438,0.428382,2.114471,0.276294,0.264493,0.370114,0.154273,1.653555,0.853192,0.155134,0.174371,0.101062,0.186238,0.439946,0.25591,1.282898,2.710594,0.895492,0.196,0.101062,t-CS-m
0.916962,0.327057,0.173021,0.210681,0.940114,0.240932,0.338324,0.258065,0.206976,0.954468,2.410094,0.270103,0.781602,0.450069,2.31085,0.287853,0.25328,0.382158,0.151278,1.648432,0.835601,0.154269,0.172214,0.097347,0.180415,0.41534,0.247757,1.252002,2.458177,0.870429,0.197492,0.097347,t-CS-m
0.942658,0.313107,0.170813,0.211013,0.836165,0.236802,0.320692,0.253944,0.175819,0.940079,2.416414,0.263653,0.761074,0.474363,2.221632,0.281705,0.244539,0.386226,0.149603,1.639231,0.875347,0.150177,0.171112,0.099226,0.182105,0.432846,0.250645,1.247491,2.325304,0.866265,0.192907,0.099226,t-CS-m
0.835561,0.301044,0.184765,0.204908,0.822926,0.254715,0.304523,0.251969,0.178539,0.837576,2.12635,0.255265,0.709028,0.428859,1.984069,0.264604,0.241531,0.43124,0.162867,1.82272,0.778564,0.154088,0.16968,0.103774,0.173611,0.418632,0.270702,1.238208,2.652123,0.891116,0.196934,0.103774,t-CS-m
0.806894,0.327938,0.190059,0.208151,0.75776,0.269853,0.313464,0.262426,0.206056,0.863264,2.189869,0.269472,0.746144,0.429252,2.065321,0.301657,0.252333,0.443725,0.161363,1.819886,0.823056,0.15476,0.158854,0.099168,0.165456,0.425987,0.264492,1.201241,2.377129,0.863594,0.194375,0.099168,t-CS-m
0.87575,0.312754,0.189085,0.213083,0.779563,0.275402,0.323592,0.266305,0.208825,0.881556,2.23921,0.26766,0.761951,0.449197,2.125798,0.284691,0.249855,0.450939,0.154123,1.832497,0.817188,0.154252,0.158626,0.096102,0.165059,0.411681,0.254085,1.175479,2.227197,0.841374,0.18873,0.096102,t-CS-m
0.726229,0.278319,0.174356,0.203379,0.686593,0.259692,0.306043,0.239116,0.187568,0.80052,1.991553,0.246047,0.736409,0.412606,1.916613,0.273338,0.24843,0.444011,0.164417,1.922153,0.74819,0.14368,0.156353,0.104839,0.158492,0.435813,0.272383,1.195523,2.536537,0.936307,0.20079,0.104839,t-CS-m
0.757768,0.294018,0.170788,0.203762,0.725005,0.277743,0.280913,0.248785,0.171634,0.79962,1.914817,0.233143,0.685056,0.429085,1.846544,0.257239,0.231875,0.424435,0.161976,1.892343,0.770615,0.135308,0.153959,0.098331,0.166885,0.41623,0.266198,1.14087,2.2518,0.902978,0.218423,0.098331,t-CS-m
0.714868,0.27891,0.166059,0.206393,0.675821,0.256168,0.300794,0.242652,0.179361,0.800901,1.947436,0.234714,0.69749,0.409783,1.894658,0.264965,0.232354,0.4469,0.159507,1.898525,0.786837,0.13195,0.143783,0.092073,0.1574,0.42519,0.259037,1.123359,2.187389,0.893986,0.208462,0.092073,t-CS-m
0.859113,0.32798,0.159704,0.206404,0.721084,0.234187,0.327094,0.240985,0.173005,1.45064,2.95734,0.275271,0.789655,0.487488,2.36798,0.307488,0.270246,0.252414,0.175174,1.626967,0.996049,0.234691,0.199898,0.113872,0.206971,0.552412,0.301663,1.506277,2.739884,0.945135,0.223157,0.113872,t-CS-m
0.87728,0.341103,0.161127,0.222031,0.744528,0.241184,0.339177,0.243312,0.163154,1.453182,2.966457,0.27878,0.808066,0.488346,2.470409,0.300162,0.284961,0.253952,0.165697,1.49515,0.975095,0.224767,0.188536,0.10963,0.204555,0.516989,0.297165,1.433828,2.477442,0.901633,0.223953,0.10963,t-CS-m
0.82858,0.34193,0.159486,0.221582,0.817253,0.248685,0.33394,0.249899,0.162318,1.450647,3.008091,0.280036,0.783778,0.488471,2.400081,0.303297,0.263451,0.251618,0.169888,1.483519,1.092875,0.229926,0.193618,0.11233,0.207187,0.488971,0.283643,1.408426,2.412082,0.902354,0.222429,0.11233,t-CS-m
0.747993,0.311465,0.165454,0.192925,0.694932,0.242348,0.324636,0.239087,0.169468,1.202082,2.522328,0.270572,0.72278,0.454466,2.265304,0.283869,0.25276,0.347968,0.162544,1.694067,0.873672,0.222257,0.184413,0.111439,0.194416,0.514541,0.288174,1.401318,2.540364,0.888717,0.213804,0.111439,t-CS-m
0.738703,0.318659,0.168069,0.203418,0.713065,0.251975,0.33575,0.249644,0.16548,1.198498,2.625275,0.271915,0.754111,0.469895,2.276059,0.294445,0.266736,0.38094,0.157153,1.690806,0.881187,0.21137,0.17884,0.110681,0.197661,0.514368,0.283169,1.32817,2.384091,0.872202,0.213074,0.110681,t-CS-m
0.728996,0.316855,0.186219,0.212859,0.648438,0.248847,0.338499,0.245902,0.163934,1.214011,2.636399,0.27126,0.743724,0.46811,2.229764,0.294185,0.285476,0.347464,0.155849,1.693843,0.954225,0.214302,0.176118,0.10605,0.196614,0.496318,0.274577,1.302892,2.296895,0.878312,0.211417,0.10605,t-CS-m
0.671429,0.294931,0.185868,0.187404,0.609063,0.246083,0.331336,0.246237,0.168049,0.984485,2.264516,0.25192,0.704455,0.425346,2.050845,0.280952,0.253456,0.389862,0.158878,1.945247,0.796076,0.191898,0.179344,0.109505,0.183142,0.483912,0.289693,1.285684,2.484123,0.864648,0.22418,0.109505,t-CS-m
0.668992,0.290523,0.163002,0.183472,0.545565,0.240182,0.311903,0.241092,0.161334,0.951478,2.266111,0.26414,0.680819,0.42881,2.019864,0.278089,0.253374,0.374223,0.151001,1.822376,0.730109,0.184941,0.171934,0.104156,0.186668,0.455035,0.278935,1.184534,2.266741,0.809979,0.210649,0.104156,t-CS-m
0.673647,0.307473,0.171664,0.202761,0.572584,0.250674,0.332223,0.257972,0.169126,0.999524,2.350944,0.228621,0.712835,0.458036,2.086149,0.285578,0.27003,0.394257,0.152934,1.881303,0.845622,0.18284,0.173146,0.101887,0.187481,0.441992,0.277405,1.209756,2.28483,0.842735,0.212746,0.101887,t-CS-m
0.535349,0.279319,0.159564,0.183019,0.453254,0.216221,0.266601,0.220846,0.168318,0.782293,1.650149,0.219855,0.574992,0.363396,1.598778,0.246614,0.22514,0.393294,0.187873,2.029689,0.745994,0.187402,0.177977,0.109802,0.171222,0.41109,0.284794,1.18426,2.2295,0.927898,0.256362,0.109802,t-CS-m
0.520235,0.249167,0.152198,0.179178,0.480559,0.202984,0.254087,0.223615,0.161879,0.732741,1.575464,0.217585,0.557054,0.336613,1.495318,0.227583,0.228535,0.371052,0.201329,2.00309,0.755253,0.192522,0.191904,0.108158,0.177534,0.436187,0.298517,1.198393,2.315822,0.945766,0.261897,0.108158,t-CS-m
0.584778,0.268377,0.160888,0.18568,0.506415,0.216713,0.283981,0.228849,0.176318,0.800104,1.777913,0.222261,0.611477,0.365985,1.658981,0.239771,0.23509,0.134535,0.171726,2.029603,0.735689,0.184413,0.184715,0.099985,0.170367,0.452802,0.289231,1.16644,2.471077,0.961486,0.25842,0.099985,t-CS-m
0.65728,0.322344,0.194597,0.226648,0.574863,0.262821,0.336996,0.298993,0.220925,0.910256,1.893315,0.28663,0.705128,0.429487,1.824405,0.30174,0.293727,0.497253,0.181749,2.139063,0.789224,0.179662,0.187251,0.107949,0.169987,0.530829,0.285525,1.351736,2.262,0.923164,0.254221,0.107949,t-CS-m
0.503042,0.251432,0.149606,0.17645,0.414817,0.205619,0.256442,0.231747,0.168218,0.702756,1.498568,0.221725,0.545812,0.344309,1.429134,0.23801,0.22083,0.384753,0.187305,2.150506,0.767985,0.185833,0.174425,0.106164,0.165225,0.527691,0.301196,1.35253,2.376633,0.932659,0.256302,0.106164,t-CS-m
0.539513,0.263418,0.163003,0.187364,0.483066,0.229748,0.285205,0.243018,0.185977,0.761141,1.628045,0.247574,0.609626,0.367796,1.632601,0.25411,0.227768,0.422262,0.183219,2.173937,0.759792,0.186932,0.175422,0.109337,0.181363,0.571004,0.307221,1.369779,2.53889,0.952849,0.243921,0.109337,t-CS-m
0.648032,0.261531,0.143444,0.18341,0.689688,0.246076,0.219995,0.20128,0.148877,0.927433,2.444699,0.218305,0.578725,0.374668,1.801497,0.334219,0.233277,0.140304,0.172052,0.995691,0.860458,0.201626,0.193008,0.12123,0.186056,0.669115,0.270466,2.013611,2.376714,0.791422,0.223169,0.12123,t-CS-m
0.681813,0.250591,0.147516,0.190962,0.751774,0.261297,0.224698,0.238516,0.150878,0.976721,2.498319,0.222208,0.603013,0.386904,1.791734,0.34906,0.218474,0.135566,0.166903,0.967168,0.756836,0.19122,0.188854,0.1195,0.178541,0.670357,0.276942,2.031223,2.47592,0.790803,0.232662,0.1195,t-CS-m
0.70013,0.257682,0.154818,0.197786,0.76862,0.264583,0.245703,0.215104,0.158594,1.017188,2.627604,0.234375,0.632682,0.410938,1.910677,0.354948,0.223958,0.13112,0.15867,0.975772,0.771496,0.190689,0.188124,0.121615,0.178717,0.702328,0.267648,2.029644,2.603135,0.798765,0.241995,0.121615,t-CS-m
0.579741,0.233023,0.14328,0.171316,0.612285,0.238941,0.214004,0.215131,0.152015,0.764582,2.123556,0.201747,0.533531,0.352635,1.633418,0.311355,0.225838,0.156664,0.170975,1.004554,0.802068,0.203102,0.188577,0.120015,0.170975,0.627154,0.267725,1.897095,2.299975,0.778311,0.223904,0.120015,t-CS-m
0.563343,0.241056,0.146628,0.180205,0.657918,0.250293,0.22346,0.229032,0.151026,0.790762,2.258504,0.209531,0.558504,0.373607,1.655132,0.3261,0.225806,0.156452,0.163499,0.997968,0.718896,0.202223,0.181068,0.122147,0.167444,0.649695,0.274531,1.912394,2.396677,0.772081,0.224573,0.122147,t-CS-m
0.628451,0.255966,0.158634,0.18671,0.674466,0.264545,0.247387,0.237404,0.162065,0.854937,2.440649,0.242864,0.596007,0.400406,1.816253,0.32803,0.260022,0.151458,0.159446,0.985917,0.715002,0.200024,0.174603,0.124955,0.177826,0.664876,0.275331,1.92696,2.479055,0.78649,0.229264,0.124955,t-CS-m
0.485913,0.228785,0.149355,0.156144,0.554311,0.254413,0.208248,0.209097,0.159878,0.669891,1.766463,0.198914,0.489308,0.348439,1.366938,0.279532,0.247284,0.159708,0.164371,0.999381,0.729608,0.186658,0.164835,0.118093,0.163133,0.626219,0.282928,1.763968,2.315276,0.758861,0.224423,0.118093,t-CS-m
0.530091,0.237377,0.15409,0.178312,0.616173,0.257872,0.224707,0.218931,0.168437,0.730017,1.917086,0.232159,0.533259,0.390162,1.481461,0.309484,0.229551,0.172909,0.16381,0.988321,0.678902,0.183528,0.167754,0.124223,0.157136,0.610648,0.284089,1.814804,2.367663,0.750341,0.238586,0.124223,t-CS-m
