@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S5

@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pNR1_N numeric
@attribute pNR2B_N numeric
@attribute CREB_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute MEK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute BAX_N numeric
@attribute Tau_N numeric
@attribute GluR4_N numeric
@attribute P3525_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute pS6_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
4.196831,0.241886,0.19034,4.9916,0.826651,1.5252,0.197022,2.117411,1.076747,0.288469,0.40378,?,0.487782,0.792287,0.600611,0.724128,0.149485,2.256939,0.271312,0.380452,1.193101,0.184477,0.245242,0.153549,0.295301,2.170896,0.16366,1.266852,0.850714,0.135706,1.213125,0,c-SC-s
4.232697,0.249084,0.215539,5.106998,0.813765,1.581454,0.196067,2.189705,1.086177,0.292655,0.407557,?,0.464238,0.819549,0.619433,0.719097,0.145008,2.191264,0.278823,0.384806,1.202754,0.180765,0.256834,0.164124,0.304576,2.182052,0.156498,1.250297,0.846375,0.129655,1.191462,0,c-SC-s
4.211828,0.254928,0.186316,5.286625,0.844221,1.626208,0.1954,2.166796,1.093545,0.302474,0.423657,?,0.505412,0.830112,0.645535,0.690585,0.147308,2.201344,0.276117,0.385259,1.196183,0.180411,0.249343,0.164346,0.312725,2.091617,0.173985,1.241651,0.84169,0.128225,1.093662,0,c-SC-s
3.840793,0.272805,0.199062,4.748082,0.768329,1.471014,0.195865,2.046036,1.077366,0.317988,0.400043,?,0.443947,0.790494,0.600171,0.666541,0.146256,2.20874,0.278112,0.37165,1.107939,0.173679,0.235162,0.164288,0.311044,2.126722,0.170799,1.280741,0.844353,0.128725,1.096794,0,c-SC-s
3.952778,0.253205,0.200427,4.849359,0.787179,1.496581,0.231197,2.035897,1.097863,0.285684,0.452991,?,0.451709,0.828632,0.615598,0.660492,0.140422,2.230826,0.266765,0.355687,1.028282,0.177597,0.240089,0.161665,0.310979,2.102384,0.17982,1.271335,0.820304,0.123379,1.076819,0,c-SC-s
3.91496,0.255119,0.188466,4.757,0.81822,1.503134,0.186586,2.023193,1.051191,0.301295,0.394275,?,0.452779,0.800042,0.614292,0.65964,0.144231,2.229783,0.29068,0.360577,1.107249,0.183679,0.239029,0.168269,0.300173,2.104043,0.156681,1.2786,0.826923,0.122781,1.060774,0,c-SC-s
4.20768,0.202548,0.164055,2.222619,0.834479,1.589497,0.179544,3.034186,1.518193,0.290991,0.493355,2.463569,0.322152,0.673815,0.53194,1.000392,0.158989,1.280094,0.296907,0.452925,0.999159,0.180061,0.194071,0.124299,0.288164,2.745012,0.117518,0.97254,0.889599,0.111634,1.829242,1,t-CS-m
4.484228,0.197465,0.169923,2.289908,0.90365,1.676642,0.18641,3.235586,1.566568,0.302964,0.550748,2.741447,0.335938,0.714667,0.544554,0.966575,0.152231,1.265887,0.293713,0.450647,0.975869,0.171491,0.187783,0.11931,0.277028,2.664912,0.115559,0.914842,0.854487,0.110352,1.83198,1,t-CS-m
4.606357,0.203799,0.171625,2.311949,0.876151,1.753174,0.190329,3.174048,1.660238,0.323869,0.529702,2.748813,0.34451,0.710631,0.581742,0.940807,0.151069,1.268574,0.289793,0.432925,1.024306,0.172123,0.189539,0.122906,0.272817,2.361883,0.115575,0.882551,0.852623,0.106922,1.809744,1,t-CS-m
3.62125,0.198649,0.16224,2.257041,0.723265,1.439318,0.17346,2.527593,1.351271,0.260934,0.432333,2.243989,0.298489,0.611404,0.515342,0.905851,0.156035,1.547588,0.297844,0.381434,0.949846,0.184338,0.196436,0.116366,0.272107,2.851444,0.118566,0.966051,0.902992,0.104487,1.795498,1,t-CS-m
3.641657,0.21787,0.164142,2.291124,0.750059,1.458462,0.177041,2.562249,1.419527,0.270178,0.632663,2.304142,0.312426,0.629586,0.520355,0.89917,0.152403,1.558113,0.293819,0.398386,0.918679,0.181329,0.19269,0.117722,0.269602,2.627027,0.11234,0.939831,0.887361,0.104193,1.823529,1,t-CS-m
4.018038,0.206437,0.165173,2.280123,0.782245,1.504834,0.17095,2.638411,1.417472,0.269512,0.468168,2.307475,0.311483,0.635935,0.524287,0.87189,0.145593,1.54066,0.289735,0.396881,0.933188,0.169895,0.184186,0.117084,0.263692,2.412187,0.111788,0.899601,0.882336,0.102067,1.805876,1,t-CS-m
3.594778,0.20711,0.169937,2.179377,0.751733,1.383537,0.178345,2.33648,1.377637,0.253872,0.428382,2.114471,0.299454,0.610562,0.522201,0.834434,0.154273,1.653555,0.279835,0.334482,0.853192,0.174371,0.184611,0.111303,0.25591,2.710594,0.118672,0.953584,0.895492,0.101062,1.811944,1,t-CS-m
3.627103,0.209446,0.173021,2.271338,0.773113,1.411483,0.206976,2.410094,1.427072,0.270103,0.450069,2.31085,0.319339,0.644853,0.53357,0.813603,0.151278,1.648432,0.269561,0.344911,0.835601,0.172214,0.185046,0.118669,0.247757,2.458177,0.109407,0.918379,0.870429,0.097347,1.750796,1,t-CS-m
3.69463,0.217536,0.170813,2.274727,0.743629,1.44554,0.175819,2.416414,1.42415,0.263653,0.474363,2.221632,0.315686,0.639563,0.524424,0.820476,0.149603,1.639231,0.284294,0.351305,0.875347,0.171112,0.184304,0.11127,0.250645,2.325304,0.101233,0.914826,0.866265,0.099226,1.739987,1,t-CS-m
3.064457,0.215345,0.184765,1.985534,0.717268,1.291155,0.178539,2.12635,1.379235,0.255265,0.428859,1.984069,0.305255,0.600256,0.530489,0.803721,0.162867,1.82272,0.275681,0.330582,0.778564,0.16968,0.183176,0.09945,0.270702,2.652123,0.121855,1.007338,0.891116,0.103774,1.664832,1,t-CS-m
3.521615,0.236526,0.190059,2.103599,0.697962,1.336317,0.206056,2.189869,1.410398,0.269472,0.429252,2.065321,0.313274,0.610169,0.533613,0.782517,0.161363,1.819886,0.263568,0.343985,0.823056,0.158854,0.18249,0.099564,0.264492,2.377129,0.115542,0.995907,0.863594,0.099168,1.706985,1,t-CS-m
3.676795,0.225276,0.189085,2.154635,0.715502,1.365202,0.208825,2.23921,1.470873,0.26766,0.449197,2.125798,0.319141,0.633443,0.540546,0.742956,0.154123,1.832497,0.271452,0.337064,0.817188,0.158626,0.17445,0.100991,0.254085,2.227197,0.113856,0.962949,0.841374,0.096102,1.658304,1,t-CS-m
2.897553,0.222222,0.174356,1.86788,0.680745,1.213775,0.187568,1.991553,1.323587,0.246047,0.412606,1.916613,0.316223,0.602339,0.176522,0.800527,0.164417,1.922153,0.247202,0.319454,0.74819,0.156353,0.184661,0.101876,0.272383,2.536537,0.140882,1.004773,0.936307,0.104839,1.65767,1,t-CS-m
3.134432,0.211795,0.170788,1.85986,0.685902,1.215176,0.171634,1.914817,1.261256,0.233143,0.429085,1.846544,0.285141,0.563306,0.178186,0.778305,0.161976,1.892343,0.266361,0.299738,0.770615,0.153959,0.178829,0.101931,0.266198,2.2518,0.127945,0.999018,0.902978,0.098331,1.651178,1,t-CS-m
3.28127,0.200815,0.166059,1.895516,0.703926,1.234714,0.179361,1.947436,1.347565,0.234714,0.409783,1.894658,0.30015,0.593649,0.185582,0.742746,0.159507,1.898525,0.254174,0.313017,0.786837,0.143783,0.178311,0.100665,0.259037,2.187389,0.132923,0.994489,0.893986,0.092073,1.595396,1,t-CS-m
4.201576,0.190246,0.159704,2.515862,0.854975,1.627586,0.173005,2.95734,1.477931,0.275271,0.487488,2.36798,0.308867,0.645714,0.524828,1.037469,0.175174,1.626967,0.305295,0.604537,0.996049,0.199898,0.200153,0.140572,0.301663,2.739884,0.123686,1.075002,0.945135,0.113872,1.796279,1,t-CS-m
4.180077,0.194568,0.161127,2.479834,0.89846,1.582084,0.163154,2.966457,1.4924,0.27878,0.488346,2.470409,0.313843,0.653527,0.534759,0.964771,0.165697,1.49515,0.30117,0.581503,0.975095,0.188536,0.188161,0.137538,0.297165,2.477442,0.124147,0.992679,0.901633,0.10963,1.720543,1,t-CS-m
4.581311,0.198625,0.159486,2.593244,0.889563,1.610235,0.162318,3.008091,1.515271,0.280036,0.488471,2.400081,0.317759,0.680218,0.54824,0.94777,0.169888,1.483519,0.296964,0.577014,1.092875,0.193618,0.183705,0.139591,0.283643,2.412082,0.124969,1.039281,0.902354,0.11233,1.690149,1,t-CS-m
3.82727,0.200075,0.165454,2.424611,0.803061,1.472403,0.169468,2.522328,1.41282,0.270572,0.454466,2.265304,0.310462,0.617536,0.521952,0.867933,0.162544,1.694067,0.294921,0.527724,0.873672,0.184413,0.186817,0.126561,0.288174,2.540364,0.125863,1.021093,0.888717,0.111439,1.720202,1,t-CS-m
4.044931,0.203418,0.168069,2.544089,0.843325,1.517157,0.16548,2.625275,1.479477,0.271915,0.469895,2.276059,0.310501,0.628642,0.550175,0.86314,0.157153,1.690806,0.28681,0.501046,0.881187,0.17884,0.181938,0.123306,0.283169,2.384091,0.121912,0.941445,0.872202,0.110681,1.616374,1,t-CS-m
3.866675,0.200948,0.186219,2.529329,0.862193,1.502433,0.163934,2.636399,1.372951,0.27126,0.46811,2.229764,0.304688,0.641393,0.565702,0.863888,0.155849,1.693843,0.272072,0.515296,0.954225,0.176118,0.171715,0.129052,0.274577,2.296895,0.122296,0.956122,0.878312,0.10605,1.633189,1,t-CS-m
3.322581,0.204455,0.185868,2.247619,0.771582,1.404916,0.168049,2.264516,1.304455,0.25192,0.425346,2.050845,0.294163,0.605069,0.511521,0.776453,0.158878,1.945247,0.286634,0.451208,0.796076,0.179344,0.178816,0.112459,0.289693,2.484123,0.134613,1.082182,0.864648,0.109505,1.641207,1,t-CS-m
3.500682,0.203184,0.163002,2.233813,0.779682,1.358302,0.161334,2.266111,1.281577,0.26414,0.42881,2.019864,0.287945,0.593025,0.521759,0.716187,0.151001,1.822376,0.282898,0.431359,0.730109,0.171934,0.165634,0.10568,0.278935,2.266741,0.123158,0.998069,0.809979,0.104156,1.607865,1,t-CS-m
3.612724,0.211963,0.171664,2.306203,0.820879,1.458195,0.169126,2.350944,1.377757,0.228621,0.458036,2.086149,0.298747,0.635412,0.576392,0.741363,0.152934,1.881303,0.28514,0.449624,0.845622,0.173146,0.167165,0.114675,0.277405,2.28483,0.129215,1.0231,0.842735,0.101887,1.616376,1,t-CS-m
2.686653,0.190453,0.159564,1.791047,0.648992,1.162702,0.168318,1.650149,1.128015,0.219855,0.363396,1.598778,0.251404,0.547241,0.446812,0.666824,0.187873,2.029689,0.297832,0.480207,0.745994,0.177977,0.170594,0.109331,0.284794,2.2295,0.145774,1.109488,0.927898,0.109802,1.698084,1,t-CS-m
2.358673,0.176956,0.152198,1.724647,0.603238,1.111411,0.161879,1.575464,1.076654,0.217585,0.336613,1.495318,0.239803,0.525472,0.434217,0.674444,0.201329,2.00309,0.289555,0.45241,0.755253,0.191904,0.173826,0.104604,0.298517,2.315822,0.151576,1.138133,0.945766,0.108158,1.690822,1,t-CS-m
2.746879,0.199202,0.160888,1.862344,0.672503,1.199549,0.176318,1.777913,1.175277,0.222261,0.365985,1.658981,0.251214,0.56016,0.48405,0.666214,0.171726,2.029603,0.30222,0.448724,0.735689,0.184715,0.16795,0.095756,0.289231,2.471077,0.14892,1.079142,0.961486,0.099985,1.64824,1,t-CS-m
3.155678,0.24359,0.194597,2.021062,0.732143,1.358288,0.220925,1.893315,1.310668,0.28663,0.429487,1.824405,0.33196,0.701923,0.56456,0.736103,0.181749,2.139063,0.28875,0.473155,0.789224,0.187251,0.169987,0.106811,0.285525,2.262,0.160501,1.083855,0.923164,0.107949,1.652438,1,t-CS-m
2.377595,0.187903,0.149606,1.582319,0.561024,1.052434,0.168218,1.498568,1.026127,0.221725,0.344309,1.429134,0.260021,0.521117,0.446671,0.701012,0.187305,2.150506,0.29218,0.451702,0.767985,0.174425,0.182153,0.10598,0.301196,2.376633,0.16173,1.115915,0.932659,0.106164,1.520331,1,t-CS-m
2.458903,0.208358,0.163003,1.771638,0.730442,1.16637,0.185977,1.628045,1.166766,0.247574,0.367796,1.632601,0.281244,0.587839,0.504852,0.719324,0.183219,2.173937,0.292742,0.453128,0.759792,0.175422,0.186003,0.099313,0.307221,2.53889,0.15853,1.085948,0.952849,0.109337,1.565064,1,t-CS-m
2.991789,0.181961,0.143444,2.3539,0.644772,1.389278,0.148877,2.444699,0.887708,0.218305,0.374668,1.801497,0.258392,0.612412,0.503743,1.27125,0.172052,0.995691,0.313651,0.477184,0.860458,0.193008,0.189189,0.163141,0.270466,2.376714,0.133862,1.124951,0.791422,0.12123,1.69575,1,t-CS-m
3.239014,0.18175,0.147516,2.371592,0.661272,1.441927,0.150878,2.498319,0.904643,0.222208,0.386904,1.791734,0.265405,0.635628,0.525209,1.249125,0.166903,0.967168,0.302205,0.453212,0.756836,0.188854,0.188476,0.154982,0.276942,2.47592,0.13322,1.093386,0.790803,0.1195,1.626928,1,t-CS-m
3.28138,0.194922,0.154818,2.53125,0.679167,1.496094,0.158594,2.627604,0.955859,0.234375,0.410938,1.910677,0.27513,0.663411,0.536068,1.242375,0.15867,0.975772,0.313254,0.468789,0.771496,0.188124,0.196485,0.150879,0.267648,2.603135,0.140238,1.103563,0.798765,0.121615,1.690736,1,t-CS-m
2.612426,0.184982,0.14328,2.279797,0.567061,1.203438,0.152015,2.123556,0.773598,0.201747,0.352635,1.633418,0.254861,0.572415,0.472668,1.179838,0.170975,1.004554,0.303791,0.460611,0.802068,0.188577,0.181438,0.161497,0.267725,2.299975,0.145741,1.105859,0.778311,0.120015,1.590965,1,t-CS-m
2.727859,0.187097,0.146628,2.394868,0.61393,1.264076,0.151026,2.258504,0.81085,0.209531,0.373607,1.655132,0.262757,0.59868,0.498534,1.184056,0.163499,0.997968,0.297717,0.449145,0.718896,0.181068,0.184654,0.150233,0.274531,2.396677,0.145333,1.108641,0.772081,0.122147,1.551094,1,t-CS-m
2.848698,0.198253,0.158634,2.60755,0.649509,1.34706,0.162065,2.440649,0.884885,0.242864,0.400406,1.816253,0.274996,0.624708,0.533926,1.169949,0.159446,0.985917,0.304571,0.418904,0.715002,0.174603,0.189521,0.146079,0.275331,2.479055,0.146318,1.104189,0.78649,0.124955,1.544695,1,t-CS-m
2.1037,0.184318,0.149355,2.051595,0.520876,1.059572,0.159878,1.766463,0.720638,0.198914,0.348439,1.366938,0.259674,0.539036,0.472335,1.102925,0.164371,0.999381,0.320074,0.41557,0.729608,0.164835,0.175979,0.151525,0.282928,2.315276,0.162668,1.136821,0.758861,0.118093,1.527318,1,t-CS-m
2.509409,0.197503,0.15409,2.263089,0.584125,1.17384,0.168437,1.917086,0.74101,0.232159,0.390162,1.481461,0.272964,0.598099,0.529532,1.077506,0.16381,0.988321,0.305627,0.409222,0.678902,0.167754,0.174731,0.1629,0.284089,2.367663,0.166237,1.140604,0.750341,0.124223,1.504323,1,t-CS-m
2.580888,0.209653,0.161969,2.362741,0.596718,1.211197,0.165444,1.982239,0.805792,0.249807,0.390541,1.52722,0.285521,0.609073,0.548263,1.087439,0.157086,1.002433,0.296229,0.411648,0.657086,0.151916,0.179288,0.153741,0.279805,2.446016,0.168491,1.157999,0.76764,0.125304,1.516119,1,t-CS-m
2.086339,0.208743,0.166995,1.983169,0.53224,1.058142,0.17377,1.597596,0.678907,0.214645,0.354098,1.323279,0.286339,0.582077,0.496831,0.974055,0.172969,1.047064,0.288616,0.393202,0.640185,0.153862,0.168544,0.153862,0.3035,2.193081,0.188858,1.164924,0.757844,0.118665,1.439059,1,t-CS-m
2.319575,0.224764,0.188443,2.207075,0.572642,1.145047,0.186085,1.808962,0.756604,0.218632,0.389151,1.441981,0.291981,0.638443,0.549057,1.003192,0.169992,1.042698,0.330208,0.401038,0.621708,0.150638,0.178571,0.157023,0.308659,2.306864,0.176377,1.19174,0.776137,0.134078,1.451716,1,t-CS-m
2.356667,0.24619,0.177619,2.222381,0.579048,1.139286,0.190952,1.840714,0.751905,0.232619,0.405476,1.458095,0.296905,0.687381,0.570476,0.986741,0.155749,1.031466,0.320008,0.383139,0.597071,0.145062,0.176331,0.154166,0.302593,2.28023,0.191965,1.152187,0.777756,0.127251,1.4245,1,t-CS-m
2.039876,0.210254,0.173226,1.929829,0.544019,1.060073,0.198861,1.481616,0.657431,0.2232,0.365355,1.278094,0.320041,0.634645,0.554376,0.940205,0.15962,1.017263,0.308481,0.384038,0.594946,0.144108,0.170128,0.147861,0.318489,2.037278,0.215412,1.192644,0.744558,0.113585,1.415562,1,t-CS-m
2.141215,0.223864,0.195676,2.064039,0.588123,1.104543,0.204981,1.611385,0.724412,0.240558,0.394089,1.344554,0.318008,0.671045,0.598522,0.948341,0.168397,1.036465,0.320587,0.380096,0.633072,0.142568,0.174221,0.149911,0.331476,2.241833,0.212459,1.237528,0.776146,0.123069,1.402634,1,t-CS-m
2.217343,0.229294,0.18955,2.131184,0.591162,1.101167,0.207615,1.621734,0.72846,0.240411,0.391051,1.368538,0.327404,0.65453,0.596998,0.922272,0.161684,1.027404,0.309417,0.361734,0.599651,0.141505,0.176134,0.15421,0.324365,2.181614,0.192825,1.170404,0.772546,0.124813,1.398356,1,t-CS-m
3.850307,0.181285,0.154625,2.118502,0.76273,1.6245,0.143029,2.890429,1.251,0.254865,0.43935,1.925087,0.290056,0.688483,0.60104,1.256792,0.13383,0.745692,0.283652,0.569477,0.918336,0.178932,0.248253,0.137867,0.243052,2.081043,0.124049,0.955286,0.816721,0.113259,1.653082,1,t-CS-m
3.808916,0.1835,0.149701,2.077844,0.797738,1.623021,0.139055,2.854558,1.22169,0.275715,0.454957,1.903659,0.290086,0.689687,0.591084,1.280209,0.146912,0.722944,0.289516,0.560111,1.015768,0.188755,0.241674,0.135528,0.251519,2.126067,0.141451,1.02369,0.866549,0.115914,1.597493,1,t-CS-m
3.782979,0.175133,0.150133,2.144681,0.787234,1.605984,0.14016,2.872606,1.260904,0.251197,0.445745,1.88258,0.288564,0.68258,0.588697,1.300077,0.1505,0.734512,0.295849,0.566334,1.15565,0.19093,0.236357,0.1402,0.243966,2.108993,0.132129,1.086318,0.850038,0.11814,1.640584,1,t-CS-m
3.380407,0.186015,0.159173,2.257822,0.719439,1.475979,0.147547,2.564712,1.165669,0.243973,0.420756,1.830056,0.289109,0.699607,0.591041,1.131892,0.138905,0.68722,0.264855,0.510618,0.805377,0.167738,0.222482,0.123807,0.232125,1.988701,0.126339,0.863238,0.807423,0.108903,1.546269,1,t-CS-m
3.418023,0.188282,0.152304,2.331506,0.733939,1.488265,0.148021,2.4773,1.154874,0.234881,0.452116,1.79767,0.295871,0.683056,0.596025,1.191473,0.149518,0.72053,0.261365,0.53042,0.901197,0.182809,0.224861,0.132289,0.245693,2.079042,0.145722,1.060158,0.846685,0.108829,1.500341,1,t-CS-m
3.242622,0.184943,0.148726,2.209759,0.733065,1.467471,0.14554,2.470657,1.102113,0.23558,0.42723,1.772636,0.287894,0.642186,0.5944,1.222538,0.150612,0.711612,0.287898,0.524155,1.000294,0.183733,0.229201,0.131504,0.249682,2.069574,0.142969,1.010877,0.852621,0.112886,1.543263,1,t-CS-m
2.772848,0.187888,0.186114,1.958296,0.659051,1.280834,0.149734,2.046362,1.001775,0.228261,0.440772,1.563665,0.289929,0.694987,0.596939,1.031367,0.134055,0.666418,0.252178,0.422828,0.767115,0.16007,0.200398,0.111402,0.238611,1.903784,0.124844,0.960418,0.793503,0.104929,1.493154,1,t-CS-m
2.654155,0.188327,0.176828,1.89412,0.668909,1.25754,0.148188,1.975917,1.011716,0.217184,0.386418,1.508787,0.280538,0.653504,0.602734,1.062745,0.148728,0.674902,0.246331,0.445572,0.767246,0.166341,0.200709,0.108366,0.256238,1.963919,0.14249,1.044154,0.817515,0.109344,1.411081,1,t-CS-m
2.729598,0.203469,0.161219,1.953747,0.690016,1.276629,0.152769,2.055593,1.0169,0.22326,0.400044,1.566155,0.2833,0.676673,0.637536,1.082851,0.14539,0.668842,0.275391,0.453281,0.855841,0.167549,0.199064,0.11609,0.252,1.999384,0.149821,1.029669,0.817309,0.108457,1.450696,1,t-CS-m
2.573124,0.193964,0.176167,1.917204,0.678875,1.234975,0.15837,1.929327,0.962858,0.217952,0.407532,1.487232,0.309002,0.721176,0.63838,0.918705,0.130038,0.65484,0.217361,0.389425,0.529108,0.12711,0.17258,0.094213,0.241819,1.729935,0.1402,0.95608,0.7196,0.100241,1.214261,1,t-CS-m
2.503685,0.192122,0.175604,1.80737,0.660483,1.238628,0.156544,1.907751,0.931893,0.218551,0.407116,1.456417,0.302414,0.710801,0.649809,0.914223,0.137176,0.656892,0.214695,0.395349,0.558645,0.138692,0.186384,0.086619,0.257499,1.770475,0.161274,1.006235,0.732895,0.107347,1.164981,1,t-CS-m
2.582024,0.219676,0.193407,1.833634,0.676796,1.23487,0.178985,1.828741,0.961113,0.224311,0.417203,1.466134,0.319341,0.722122,0.66392,0.993927,0.147493,0.652611,0.21933,0.41055,0.670658,0.141419,0.169703,0.085199,0.258025,1.809995,0.169009,1.01527,0.741454,0.108277,1.217769,1,t-CS-m
2.213341,0.181255,0.163524,1.525471,0.609626,1.075711,0.150014,1.537292,0.830284,0.200113,0.379398,1.268505,0.277793,0.704194,0.635801,0.855795,0.136042,0.598767,0.20497,0.401052,0.605841,0.123708,0.175766,0.090513,0.247234,1.687647,0.148195,0.939416,0.717577,0.091783,1.115545,1,t-CS-m
2.252728,0.18903,0.159245,1.570628,0.647597,1.12946,0.156001,1.653495,0.869655,0.208493,0.413447,1.327927,0.292244,0.690357,0.677086,0.894048,0.135891,0.600574,0.197562,0.395662,0.634995,0.126927,0.1782,0.109896,0.267838,1.724453,0.157225,1.023844,0.751345,0.096988,1.102546,1,t-CS-m
2.204208,0.178682,0.149229,1.459187,0.61655,1.065919,0.164376,1.541935,0.82244,0.198317,0.382048,1.249369,0.279102,0.661711,0.629453,0.912413,0.1424,0.628932,0.210586,0.426822,0.669053,0.128461,0.187418,0.16651,0.278018,1.789791,0.167828,1.056885,0.779243,0.102656,1.15954,1,t-CS-m
4.102833,0.178636,0.163974,2.577798,0.839617,1.564831,0.154698,2.512268,1.58458,0.244764,0.445442,2.452623,0.275883,0.64622,0.489627,1.004685,0.182005,1.315621,0.279682,0.592286,1.049994,0.186433,0.219227,0.149917,0.299448,2.316776,0.134643,0.958221,1.006931,0.110191,1.686241,1,t-CS-m
4.001485,0.175282,0.14696,2.542286,0.824916,1.573381,0.153199,2.466429,1.498217,0.241632,0.438899,2.436819,0.273321,0.638839,0.472371,1.020184,0.183411,1.309839,0.285241,0.616173,0.983969,0.187435,0.218069,0.149727,0.296989,2.320483,0.135903,0.966771,0.988188,0.116758,1.658814,1,t-CS-m
3.816102,0.174517,0.140819,2.506127,0.816389,1.481428,0.149435,2.418246,1.513881,0.235975,0.413173,2.338024,0.266418,0.627417,0.457591,1.013009,0.176117,1.386591,0.289193,0.61461,1.047632,0.187392,0.228753,0.156371,0.294596,2.375183,0.123616,0.981521,0.976384,0.110874,1.8002,1,t-CS-m
3.646148,0.184418,0.144712,2.503808,0.775627,1.432513,0.154576,2.146585,1.465351,0.222999,0.416531,2.211512,0.279685,0.607067,0.480709,0.917399,0.174868,1.43761,0.267375,0.489375,1.011104,0.182777,0.213453,0.138121,0.287186,2.232865,0.125899,0.937131,1.007829,0.110721,1.552644,1,t-CS-m
3.423279,0.178506,0.142805,2.448832,0.772099,1.400905,0.148062,2.044749,1.430737,0.219709,0.392224,2.143661,0.266414,0.607042,0.460081,0.911031,0.177378,1.446763,0.266827,0.531095,0.977858,0.179297,0.223821,0.134213,0.279776,2.255236,0.126219,0.947562,0.97514,0.109353,1.558673,1,t-CS-m
3.285506,0.174409,0.166283,2.447544,0.767617,1.386173,0.149303,2.065373,1.416495,0.212735,0.406428,2.136325,0.269375,0.615282,0.459551,0.94779,0.170673,1.484511,0.276249,0.56613,0.971747,0.191409,0.229492,0.145064,0.281867,2.312102,0.124577,0.931185,0.984056,0.10632,1.657414,1,t-CS-m
3.283486,0.178163,0.143532,2.200916,0.758872,1.296508,0.160561,1.871494,1.374213,0.205638,0.394104,1.968231,0.270034,0.590011,0.467516,0.867707,0.1788,1.519221,0.252435,0.485493,0.947313,0.172096,0.212946,0.119095,0.281554,2.187703,0.131141,0.961454,0.971928,0.10684,1.541636,1,t-CS-m
3.014473,0.170331,0.145839,2.136933,0.727526,1.270248,0.149457,1.794461,1.325077,0.195797,0.372947,1.905372,0.271361,0.56624,0.451155,0.811543,0.165081,1.495759,0.254344,0.468556,0.908047,0.175528,0.211833,0.122569,0.280203,2.158461,0.138291,0.966591,0.934733,0.10602,1.475796,1,t-CS-m
2.83956,0.175048,0.130058,1.996897,0.675372,1.197156,0.138462,1.703943,1.241241,0.211118,0.35307,1.759147,0.245378,0.538332,0.426891,0.880888,0.16805,1.579067,0.264525,0.487334,0.884122,0.172793,0.216126,0.128059,0.28188,2.233804,0.138299,0.965075,0.938989,0.102835,1.634365,1,t-CS-m
2.945365,0.179163,0.147006,1.953076,0.726989,1.226579,0.181788,1.656604,1.245447,0.19557,0.374733,1.763413,0.261526,0.589992,0.472354,0.805485,0.166154,1.548896,0.230234,0.450702,0.872508,0.153445,0.214181,0.111572,0.274114,2.021806,0.144214,0.924147,0.929231,0.10194,1.326689,1,t-CS-m
2.798399,0.169095,0.144596,1.893675,0.698639,1.18751,0.174059,1.62482,1.247238,0.191673,0.359648,1.709848,0.261009,0.56189,0.447718,0.813941,0.163001,1.52379,0.231774,0.44049,0.855791,0.15074,0.215114,0.108357,0.278022,2.016793,0.149673,0.945755,0.905904,0.107557,1.347194,1,t-CS-m
2.54417,0.157538,0.130595,1.773263,0.633981,1.100265,0.143404,1.507803,1.154446,0.182568,0.327886,1.586131,0.233952,0.522232,0.422703,0.822356,0.16655,1.612414,0.244909,0.464682,0.8496,0.164864,0.225671,0.115293,0.277068,2.114731,0.1438,0.97051,0.922483,0.108552,1.426625,1,t-CS-m
2.325635,0.181856,0.139617,1.525801,0.63608,1.055764,0.160841,1.349771,1.074698,0.177278,0.3531,1.457137,0.257595,0.582813,0.479401,0.797323,0.167849,1.560464,0.206546,0.419542,0.817156,0.145276,0.220574,0.111254,0.284908,1.96872,0.159465,0.963721,0.93744,0.096904,1.211222,1,t-CS-m
2.150814,0.15807,0.142773,1.417141,0.568347,0.997254,0.174544,1.238674,1.047068,0.17827,0.32477,1.396744,0.255148,0.544617,0.450088,0.805205,0.16311,1.575008,0.20999,0.430488,0.836243,0.151794,0.214193,0.112835,0.295506,1.9785,0.170385,0.97365,0.90915,0.103944,1.225024,1,t-CS-m
2.053286,0.152432,0.134237,1.393799,0.552172,0.947642,0.141849,1.169514,1.037876,0.165243,0.302079,1.301708,0.23394,0.510954,0.441701,0.806755,0.165854,1.552512,0.222652,0.421106,0.823559,0.150395,0.228869,0.122164,0.296757,2.026886,0.166023,0.959503,0.919341,0.100823,1.236767,1,t-CS-m
