@relation 'mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 10 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute 0.196NR1_N+0.196BDNF_N+0.195MEK_N+0.193TRKA_N+0.193pNR2B_N... numeric
@attribute 0.211SNCA_N+0.203P38_N+0.202Behavior=S/C-0.202CaNA_N-0.191ITSN1_N... numeric
@attribute '0.24 PSD95_N+0.232pCASP9_N+0.228P70S6_N+0.227nNOS_N+0.204ARC_N...' numeric
@attribute 0.258pPKCG_N+0.237S6_N+0.229P3525_N+0.221H3AcK18_N+0.217pGSK3B_N... numeric
@attribute -0.329GFAP_N+0.235pPKCG_N+0.226pRSK_N+0.222pP70S6_N-0.22BCL2_N... numeric
@attribute 0.299AcetylH3K9_N+0.225pP70S6_N+0.222TIAM1_N-0.21BRAF_N+0.205Tau_N... numeric
@attribute -0.35Tau_N-0.265AcetylH3K9_N+0.259pPKCAB_N+0.232PKCA_N-0.223SOD1_N... numeric
@attribute 0.267pP70S6_N+0.265DYRK1A_N+0.264pGSK3B_Tyr216_N+0.246BRAF_N+0.236ITSN1_N... numeric
@attribute -0.343SHH_N+0.302GluR4_N-0.289P3525_N+0.256GluR3_N-0.241Treatment=Saline... numeric
@attribute 0.386Genotype=Ts65Dn-0.383Treatment=Saline+0.273APP_N-0.245SOD1_N+0.209pNUMB_N... numeric
@attribute 0.408Genotype=Ts65Dn+0.345APP_N-0.267AcetylH3K9_N+0.256Treatment=Saline+0.218GluR4_N... numeric
@attribute 0.339BAX_N+0.299Treatment=Saline-0.294GluR3_N+0.275Ubiquitin_N+0.226RRP1_N... numeric
@attribute 0.294pRSK_N-0.275BCL2_N+0.249pCASP9_N-0.243Genotype=Ts65Dn-0.232PSD95_N... numeric
@attribute -0.309BAD_N+0.297pCREB_N-0.282EGR1_N-0.257AKT_N+0.232CREB_N... numeric
@attribute 0.306BAX_N-0.303pCAMKII_N-0.281S6_N-0.257pNR2A_N+0.248pGSK3B_Tyr216_N... numeric
@attribute '-0.41RRP1_N+0.36 Treatment=Saline-0.307pCFOS_N+0.255GluR4_N-0.243SHH_N...' numeric
@attribute '0.307pCFOS_N-0.286nNOS_N+0.27 pCASP9_N-0.251GluR4_N+0.248SYP_N...' numeric
@attribute 0.322nNOS_N-0.279GFAP_N-0.263ADARB1_N-0.223pRSK_N+0.218SYP_N... numeric
@attribute '-0.385GluR4_N-0.379H3AcK18_N-0.227SOD1_N+0.21 BCL2_N-0.207ADARB1_N...' numeric
@attribute -0.322DSCR1_N-0.254H3MeK4_N-0.236Treatment=Saline-0.236pMTOR_N-0.225CDK5_N... numeric
@attribute 0.477RRP1_N-0.343SHH_N-0.295H3AcK18_N-0.279BAX_N-0.227BCL2_N... numeric
@attribute 0.376CDK5_N-0.287pGSK3B_Tyr216_N-0.257pGSK3B_N-0.252DSCR1_N-0.219S6_N... numeric
@attribute 0.355RRP1_N-0.323pCFOS_N-0.288CDK5_N+0.226BAD_N+0.212pCASP9_N... numeric
@attribute -0.385GFAP_N+0.339RRP1_N-0.297P3525_N+0.209CDK5_N+0.204pCAMKII_N... numeric
@attribute -0.372CDK5_N+0.362GluR4_N-0.29SOD1_N-0.277EGR1_N+0.254SYP_N... numeric
@attribute '0.39 BCL2_N+0.25 Treatment=Saline-0.241EGR1_N+0.229P3525_N-0.214BAD_N...' numeric
@attribute '0.344SYP_N+0.285GFAP_N+0.245SOD1_N+0.24 pMTOR_N-0.231pCASP9_N...' numeric
@attribute 0.348SYP_N-0.336BCL2_N+0.272H3MeK4_N-0.256EGR1_N+0.229Treatment=Saline... numeric
@attribute 0.322CDK5_N-0.316CREB_N+0.238pELK_N-0.237nNOS_N-0.212pBRAF_N... numeric
@attribute -0.332BAX_N+0.292BAD_N+0.292ADARB1_N+0.269pCFOS_N-0.245P3525_N... numeric
@attribute '0.334pELK_N+0.282pP70S6_N-0.262GluR4_N+0.26 GluR3_N+0.253BCL2_N...' numeric
@attribute '0.295SYP_N-0.266BAD_N+0.248nNOS_N+0.22 EGR1_N-0.214pCREB_N...' numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
-6.9633,-2.060222,-0.623954,-2.363013,-1.339105,-1.69551,-1.679127,0.776251,0.653355,2.53325,0.850427,-0.507034,0.738217,-0.284135,-0.034016,-0.165836,-0.189598,0.403322,-0.018438,-0.947948,-0.432645,-0.195942,0.232718,-0.283573,-0.344244,-0.690926,-0.436178,0.309375,-0.834487,-0.246871,-0.150704,-0.088017,t-CS-m,cluster6
-5.939068,-2.156059,-0.656195,-2.179471,-1.498702,-1.676131,-1.400044,0.518341,0.684526,2.583368,0.895482,-0.551797,0.380251,-0.234715,0.085707,0.232467,-0.019825,0.611127,-0.335123,-0.995403,-0.569626,-0.108878,0.265147,0.181137,-0.466533,-0.483796,-0.039606,0.221013,-0.660801,-0.309602,-0.204775,0.071282,t-CS-m,cluster6
-6.964899,-0.497516,-3.788934,-3.501248,0.037541,-1.744069,-1.687322,0.559368,0.183136,2.130892,1.204993,-1.767255,0.682765,-0.814888,-1.004232,0.54581,1.322743,0.892401,-0.024275,-0.062807,-0.164185,-0.078632,0.805674,0.404503,-0.381549,-0.569599,-0.239954,0.526132,-0.731624,0.183951,-0.297637,-0.545593,t-CS-m,cluster8
-6.806768,0.535653,-3.005662,-2.700983,-1.486554,-1.887505,-1.533449,0.824621,-0.345898,2.347285,1.29235,-1.310856,0.699566,-0.909705,-1.099103,-0.351607,0.998872,0.579285,0.686045,-0.369555,-0.230281,-0.195614,0.540132,-0.114928,-0.526492,-0.820419,-0.373577,0.242085,-0.97747,-0.006122,-0.84468,0.390036,t-CS-m,cluster8
-6.409162,0.355038,-2.759759,-2.079889,-1.879118,-2.124559,-1.424282,0.667962,0.103936,2.539847,1.105527,-0.859226,1.118965,-0.302632,-0.839746,-0.366328,1.015007,0.523715,0.751941,-0.426452,-0.314386,0.000096,0.435633,-0.531973,-0.216138,-0.431353,0.018087,0.488574,-1.149503,0.058834,-0.243081,0.803324,t-CS-m,cluster8
-9.367559,-0.304356,-3.82289,-4.046758,-0.243633,-1.067309,-1.109534,0.01742,-0.419941,2.621209,1.194446,-1.552612,0.679639,-0.439382,-0.557979,0.80407,1.299919,1.156353,-0.140836,0.118581,0.02236,-0.54195,0.296943,0.525401,-0.134925,-0.312397,0.110644,0.092781,-0.883818,0.066907,-0.167285,-0.468066,t-CS-m,cluster8
-8.491783,0.770157,-3.626962,-3.135754,-1.838562,-0.759149,-0.959217,1.373435,-0.347726,2.792196,1.71375,-1.351105,1.101059,-0.765877,-1.193871,0.173878,1.375925,0.685919,-0.236801,-0.056103,-0.145902,-0.712336,0.6582,-0.341374,-0.10197,-0.592954,-0.43493,-0.042513,-0.810761,0.095781,-0.774479,-0.276552,t-CS-m,cluster8
-9.081738,0.58978,-2.052709,-2.553837,-2.690488,-0.694321,-0.427649,1.451493,0.318288,2.567641,1.759837,-1.437345,0.865444,-0.05222,-0.496674,0.655523,0.155107,1.00113,-0.686746,0.46162,-0.412671,-0.416485,0.628757,-0.570656,1.037669,-0.220173,-0.382307,0.13728,-0.970297,0.76464,-1.161947,0.55787,t-CS-m,cluster8
-1.238541,-6.81141,0.908418,0.288372,-0.775156,-1.190434,-1.583826,2.883638,0.527718,1.170839,0.49998,-1.037883,0.700996,1.282459,0.770696,-0.646183,-0.59325,-0.664174,-0.239003,0.577678,0.240773,-0.63494,0.279684,-0.85888,-0.262124,0.51327,0.071731,-0.208708,0.222674,-0.569965,-0.109132,-0.454684,t-CS-m,cluster6
-1.91963,-6.484262,1.365105,0.32662,-1.183524,-0.968963,-1.849169,2.818373,0.426216,1.14622,0.56725,-0.670578,0.278721,1.135642,0.398829,-0.952693,-0.937516,-0.601761,-0.091342,0.533469,-0.19955,-0.426968,0.250397,-0.956374,-0.363999,0.388958,-0.152522,-0.261686,0.605194,-0.305623,-0.232801,-0.356861,t-CS-m,cluster6
-2.541256,-7.05024,1.605515,0.432349,-0.719764,-1.089102,-1.813729,2.940405,0.721106,0.844082,0.464482,-0.91744,0.193517,0.993723,0.453284,-0.725169,-0.841698,-0.364582,-0.424785,0.189171,-0.18919,-0.272701,0.315637,-0.748781,-0.190429,0.403255,-0.139305,-0.419741,0.360567,-0.311205,-0.188263,-0.672928,t-CS-m,cluster6
-3.873438,-5.587283,0.503502,-0.203978,0.034921,-0.678489,-1.006292,2.686039,0.328982,1.311923,0.102979,-0.755439,0.168528,1.078385,1.397671,-0.576838,-0.507477,-0.701677,-0.000433,0.517065,0.283096,-0.761121,0.294663,-0.774331,-0.418631,0.761071,-0.270019,-0.240311,0.480045,-0.414083,-0.011768,-0.525458,t-CS-m,cluster6
-4.7604,-5.688956,0.516759,-0.071975,0.090258,-0.604154,-1.300362,2.718907,0.658613,0.930735,-0.023726,-0.792335,0.18514,0.837846,0.945033,-0.695735,-0.616559,-0.448176,-0.059425,0.307449,0.301711,-0.663134,0.191904,-1.083904,-0.455133,0.389449,-0.330119,-0.027223,0.49919,-0.183235,0.021128,-0.506631,t-CS-m,cluster6
-4.564975,-5.809961,0.790255,0.267786,0.063496,-0.763321,-1.174777,2.795654,0.963501,0.854713,0.26878,-1.00464,0.240678,0.68641,1.143538,-0.765245,-0.690412,-0.737166,-0.393181,-0.00038,0.35958,-0.558849,-0.090388,-0.845956,-0.386568,0.243272,-0.298443,-0.298892,-0.065049,-0.705593,0.234324,-0.402547,t-CS-m,cluster6
-5.711816,-5.009834,-0.582631,-0.158748,0.439756,-0.710768,-1.040372,2.315138,0.3876,1.152144,-0.215057,-0.677256,-0.158784,0.887213,1.070228,-0.332037,-0.472035,-0.269331,0.167483,0.631846,0.571574,-0.781141,0.312713,-1.181293,-0.621244,0.522634,-0.294648,-0.050518,0.337267,-0.189187,0.073309,-0.670945,t-CS-m,cluster6
-6.74839,-4.794083,-0.245391,-0.444811,0.380616,-0.538419,-0.996808,2.394481,0.386128,0.879988,-0.193627,-0.394391,-0.171384,0.764332,0.951076,-0.568186,-0.516842,-0.175939,-0.039001,0.520766,0.299147,-0.150086,0.011454,-1.197999,-0.100705,0.437206,0.134959,-0.02127,0.222439,-0.281084,0.170059,-0.280045,t-CS-m,cluster6
-8.161485,-4.896243,0.565931,0.19963,-0.109421,-0.4971,-0.787275,2.172536,0.631626,0.662475,0.114299,-0.445759,-0.141113,0.547839,0.85242,-0.776949,-0.268344,-0.29072,-0.23324,0.388913,0.413193,-0.34395,-0.083511,-1.005345,-0.172716,0.383746,-0.249489,-0.207654,0.384233,-0.339388,-0.039969,-0.586978,t-CS-m,cluster6
-7.24386,-3.431345,-1.739733,-0.481499,0.374307,-0.529209,-0.62729,2.012391,-0.120142,1.007481,-0.152974,-0.985185,-0.265031,0.364318,0.577786,-0.07398,0.003545,0.135752,0.665175,1.084075,0.633221,-0.552295,0.247419,-0.870389,-0.13162,0.299476,-0.01962,-0.308402,-0.277167,0.299103,-0.024482,-0.46523,t-CS-m,cluster6
-8.115777,-3.021483,-1.161686,-0.435925,-0.042111,-0.382646,-1.173135,2.33381,-0.136073,1.098228,-0.239481,-0.768397,-0.334853,0.440216,0.349659,-0.48235,-0.133917,0.252759,0.688795,0.967775,0.365265,-0.105268,0.142516,-1.173757,-0.336087,0.408379,-0.364656,-0.058693,0.300277,0.036988,-0.074437,-0.140155,t-CS-m,cluster6
-9.52384,-3.438286,0.009533,0.198581,-0.324854,-0.448822,-0.704952,2.50681,0.246214,0.648505,-0.200955,-0.471778,-0.379878,-0.039397,0.578874,-0.697413,-0.064312,0.164369,0.490146,0.77995,0.105875,-0.246015,0.059116,-1.210704,-0.140065,0.081507,-0.429777,0.03285,0.285776,0.563496,0.164914,-0.622006,t-CS-m,cluster6
-9.632418,-1.807931,-2.593035,-0.764841,-0.24973,0.007831,-0.222611,2.29678,-0.35598,1.532554,0.080285,-0.527081,0.485932,0.116197,0.696828,0.105037,0.165592,0.120654,0.292781,1.130085,1.046813,-1.039618,0.16628,-1.312999,0.141099,0.036977,-0.165071,-0.73129,0.160495,0.066544,-0.027947,-0.786689,t-CS-m,cluster6
-10.656434,-1.374951,-1.6968,-0.398855,-0.815552,-0.08396,-0.470584,2.338076,-0.359498,1.503855,-0.012913,0.058391,0.65229,0.493635,0.651686,-0.481905,0.110872,0.154288,-0.02651,1.266746,0.64315,-0.144246,-0.442373,-1.373822,-0.054384,0.161644,-0.698531,-0.774518,-0.240497,0.117309,-0.328107,-0.372713,t-CS-m,cluster6
-11.9613,-1.868604,-0.711481,-0.0746,-0.855763,0.124856,-0.349369,2.183015,-0.197694,1.251858,-0.043786,-0.127228,0.340179,0.299146,0.55046,-0.620634,-0.017689,0.258301,-0.223797,0.774489,0.41748,-0.266749,-0.338347,-1.365936,0.610971,0.217258,-0.326344,-0.388268,0.299538,0.513428,-0.358844,-0.580366,t-CS-m,cluster6
9.691693,-7.135822,-1.862152,-1.100697,-0.024733,-1.187265,-1.402068,0.497271,0.103873,1.132093,1.400443,-1.701092,0.604975,1.159903,1.155847,-0.84468,0.571967,1.316179,1.181446,0.739636,-0.093377,0.37905,0.255168,-0.122372,-0.171511,0.103038,-0.503213,-0.110828,0.039057,0.232047,-0.41192,0.066474,t-CS-m,cluster6
8.666008,-7.038796,-1.010615,-0.844285,-0.399483,-1.156666,-1.386302,0.526338,0.114762,1.137637,1.428579,-1.902901,0.735092,1.071692,1.428776,-0.685252,0.435175,1.322155,1.130222,0.559218,-0.078829,0.30487,-0.000578,0.038854,-0.270954,0.128263,-0.185144,0.065127,-0.105797,0.287403,-0.554848,0.249805,t-CS-m,cluster6
7.433255,-6.824901,-0.612021,-0.868687,-0.032273,-1.257141,-1.356748,0.506905,-0.238373,1.620548,1.403184,-1.792156,0.779208,0.964239,1.390105,-0.373986,0.173381,1.269653,0.695411,0.491976,0.077355,0.456611,-0.080353,0.187136,-0.306655,0.243959,-0.273638,-0.037055,-0.025631,0.189801,-0.797823,-0.039299,t-CS-m,cluster6
3.611327,-6.670347,-1.267686,-0.089327,1.095797,-1.41911,-0.358932,-0.144811,0.701676,1.341037,0.185934,-0.432127,0.063471,0.224887,2.170208,-0.495191,0.136208,0.8545,0.890361,0.122313,-0.08354,-0.032568,0.52688,0.214014,-0.384475,0.269577,0.009076,0.261542,0.33811,0.018887,-0.407931,0.272493,t-CS-m,cluster6
3.37013,-6.502785,-1.63651,-0.227606,1.619198,-1.646655,-0.542718,-0.101842,0.619269,1.259475,0.392842,-0.930826,0.333742,0.359817,2.012344,-0.606049,-0.131008,0.875529,0.576496,-0.083677,0.138438,-0.034292,0.351586,0.190542,-0.274153,0.153327,-0.379552,0.113626,0.049904,0.359163,-0.381746,0.160492,t-CS-m,cluster6
2.841562,-6.267443,-1.207971,0.023034,1.589625,-1.907565,-0.35994,0.118238,0.532813,1.378095,0.574239,-1.213859,0.579643,0.355827,1.998314,-0.244243,0.038261,0.635718,0.477779,-0.088183,0.104935,0.263599,-0.002086,-0.077381,-0.080215,0.253305,-0.2729,0.176849,-0.206667,-0.021585,-0.267915,0.294504,t-CS-m,cluster6
2.778897,-5.778068,-2.855603,0.437193,1.969017,-1.876591,-0.344382,-0.403693,0.991932,0.759319,0.329503,-0.819226,-0.174079,0.139914,2.15482,-0.606906,0.068499,0.008221,0.660186,-0.104922,0.247837,-0.026005,-0.177139,-0.151113,-0.332632,0.309324,-0.327462,0.02437,-0.126464,0.258346,-0.563381,-0.014675,t-CS-m,cluster6
1.380017,-5.72534,-1.946184,0.531853,1.590383,-1.765626,-0.150423,-0.517676,1.035095,0.860796,0.405391,-0.809535,-0.077997,-0.285236,2.134715,-0.724594,-0.146669,0.235862,0.511175,-0.353902,-0.036454,-0.254229,-0.039806,-0.221889,-0.347186,0.126446,-0.301226,0.047616,0.133251,0.262253,-0.713095,-0.111764,t-CS-m,cluster6
-0.26949,-6.119619,-1.226328,0.379824,1.993082,-1.561009,-0.219866,-0.737616,0.729213,1.219466,0.397968,-0.577009,0.103155,0.195878,2.106096,-0.51378,-0.227963,0.49645,0.427701,-0.014942,-0.051812,-0.450048,-0.006535,-0.206046,-0.05223,0.227442,-0.151126,0.034117,0.32776,0.246739,-0.552847,-0.426144,t-CS-m,cluster6
-0.921649,-4.943201,-3.286563,0.382358,2.240063,-1.671529,-0.024543,-1.086251,0.956268,0.619833,0.084001,-0.244261,-0.153214,0.223086,1.74711,-0.796974,0.179428,0.491702,0.698278,-0.193797,0.02435,-0.039492,-0.129116,-0.814993,0.042422,0.152571,0.268366,0.204153,0.121169,0.448732,-0.198625,0.295684,t-CS-m,cluster6
0.398595,-4.458107,-3.018897,1.135176,2.105901,-1.89877,0.080277,-0.76657,1.003384,0.737234,0.267909,-0.815199,-0.156268,-0.350495,1.874528,-0.466068,-0.018487,0.505898,0.563539,-0.538096,0.368581,0.039667,-0.130364,0.079348,-0.261246,0.147324,0.161028,-0.052463,0.556696,0.368838,-0.411201,0.115475,t-CS-m,cluster6
-1.965264,-4.528991,-2.24694,0.815556,1.999463,-1.807866,-0.078453,-0.835031,0.85328,1.009382,0.141878,-0.172716,-0.317746,0.04564,1.984522,-0.618435,-0.034816,0.701191,0.424848,0.012184,0.171446,-0.505962,-0.097939,-0.218499,0.031147,0.307528,-0.12196,-0.328351,0.212611,0.133685,-0.330963,-0.455915,t-CS-m,cluster6
-2.123803,-4.783723,-3.349904,0.707759,2.404019,-1.743332,-0.231388,-0.785311,0.927937,0.550343,0.038511,-0.162538,-0.475653,-0.412501,1.50859,-0.704372,-0.169456,0.987296,0.551573,0.190416,0.057332,-0.378161,0.516753,-0.413472,0.130968,0.179773,-0.222925,-0.470002,0.357969,0.679708,-0.152253,-0.643396,t-CS-m,cluster6
-1.578472,-4.205847,-2.831946,1.607203,1.637296,-2.214749,0.115809,-0.921528,0.984583,0.411336,0.021452,-0.172971,-0.566056,-0.328731,1.682493,-0.459067,-0.263903,0.857972,0.65019,0.235668,0.261213,-0.478622,0.025316,-0.066485,0.184803,0.061656,0.18589,-0.394591,0.645214,0.555654,-0.482228,-0.11968,t-CS-m,cluster6
-2.172314,-3.946106,-2.810482,1.537658,1.495615,-1.861345,0.30089,-0.415119,0.998134,0.351414,0.273491,-0.280454,-0.005615,-0.361791,1.736335,-0.559112,0.359714,0.715542,0.306536,0.576243,0.693204,-0.615754,-0.341406,-0.714842,0.360278,-0.094934,-0.169289,-0.346038,0.287881,-0.053712,-0.959257,-0.428426,t-CS-m,cluster6
6.881279,-4.998567,-1.739305,0.678039,0.765501,0.988511,-1.105392,0.206643,1.3107,0.464416,-0.332641,-1.255137,-0.657268,1.177698,-1.159946,-0.521176,0.48952,-0.548674,0.840299,1.326379,0.084071,-0.773399,-0.400619,0.120144,-0.365861,-0.009763,0.91279,0.173353,-0.297263,0.104164,-0.364825,0.243347,t-CS-m,cluster7
5.616259,-4.76839,-0.694388,1.104765,0.537121,0.771109,-1.034515,0.412723,1.142511,0.652159,-0.314094,-1.199198,-0.549579,0.974604,-1.093352,-0.491226,0.309774,-0.301473,0.799159,1.419561,0.033197,-0.735188,-0.498533,0.246129,-0.234898,0.075652,1.007475,0.176938,-0.237296,0.024183,-0.449141,0.374882,t-CS-m,cluster7
5.977012,-4.399624,-0.619897,1.553699,0.021675,0.890277,-0.911302,0.561898,1.285929,0.911613,-0.234143,-0.982721,-0.340852,1.079236,-1.006103,-0.197847,0.119421,-0.455563,0.644418,1.476678,0.18185,-0.618345,-0.761906,0.084813,0.006068,0.065265,1.111412,0.120035,-0.17035,-0.187382,-0.431695,0.114504,t-CS-m,cluster7
1.462045,-3.741363,-1.513871,1.772153,1.738034,1.177061,0.06658,-0.158009,1.256392,0.648368,-1.309799,-0.403261,-1.038048,0.424892,-0.328534,-0.250708,-0.09008,-0.559441,0.734786,0.974635,0.09819,-0.409464,-0.246367,0.334177,-0.155612,-0.27484,0.844095,0.302748,-0.304532,0.393462,0.221819,1.0167,t-CS-m,cluster7
1.009508,-3.701438,-1.56287,1.72735,2.105138,0.92924,-0.053301,0.082683,1.199563,0.813793,-1.085731,-0.822086,-0.793572,0.327163,-0.866882,-0.06428,-0.072888,-0.493317,0.637229,0.980632,0.096891,-0.63655,-0.15449,0.352542,-0.18922,-0.200868,0.931962,0.351685,-0.49357,0.380689,0.272442,0.837878,t-CS-m,cluster7
0.013295,-3.514106,-1.20964,2.021032,1.417855,0.927404,0.083354,0.191992,1.05468,0.94231,-0.972084,-0.363898,-0.412624,0.388328,-0.650111,-0.214319,-0.063848,-0.781635,0.543783,1.328943,0.091353,-0.397949,-0.495369,0.020387,0.050331,0.187048,0.99358,0.091638,-0.064109,0.316801,-0.100007,0.867711,t-CS-m,cluster7
-0.935441,-3.315204,-2.389603,1.573629,2.180427,0.631623,-0.174966,-0.226469,1.378812,0.453932,-1.443739,-0.37081,-1.522994,0.114059,-0.655504,0.201141,-0.021219,-0.588199,0.729056,1.051353,0.27381,-0.152708,-0.048619,0.196114,-0.092999,-0.131316,1.230049,0.434649,-0.00487,0.466179,0.203477,1.172777,t-CS-m,cluster7
-1.36261,-3.206764,-2.105726,1.879576,1.898316,0.536404,0.164613,-0.344048,1.348971,0.475239,-1.374513,-0.294707,-1.339551,0.009808,-0.821008,0.12685,-0.111645,-0.357554,0.625576,1.060352,0.29731,-0.25346,-0.2785,-0.024457,-0.043931,-0.019716,1.196959,0.514354,-0.305918,0.220112,0.076002,0.904593,t-CS-m,cluster7
-2.404902,-2.959305,-1.399628,1.921904,1.409545,0.611707,0.098278,-0.170816,1.112732,0.853673,-1.339061,-0.150512,-1.030652,0.071803,-0.597178,0.403128,-0.169333,-0.612223,0.557338,1.35957,0.36991,-0.310447,-0.357207,-0.061527,0.063277,-0.074705,1.355061,0.334114,-0.020726,0.040652,-0.023435,0.860571,t-CS-m,cluster7
1.207891,-1.352133,-6.334561,2.590088,1.867463,0.802985,0.698893,-0.035627,1.35936,0.223052,-0.536733,0.726642,-0.554599,0.252706,-0.941408,-1.86877,-0.185767,-1.768897,0.77224,0.325071,-0.351783,-0.656284,-0.206541,0.011128,-0.255039,-0.255739,1.026081,0.15948,0.362943,1.16235,-0.006834,1.321423,t-CS-m,cluster7
-1.289632,-1.603642,-5.51541,2.785757,1.892806,0.714236,0.614578,-0.244034,1.115857,0.237632,-0.98748,0.651116,-0.906165,0.63129,-0.96532,-1.376,0.308432,-1.271042,0.489966,1.004266,0.077777,-0.698025,-0.003134,0.012426,-0.252507,-0.203587,0.665259,0.14403,0.123715,0.485472,-0.494983,0.955749,t-CS-m,cluster7
-0.661483,-1.334791,-4.915478,3.133127,1.718451,-0.057207,0.530664,-0.377111,1.180684,0.119944,-0.575854,-0.023086,-1.070791,0.389382,-0.932331,-1.468841,-0.021393,-1.963951,1.05323,0.742485,-0.523808,-0.295669,-0.271699,0.476068,-0.356844,-0.460753,0.652797,0.18873,-0.26037,1.073281,0.525003,1.356928,t-CS-m,cluster7
0.616827,0.420523,-6.184568,3.518854,1.237241,-0.258221,0.634588,-0.132829,1.07938,-0.188756,-0.90744,0.200166,-1.340149,-0.076963,-0.866255,-1.257527,0.380452,-0.599769,1.217031,0.850349,-0.107861,-0.38958,0.815385,0.778002,-0.235827,-0.023391,0.48338,0.051438,0.790215,0.945921,-0.01341,0.928294,t-CS-m,cluster7
-3.017473,-0.02827,-4.619973,3.994433,0.330879,-0.369766,0.823997,-0.359585,1.212678,-0.330762,-0.787081,0.92553,-1.603587,-0.028715,-0.938818,-1.415807,0.2213,-1.129172,1.177621,1.12496,0.074503,-0.370586,0.399772,0.697416,-0.652848,-0.515308,0.3567,-0.348635,0.424487,0.850213,0.099317,0.898268,t-CS-m,cluster7
-0.997329,0.038937,-5.610576,4.362396,0.685871,-0.427295,1.357766,-0.280808,1.423923,-0.70821,-0.560565,-0.086868,-1.61012,-0.093935,-1.078117,-1.26993,0.515759,-0.531345,1.571188,1.119872,-0.627587,-0.300998,0.384416,0.359062,-0.451102,-0.431439,0.304395,-0.317829,-0.175116,0.796267,0.381311,1.150075,t-CS-m,cluster7
6.032105,-5.404458,1.044193,-0.423813,0.877486,0.283467,2.042734,-0.626708,-0.426022,0.53732,-0.331736,-0.69191,-0.613939,0.858332,-0.217388,-0.803601,1.446635,-0.455412,-0.44566,-0.14534,0.542014,0.794057,0.160891,-0.076854,0.428961,-0.685928,0.3215,-0.813294,-0.742559,0.012537,-0.317295,-0.072559,t-CS-m,cluster3
6.644538,-5.071108,1.658032,0.256155,0.344894,0.201502,2.299342,-0.537057,-0.771526,0.720232,-0.427242,-0.297921,-0.973306,0.865908,-0.301935,-0.683946,1.294352,-0.720602,-0.784248,-0.128076,0.535747,0.751211,0.119691,-0.186318,0.59777,-0.668898,0.296601,-0.925702,-0.65639,-0.08286,-0.105452,-0.228716,t-CS-m,cluster3
6.303775,-5.081151,1.833104,0.420569,-0.418124,0.508007,2.407641,-0.766408,0.009275,0.330794,-0.393815,0.055009,-0.743863,1.273586,0.193714,-0.595116,0.684727,-1.060446,-0.704932,0.202768,0.377704,0.588881,0.128259,-0.680194,0.754715,-1.061394,0.461514,-1.070067,-0.545098,0.161308,-0.062742,-0.158384,t-CS-m,cluster3
3.369548,-3.84925,0.699017,0.515133,1.906472,-0.211646,2.445334,-0.342177,-0.151062,0.684031,-0.584148,-0.669849,-0.727906,0.153228,0.094297,-0.710244,0.689774,-0.427234,-0.322215,-0.440907,0.832878,0.770637,0.221642,-0.40595,0.518293,0.034598,0.317961,-0.321918,-0.461019,-0.309088,-0.283215,0.134505,t-CS-m,cluster7
4.716136,-3.585449,0.681549,1.261019,1.277448,-0.221295,2.974924,-0.241344,-0.102012,0.632392,-0.618002,-0.304838,-0.768227,0.202291,0.188134,-0.681943,0.688314,-0.866716,-0.62615,-0.443952,0.65619,0.641102,0.179608,-0.690854,0.581822,-0.196224,0.427904,-0.474148,-0.671664,-0.380615,0.044179,-0.130999,t-CS-m,cluster7
4.885516,-3.726719,0.076102,0.715035,1.216028,0.31269,2.752032,-0.258701,-0.094395,0.609534,-0.55004,-0.26041,-0.687139,0.302137,0.332142,-0.67527,0.328945,-1.301441,-0.629817,-0.286486,0.576879,1.146044,0.328648,-0.826768,0.63737,-0.274941,0.469943,-0.604378,-0.485569,-0.654494,-0.077416,0.071479,t-CS-m,cluster7
1.661449,-2.505437,-0.306499,0.966565,2.381472,-0.514086,2.507437,-0.307639,-0.068189,0.644205,-0.849383,-0.567456,-1.217112,-0.394983,0.007481,-0.685198,-0.119482,-0.360607,-0.007547,-0.636222,0.38264,1.109051,0.567019,-0.942204,0.502301,0.168965,0.411215,-0.085651,-0.7508,-0.241776,0.322492,0.507249,t-CS-m,cluster7
1.688742,-2.684484,-1.005147,0.996959,2.221506,-0.336424,2.619921,-0.644067,-0.316685,0.415435,-0.77922,-0.428859,-1.416609,-0.433326,-0.152858,-0.464452,0.387864,-0.501599,-0.028254,-0.530346,0.545849,1.155653,0.430634,-1.083454,0.352637,0.226758,0.356033,-0.523968,-0.577251,-0.11942,0.100539,0.423341,t-CS-m,cluster7
