@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S40

@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pRSK_N numeric
@attribute CREB_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute Ubiquitin_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute H3AcK18_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Treatment=Saline numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
2.407933,3.627103,0.210681,0.940114,0.258065,0.773113,0.413644,0.206976,0.169934,0.450069,0.319339,0.290477,1.648432,0.269561,0.172214,0.097347,0.134588,0.180415,0.10246,0.213218,0.41534,0.247757,1.252002,0.918379,0.197492,0.112108,0.123203,0.142981,1.750796,1,0,0,t-CS-m
2.259709,3.69463,0.211013,0.836165,0.253944,0.743629,0.412773,0.175819,0.166566,0.474363,0.315686,0.286256,1.639231,0.284294,0.171112,0.099226,0.137654,0.182105,0.103814,0.214607,0.432846,0.250645,1.247491,0.914826,0.192907,0.118344,0.106586,0.136889,1.739987,1,0,0,t-CS-m
2.133126,3.064457,0.204908,0.822926,0.251969,0.717268,0.474089,0.178539,0.185497,0.428859,0.305255,0.27614,1.82272,0.275681,0.16968,0.103774,0.144392,0.173611,0.108229,0.206499,0.418632,0.270702,1.238208,1.007338,0.196934,0.138234,0.123559,0.154219,1.664832,1,0,0,t-CS-m
2.217863,3.521615,0.208151,0.75776,0.262426,0.697962,0.487336,0.206056,0.176728,0.429252,0.313274,0.302799,1.819886,0.263568,0.158854,0.099168,0.134689,0.165456,0.109204,0.205863,0.425987,0.264492,1.201241,0.995907,0.194375,0.132576,0.123465,0.174039,1.706985,1,0,0,t-CS-m
2.184633,3.676795,0.213083,0.779563,0.266305,0.715502,0.481711,0.208825,0.179988,0.449197,0.319141,0.308303,1.832497,0.271452,0.158626,0.096102,0.129036,0.165059,0.101119,0.201724,0.411681,0.254085,1.175479,0.962949,0.18873,0.122347,0.12389,0.169047,1.658304,1,0,0,t-CS-m
2.097249,2.897553,0.203379,0.686593,0.239116,0.680745,0.454191,0.187568,0.172623,0.412606,0.316223,0.285034,1.922153,0.247202,0.156353,0.104839,0.144338,0.158492,0.104016,0.195523,0.435813,0.272383,1.195523,1.004773,0.20079,0.152732,0.136109,0.185484,1.65767,1,0,0,t-CS-m
2.014162,3.134432,0.203762,0.725005,0.248785,0.685902,0.466286,0.171634,0.176284,0.429085,0.285141,0.284929,1.892343,0.266361,0.153959,0.098331,0.126636,0.166885,0.102258,0.197808,0.41623,0.266198,1.14087,0.999018,0.218423,0.145288,0.127618,0.173266,1.651178,1,0,0,t-CS-m
2.026818,3.28127,0.206393,0.675821,0.242652,0.703926,0.44926,0.179361,0.185153,0.409783,0.30015,0.323965,1.898525,0.254174,0.143783,0.092073,0.136327,0.1574,0.098395,0.200519,0.42519,0.259037,1.123359,0.994489,0.208462,0.129194,0.140217,0.167288,1.595396,1,0,0,t-CS-m
2.652611,4.201576,0.206404,0.721084,0.240985,0.854975,0.424236,0.173005,0.15468,0.487488,0.308867,0.324433,1.626967,0.305295,0.199898,0.113872,0.16141,0.206971,0.121264,0.238514,0.552412,0.301663,1.506277,1.075002,0.223157,?,0.149047,?,1.796279,1,0,0,t-CS-m
2.696291,4.180077,0.222031,0.744528,0.243312,0.89846,0.424199,0.163154,0.153121,0.488346,0.313843,0.314755,1.49515,0.30117,0.188536,0.10963,0.152243,0.204555,0.115825,0.229648,0.516989,0.297165,1.433828,0.992679,0.223953,?,0.143983,?,1.720543,1,0,0,t-CS-m
2.662217,4.581311,0.221582,0.817253,0.249899,0.889563,0.428904,0.162318,0.165756,0.488471,0.317759,0.324535,1.483519,0.296964,0.193618,0.11233,0.147708,0.207187,0.118216,0.229802,0.488971,0.283643,1.408426,1.039281,0.222429,?,0.137175,?,1.690149,1,0,0,t-CS-m
2.450201,3.82727,0.192925,0.694932,0.239087,0.803061,0.463372,0.169468,0.155921,0.454466,0.310462,0.307827,1.694067,0.294921,0.184413,0.111439,0.150291,0.194416,0.115471,0.234044,0.514541,0.288174,1.401318,1.021093,0.213804,?,0.14936,?,1.720202,1,0,0,t-CS-m
2.479218,4.044931,0.203418,0.713065,0.249644,0.843325,0.464975,0.16548,0.156027,0.469895,0.310501,0.323579,1.690806,0.28681,0.17884,0.110681,0.149795,0.197661,0.117807,0.216482,0.514368,0.283169,1.32817,0.941445,0.213074,?,0.155371,?,1.616374,1,0,0,t-CS-m
2.486296,3.866675,0.212859,0.648438,0.245902,0.862193,0.45748,0.163934,0.154201,0.46811,0.304688,0.308786,1.693843,0.272072,0.176118,0.10605,0.142413,0.196614,0.115691,0.21787,0.496318,0.274577,1.302892,0.956122,0.211417,?,0.137782,?,1.633189,1,0,0,t-CS-m
2.25192,3.322581,0.187404,0.609063,0.246237,0.771582,0.454685,0.168049,0.157604,0.425346,0.294163,0.315822,1.945247,0.286634,0.179344,0.109505,0.151282,0.183142,0.118894,0.224496,0.483912,0.289693,1.285684,1.082182,0.22418,?,0.156979,?,1.641207,1,0,0,t-CS-m
2.188476,3.500682,0.183472,0.545565,0.241092,0.779682,0.43351,0.161334,0.155724,0.42881,0.287945,0.312813,1.822376,0.282898,0.171934,0.104156,0.141652,0.186668,0.11381,0.204451,0.455035,0.278935,1.184534,0.998069,0.210649,?,0.147952,?,1.607865,1,0,0,t-CS-m
2.346502,3.612724,0.202761,0.572584,0.257972,0.820879,0.46232,0.169126,0.158813,0.458036,0.298747,0.304617,1.881303,0.28514,0.173146,0.101887,0.137362,0.187481,0.119418,0.208621,0.441992,0.277405,1.209756,1.0231,0.212746,?,0.144271,?,1.616376,1,0,0,t-CS-m
1.909812,2.686653,0.183019,0.453254,0.220846,0.648992,0.461183,0.168318,0.154278,0.363396,0.251404,0.27486,2.029689,0.297832,0.177977,0.109802,0.14169,0.171222,0.124568,0.19934,0.41109,0.284794,1.18426,1.109488,0.256362,?,0.201854,?,1.698084,1,0,0,t-CS-m
1.799556,2.358673,0.179178,0.480559,0.223615,0.603238,0.40438,0.161879,0.143628,0.336613,0.239803,0.261228,2.00309,0.289555,0.191904,0.108158,0.152812,0.177534,0.125155,0.212145,0.436187,0.298517,1.198393,1.138133,0.261897,?,0.182787,?,1.690822,1,0,0,t-CS-m
1.993759,2.746879,0.18568,0.506415,0.228849,0.672503,0.432559,0.176318,0.153779,0.365985,0.251214,0.265083,2.029603,0.30222,0.184715,0.099985,0.157227,0.170367,0.12113,0.207673,0.452802,0.289231,1.16644,1.079142,0.25842,?,0.196949,?,1.64824,1,0,0,t-CS-m
2.196658,3.155678,0.226648,0.574863,0.298993,0.732143,0.527244,0.220925,0.197802,0.429487,0.33196,0.380266,2.139063,0.28875,0.187251,0.107949,0.146651,0.169987,0.132043,0.203187,0.530829,0.285525,1.351736,1.083855,0.254221,?,0.23487,?,1.652438,1,0,0,t-CS-m
1.72602,2.377595,0.17645,0.414817,0.231747,0.561024,0.396564,0.168218,0.14889,0.344309,0.260021,0.296349,2.150506,0.29218,0.174425,0.106164,0.150322,0.165225,0.134315,0.196872,0.527691,0.301196,1.35253,1.115915,0.256302,?,0.227967,?,1.520331,1,0,0,t-CS-m
1.896811,2.458903,0.187364,0.483066,0.243018,0.730442,0.440285,0.185977,0.15409,0.367796,0.281244,0.326005,2.173937,0.292742,0.175422,0.109337,0.148134,0.181363,0.130499,0.191758,0.571004,0.307221,1.369779,1.085948,0.243921,?,0.223872,?,1.565064,1,0,0,t-CS-m
1.789181,2.991789,0.18341,0.689688,0.20128,0.644772,0.336996,0.148877,0.123762,0.374668,0.258392,0.2695,0.995691,0.313651,0.193008,0.12123,0.153251,0.186056,0.123776,0.272327,0.669115,0.270466,2.013611,1.124951,0.223169,?,?,?,1.69575,1,0,0,t-CS-m
1.835927,3.239014,0.190962,0.751774,0.238516,0.661272,0.332877,0.150878,0.122619,0.386904,0.265405,0.273746,0.967168,0.302205,0.188854,0.1195,0.153184,0.178541,0.120541,0.259911,0.670357,0.276942,2.031223,1.093386,0.232662,?,?,?,1.626928,1,0,0,t-CS-m
1.954036,3.28138,0.197786,0.76862,0.215104,0.679167,0.335547,0.158594,0.129297,0.410938,0.27513,0.258724,0.975772,0.313254,0.188124,0.121615,0.159145,0.178717,0.12076,0.268979,0.702328,0.267648,2.029644,1.103563,0.241995,?,?,?,1.690736,1,0,0,t-CS-m
1.637081,2.612426,0.171316,0.612285,0.215131,0.567061,0.338546,0.152015,0.122992,0.352635,0.254861,0.290786,1.004554,0.303791,0.188577,0.120015,0.156819,0.170975,0.1274,0.269941,0.627154,0.267725,1.897095,1.105859,0.223904,?,?,?,1.590965,1,0,0,t-CS-m
1.720235,2.727859,0.180205,0.657918,0.229032,0.61393,0.338563,0.151026,0.12346,0.373607,0.262757,0.286657,0.997968,0.297717,0.181068,0.122147,0.156926,0.167444,0.121668,0.258157,0.649695,0.274531,1.912394,1.108641,0.224573,?,?,?,1.551094,1,0,0,t-CS-m
1.785681,2.848698,0.18671,0.674466,0.237404,0.649509,0.344876,0.162065,0.129465,0.400406,0.274996,0.303853,0.985917,0.304571,0.174603,0.124955,0.16064,0.177826,0.123165,0.267335,0.664876,0.275331,1.92696,1.104189,0.229264,?,?,?,1.544695,1,0,0,t-CS-m
1.441955,2.1037,0.156144,0.554311,0.209097,0.520876,0.327393,0.159878,0.123557,0.348439,0.259674,0.294976,0.999381,0.320074,0.164835,0.118093,0.149203,0.163133,0.125058,0.256617,0.626219,0.282928,1.763968,1.136821,0.224423,?,?,?,1.527318,1,0,0,t-CS-m
1.603317,2.509409,0.178312,0.616173,0.218931,0.584125,0.350661,0.168437,0.138066,0.390162,0.272964,0.300913,0.988321,0.305627,0.167754,0.124223,0.154558,0.157136,0.126346,0.256939,0.610648,0.284089,1.814804,1.140604,0.238586,?,?,?,1.504323,1,0,0,t-CS-m
1.633784,2.580888,0.185714,0.597876,0.219112,0.596718,0.352317,0.165444,0.14112,0.390541,0.285521,0.281467,1.002433,0.296229,0.151916,0.125304,0.156478,0.165602,0.124696,0.264446,0.635797,0.279805,1.836983,1.157999,0.239964,?,?,?,1.516119,1,0,0,t-CS-m
1.499454,2.086339,0.178579,0.570055,0.224918,0.53224,0.396284,0.17377,0.147541,0.354098,0.286339,0.373333,1.047064,0.288616,0.153862,0.118665,0.152253,0.157884,0.141392,0.259453,0.588496,0.3035,1.734916,1.164924,0.240949,?,?,?,1.439059,1,0,0,t-CS-m
1.564858,2.319575,0.203302,0.616509,0.236792,0.572642,0.363679,0.186085,0.152594,0.389151,0.291981,0.367453,1.042698,0.330208,0.150638,0.134078,0.160016,0.15403,0.13348,0.270152,0.601756,0.308659,1.771548,1.19174,0.242618,?,?,?,1.451716,1,0,0,t-CS-m
1.603571,2.356667,0.191429,0.57119,0.241905,0.579048,0.352381,0.190952,0.151429,0.405476,0.296905,0.361667,1.031466,0.320008,0.145062,0.127251,0.17079,0.165248,0.125668,0.268949,0.633683,0.302593,1.770631,1.152187,0.241639,?,?,?,1.4245,1,0,0,t-CS-m
1.465821,2.039876,0.183066,0.517349,0.242103,0.544019,0.369239,0.198861,0.159762,0.365355,0.320041,0.372087,1.017263,0.308481,0.144108,0.113585,0.172129,0.134601,0.154866,0.2672,0.603703,0.318489,1.620966,1.192644,0.252189,?,?,?,1.415562,1,0,0,t-CS-m
1.554735,2.141215,0.198413,0.542967,0.246305,0.588123,0.380131,0.204981,0.161467,0.394089,0.318008,0.384236,1.036465,0.320587,0.142568,0.123069,0.164852,0.155989,0.151431,0.288427,0.605723,0.331476,1.725753,1.237528,0.259813,?,?,?,1.402634,1,0,0,t-CS-m
1.569483,2.217343,0.192329,0.521957,0.310172,0.591162,0.379655,0.207615,0.160089,0.391051,0.327404,0.403002,1.027404,0.309417,0.141505,0.124813,0.153961,0.149975,0.137519,0.273543,0.622322,0.324365,1.713004,1.170404,0.262083,?,?,?,1.398356,1,0,0,t-CS-m
2.080645,3.850307,0.201146,1.397094,0.215009,0.76273,0.326979,0.143029,0.128366,0.43935,0.290056,0.31085,0.745692,0.283652,0.178932,0.113259,0.140196,0.195544,0.103478,0.258655,0.573746,0.243052,1.589039,0.955286,0.211303,0.119935,0.105418,0.136392,1.653082,1,0,0,t-CS-m
2.052562,3.808916,0.194677,1.37831,0.208516,0.797738,0.313639,0.139055,0.126813,0.454957,0.290086,0.307784,0.722944,0.289516,0.188755,0.115914,0.144374,0.228136,0.11576,0.23952,0.594031,0.251519,1.54442,1.02369,0.229905,0.119375,0.107223,0.140989,1.597493,1,0,0,t-CS-m
2.045479,3.782979,0.192819,1.35891,0.20625,0.787234,0.311968,0.14016,0.126596,0.445745,0.288564,0.301729,0.734512,0.295849,0.19093,0.11814,0.14412,0.199001,0.113374,0.247348,0.587164,0.243966,1.565796,1.086318,0.217294,0.116679,0.105227,0.142352,1.640584,1,0,0,t-CS-m
1.94358,3.380407,0.18875,1.171482,0.243802,0.719439,0.337836,0.147547,0.133014,0.420756,0.289109,0.352539,0.68722,0.264855,0.167738,0.108903,0.144263,0.183421,0.107052,0.239139,0.569647,0.232125,1.524255,0.863238,0.208747,0.127606,0.1128,0.150692,1.546269,1,0,0,t-CS-m
1.938667,3.418023,0.18417,1.101765,0.208326,0.733939,0.333219,0.148021,0.133459,0.452116,0.295871,0.335789,0.72053,0.261365,0.182809,0.108829,0.141341,0.210357,0.116616,0.233622,0.566144,0.245693,1.587949,1.060158,0.221746,0.134138,0.116324,0.165872,1.500341,1,0,0,t-CS-m
1.922368,3.242622,0.179577,1.154091,0.22552,0.733065,0.325788,0.14554,0.132629,0.42723,0.287894,0.333669,0.711612,0.287898,0.183733,0.112886,0.139735,0.193533,0.113964,0.236453,0.569035,0.249682,1.568447,1.010877,0.232239,0.1317,0.117883,0.157962,1.543263,1,0,0,t-CS-m
1.795031,2.772848,0.17835,0.967613,0.215173,0.659051,0.334516,0.149734,0.143523,0.440772,0.289929,0.393523,0.666418,0.252178,0.16007,0.104929,0.136794,0.186458,0.108414,0.22828,0.536843,0.238611,1.478467,0.960418,0.220812,0.143266,0.128952,0.197038,1.493154,1,0,0,t-CS-m
1.719028,2.654155,0.167498,0.901497,0.199392,0.668909,0.327837,0.148188,0.139076,0.386418,0.280538,0.418095,0.674902,0.246331,0.166341,0.109344,0.136742,0.195083,0.116928,0.22456,0.55614,0.256238,1.472358,1.044154,0.231164,0.146649,0.125489,0.204379,1.411081,1,0,0,t-CS-m
1.755392,2.729598,0.176562,0.976873,0.21014,0.690016,0.332221,0.152769,0.143207,0.400044,0.2833,0.378252,0.668842,0.275391,0.167549,0.108457,0.138742,0.190693,0.117075,0.220854,0.568632,0.252,1.493414,1.029669,0.232796,0.141081,0.144035,0.192047,1.450696,1,0,0,t-CS-m
1.696673,2.573124,0.17952,0.8878,0.249678,0.678875,0.380965,0.15837,0.15218,0.407532,0.309002,0.448285,0.65484,0.217361,0.12711,0.100241,0.128316,0.154151,0.099897,0.192043,0.537892,0.241819,1.304857,0.95608,0.22339,0.188254,0.161557,0.202894,1.214261,1,0,0,t-CS-m
1.688691,2.503685,0.191868,0.889708,0.221093,0.660483,0.350699,0.156544,0.147649,0.407116,0.302414,0.416518,0.656892,0.214695,0.138692,0.107347,0.142737,0.185372,0.110718,0.192113,0.535052,0.257499,1.341759,1.006235,0.252275,0.174587,0.143579,0.219077,1.164981,1,0,0,t-CS-m
1.711821,2.582024,0.176152,0.897244,0.206284,0.676796,0.386557,0.178985,0.147566,0.417203,0.319341,0.414113,0.652611,0.21933,0.141419,0.108277,0.144022,0.190526,0.123026,0.19712,0.560472,0.258025,1.363352,1.01527,0.246746,0.170571,0.148881,0.210307,1.217769,1,0,0,t-CS-m
1.520124,2.213341,0.158176,0.694061,0.194484,0.609626,0.32761,0.150014,0.145792,0.379398,0.277793,0.443006,0.598767,0.20497,0.123708,0.091783,0.1306,0.138219,0.098857,0.182115,0.524215,0.247234,1.294395,0.939416,0.229276,0.168329,0.138763,0.185743,1.115545,1,0,0,t-CS-m
1.572692,2.252728,0.162194,0.818343,0.211147,0.647597,0.341492,0.156001,0.142731,0.413447,0.292244,0.489826,0.600574,0.197562,0.126927,0.096988,0.139835,0.162962,0.114736,0.181248,0.539978,0.267838,1.345106,1.023844,0.258695,0.193259,0.1583,0.203837,1.102546,1,0,0,t-CS-m
1.509677,2.204208,0.15568,0.747546,0.189902,0.61655,0.320337,0.164376,0.142496,0.382048,0.279102,0.439271,0.628932,0.210586,0.128461,0.102656,0.142023,0.191373,0.124882,0.194575,0.568469,0.278018,1.359766,1.056885,0.243925,0.187606,0.142965,0.205688,1.15954,1,0,0,t-CS-m
2.485338,4.102833,0.206762,1.152503,0.228306,0.839617,0.470277,0.154698,0.141233,0.445442,0.275883,0.336026,1.315621,0.279682,0.186433,0.110191,0.150302,0.193878,0.120524,0.27397,0.557246,0.299448,1.642793,0.958221,0.226415,0.117315,0.13522,0.143242,1.686241,1,0,0,t-CS-m
2.448901,4.001485,0.199049,1.244999,0.221727,0.824916,0.420578,0.153199,0.136166,0.438899,0.273321,0.353436,1.309839,0.285241,0.187435,0.116758,0.15784,0.200675,0.12182,0.268302,0.507853,0.296989,1.577168,0.966771,0.232542,0.122015,0.158554,0.152259,1.658814,1,0,0,t-CS-m
2.424852,3.816102,0.204289,1.214245,0.227551,0.816389,0.424564,0.149435,0.13431,0.413173,0.266418,0.358128,1.386591,0.289193,0.187392,0.110874,0.151234,0.202135,0.116945,0.278919,0.50427,0.294596,1.596931,0.981521,0.229686,0.118012,0.155904,0.163909,1.8002,1,0,0,t-CS-m
2.263953,3.646148,0.185292,0.933075,0.212886,0.775627,0.448495,0.154576,0.134349,0.416531,0.279685,0.347609,1.43761,0.267375,0.182777,0.110721,0.154178,0.179102,0.116792,0.261623,0.550487,0.287186,1.573814,0.937131,0.213692,0.123582,0.13181,0.149065,1.552644,1,0,0,t-CS-m
2.239516,3.423279,0.182052,1.036679,0.210295,0.772099,0.445409,0.148062,0.128744,0.392224,0.266414,0.375596,1.446763,0.266827,0.179297,0.109353,0.145963,0.186571,0.115987,0.266267,0.503277,0.279776,1.531655,0.947562,0.21223,0.130935,0.158593,0.169305,1.558673,1,0,0,t-CS-m
2.242329,3.285506,0.180716,1.015525,0.221104,0.767617,0.445846,0.149303,0.127592,0.406428,0.269375,0.3755,1.484511,0.276249,0.191409,0.10632,0.144568,0.1867,0.116233,0.276828,0.527716,0.281867,1.518463,0.931185,0.215035,0.125238,0.150268,0.161917,1.657414,1,0,0,t-CS-m
2.114196,3.283486,0.178878,0.967373,0.205638,0.758872,0.43775,0.160561,0.133515,0.394104,0.270034,0.361477,1.519221,0.252435,0.172096,0.10684,0.145072,0.168325,0.115324,0.25275,0.496386,0.281554,1.457421,0.961454,0.203205,0.140568,0.155023,0.167801,1.541636,1,0,0,t-CS-m
2.078208,3.014473,0.170053,0.946702,0.206374,0.727526,0.435013,0.149457,0.127609,0.372947,0.271361,0.38241,1.495759,0.254344,0.175528,0.10602,0.142222,0.175424,0.115536,0.25362,0.469177,0.280203,1.39398,0.966591,0.212453,0.133637,0.154841,0.168804,1.475796,1,0,0,t-CS-m
1.96225,2.83956,0.159017,0.762637,0.199741,0.675372,0.403491,0.138462,0.117776,0.35307,0.245378,0.348158,1.579067,0.264525,0.172793,0.102835,0.143689,0.173655,0.117279,0.265819,0.479358,0.28188,1.423521,0.965075,0.212784,0.141209,0.168912,0.179907,1.634365,1,0,0,t-CS-m
1.985234,2.945365,0.169483,0.907957,0.199672,0.726989,0.436751,0.181788,0.134701,0.374733,0.261526,0.373749,1.548896,0.230234,0.153445,0.10194,0.148629,0.157458,0.115318,0.227157,0.482676,0.274114,1.294716,0.924147,0.213645,0.162809,0.140468,0.185953,1.326689,1,0,0,t-CS-m
1.944436,2.798399,0.166853,0.764612,0.197598,0.698639,0.417934,0.174059,0.12506,0.359648,0.261009,0.408006,1.52379,0.231774,0.15074,0.107557,0.150207,0.173397,0.116087,0.231641,0.485006,0.278022,1.268693,0.945755,0.211782,0.153272,0.184326,0.211382,1.347194,1,0,0,t-CS-m
1.850854,2.54417,0.166961,0.808746,0.187279,0.633981,0.426678,0.143404,0.117933,0.327886,0.233952,0.367197,1.612414,0.244909,0.164864,0.108552,0.149558,0.175397,0.112203,0.250105,0.474512,0.277068,1.305435,0.97051,0.219773,0.173992,0.176661,0.206853,1.426625,1,0,0,t-CS-m
1.687266,2.325635,0.150437,0.691635,0.201415,0.63608,0.419476,0.160841,0.136704,0.3531,0.257595,0.438618,1.560464,0.206546,0.145276,0.096904,0.144792,0.142696,0.118833,0.212512,0.478878,0.284908,1.270397,0.963721,0.224121,0.170751,0.137214,0.187359,1.211222,1,0,0,t-CS-m
1.616395,2.150814,0.145715,0.625025,0.192391,0.568347,0.384977,0.174544,0.126495,0.32477,0.255148,0.443616,1.575008,0.20999,0.151794,0.103944,0.14452,0.155351,0.117685,0.214032,0.481248,0.295506,1.252021,0.97365,0.228742,0.162625,0.174749,0.188652,1.225024,1,0,0,t-CS-m
1.540847,2.053286,0.142963,0.603973,0.185295,0.552172,0.380059,0.141849,0.118455,0.302079,0.23394,0.409766,1.552512,0.222652,0.150395,0.100823,0.14485,0.162662,0.117123,0.223324,0.478575,0.296757,1.244833,0.959503,0.230718,0.161822,0.170223,0.224332,1.236767,1,0,0,t-CS-m
3.100855,5.783028,0.266434,1.381723,0.305047,1.072355,0.4618,0.21357,0.197021,0.560173,0.40866,0.344856,1.155518,0.317487,0.188418,0.114579,0.156114,0.210848,0.104555,0.225586,0.458466,0.286671,1.819869,1.130707,0.187078,0.116366,0.095921,0.121229,1.872618,1,0,0,t-CS-m
2.937988,5.585749,0.263215,1.208651,0.307547,1.096563,0.456251,0.212241,0.186126,0.543121,0.382752,0.354931,1.218168,0.330406,0.188645,0.116326,0.159677,0.217916,0.110977,0.223618,0.48004,0.278627,1.844411,1.011961,0.192026,0.11461,0.095786,0.122584,1.94055,1,0,0,t-CS-m
2.870616,5.406735,0.265748,1.272466,0.289391,1.037428,0.461612,0.204415,0.186268,0.535596,0.372274,0.352033,1.137834,0.336128,0.186014,0.116777,0.158793,0.211411,0.105977,0.21728,0.507348,0.291104,1.834106,1.065588,0.191242,0.112634,0.093106,0.117812,1.864434,1,0,0,t-CS-m
2.632156,4.972038,0.218874,1.086778,0.293721,0.857177,0.509341,0.197903,0.171026,0.482222,0.346872,0.296252,1.580968,0.328737,0.19262,0.110232,0.152812,0.201744,0.107326,0.212625,0.497499,0.260814,1.701811,1.156934,0.178021,0.124966,0.093877,0.132265,1.985739,1,0,0,t-CS-m
2.596735,4.652184,0.220355,1.083533,0.287206,0.902304,0.515242,0.198752,0.18579,0.478637,0.348656,0.316611,1.584875,0.319573,0.184644,0.108338,0.145199,0.20423,0.102625,0.208787,0.475789,0.258229,1.637514,1.073721,0.179271,0.125136,0.093716,0.132685,1.997756,1,0,0,t-CS-m
2.558368,4.57126,0.223891,1.005559,0.280308,0.886221,0.516263,0.198581,0.175991,0.474985,0.337788,0.322531,1.534244,0.32091,0.182992,0.107508,0.147941,0.199677,0.10549,0.211316,0.483854,0.27247,1.713334,1.033504,0.186558,0.121502,0.092236,0.130651,2.031485,1,0,0,t-CS-m
2.544176,4.725766,0.219328,0.913127,0.298505,0.872281,0.526417,0.223768,0.179962,0.468255,0.344384,0.300577,1.773066,0.321453,0.188345,0.103104,0.146896,0.17846,0.111949,0.210891,0.421176,0.253469,1.550035,1.096514,0.176292,0.133975,0.090531,0.154613,1.923691,1,0,0,t-CS-m
2.420687,4.383087,0.212826,0.95786,0.290011,0.851589,0.514188,0.18899,0.174376,0.450482,0.323922,0.291856,1.747046,0.327191,0.19106,0.103421,0.148916,0.190178,0.11021,0.209399,0.432904,0.253571,1.547699,1.039587,0.184359,0.136043,0.103421,0.160906,2.001675,1,0,0,t-CS-m
2.378422,3.972757,0.211168,0.81987,0.267281,0.805909,0.496747,0.183654,0.17254,0.430469,0.311873,0.293847,1.731716,0.311092,0.183795,0.10312,0.14714,0.182236,0.111092,0.204766,0.424523,0.262565,1.618458,1.055026,0.183276,0.12695,0.093934,0.147054,1.933969,1,0,0,t-CS-m
2.281348,4.094307,0.211841,0.811037,0.285889,0.793399,0.515892,0.189661,0.181104,0.417918,0.328502,0.309116,1.818258,0.300855,0.179574,0.098639,0.133325,0.17596,0.1208,0.190654,0.398651,0.251837,1.459352,1.061664,0.172588,0.137541,0.106347,0.161026,1.818018,1,0,0,t-CS-m
2.332731,3.814386,0.227544,0.760347,0.284114,0.830472,0.570034,0.200614,0.18724,0.434845,0.321706,0.321706,1.88385,0.33807,0.177067,0.102187,0.142098,0.176449,0.113308,0.191894,0.439516,0.255529,1.490795,1.092426,0.178426,0.137403,0.108489,0.18621,1.898184,1,0,0,t-CS-m
2.1943,3.499413,0.21207,0.694552,0.264711,0.759262,0.501425,0.197485,0.171333,0.406873,0.321039,0.30964,1.793831,0.295538,0.18337,0.099976,0.146672,0.166789,0.111436,0.192514,0.422336,0.258108,1.493416,1.116923,0.177883,0.140575,0.115703,0.168495,1.836625,1,0,0,t-CS-m
2.187206,3.723269,0.20714,0.778905,0.276549,0.763501,0.499275,0.183943,0.179775,0.391627,0.324574,0.289416,1.949571,0.287822,0.176276,0.097998,0.13518,0.167846,0.105976,0.18862,0.403583,0.260425,1.339606,1.085202,0.169803,0.160169,0.113804,0.173115,1.77736,1,0,0,t-CS-m
2.17945,3.793769,0.210967,0.767535,0.280743,0.745127,0.511569,0.194571,0.179632,0.384223,0.304245,0.294225,1.959634,0.313176,0.172125,0.101447,0.141356,0.167708,0.112719,0.187205,0.434577,0.264737,1.366794,1.155522,0.179132,0.148363,0.113633,0.196344,1.83214,1,0,0,t-CS-m
2.13262,3.704456,0.2041,0.714617,0.274688,0.756506,0.507308,0.18467,0.177718,0.386988,0.304813,0.339216,1.931226,0.295325,0.175157,0.093347,0.139946,0.168864,0.118969,0.188642,0.434522,0.274049,1.420438,1.137848,0.177105,0.158825,0.129158,0.180551,1.770902,1,0,0,t-CS-m
3.046875,5.546974,0.247627,0.973101,0.297468,1.048952,0.507021,0.19818,0.184533,0.536887,0.375297,0.354628,1.923301,0.298909,0.18814,0.110937,0.158713,0.181035,0.124476,0.227021,0.475245,0.278993,1.38842,1.129734,0.193846,0.13779,0.173371,0.172755,1.654322,1,0,0,t-CS-m
2.868248,5.130132,0.246928,0.842622,0.281604,1.009812,0.499667,0.192817,0.17586,0.517481,0.346385,0.351148,1.884123,0.302349,0.186928,0.115024,0.162467,0.186984,0.121964,0.227089,0.497127,0.291484,1.401502,1.187098,0.199841,0.137039,0.173787,0.169065,1.648274,1,0,0,t-CS-m
2.867443,5.053386,0.2569,0.93143,0.278961,0.971349,0.519912,0.19788,0.175628,0.533187,0.354598,0.375609,1.933564,0.305377,0.19238,0.117256,0.164783,0.180001,0.126853,0.229686,0.500199,0.305718,1.421157,1.216512,0.197036,0.138152,0.175004,0.180171,1.631083,1,0,0,t-CS-m
