@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S20

@attribute ITSN1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute AKT_N numeric
@attribute CREB_N numeric
@attribute SOD1_N numeric
@attribute pNUMB_N numeric
@attribute pP70S6_N numeric
@attribute P70S6_N numeric
@attribute pPKCG_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute RRP1_N numeric
@attribute ERBB4_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute EGR1_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
0.835561,3.064457,0.215345,1.985534,0.204908,1.703168,0.251969,0.717268,0.398462,0.482329,0.178539,0.305255,0.264604,0.43124,0.803721,1.82272,0.330582,0.778564,0.149109,0.144392,0.206499,0.09945,1.238208,2.652123,0.121855,0.891116,0.196934,?,0.103774,0.141378,1,0,t-CS-m
0.806894,3.521615,0.236526,2.103599,0.208151,1.661017,0.262426,0.697962,0.394592,0.500667,0.206056,0.313274,0.301657,0.443725,0.782517,1.819886,0.343985,0.823056,0.143272,0.134689,0.205863,0.099564,1.201241,2.377129,0.115542,0.863594,0.194375,?,0.099168,0.136802,1,0,t-CS-m
0.87575,3.676795,0.225276,2.154635,0.213083,1.779756,0.266305,0.715502,0.399071,0.535707,0.208825,0.319141,0.284691,0.450939,0.742956,1.832497,0.337064,0.817188,0.141001,0.129036,0.201724,0.100991,1.175479,2.227197,0.113856,0.841374,0.18873,?,0.096102,0.12775,1,0,t-CS-m
0.726229,2.897553,0.222222,1.86788,0.203379,1.610136,0.239116,0.680745,0.385532,0.499025,0.187568,0.316223,0.273338,0.444011,0.800527,1.922153,0.319454,0.74819,0.144997,0.144338,0.195523,0.101876,1.195523,2.536537,0.140882,0.936307,0.20079,?,0.104839,0.15553,1,0,t-CS-m
0.757768,3.134432,0.211795,1.85986,0.203762,1.524625,0.248785,0.685902,0.346227,0.491017,0.171634,0.285141,0.257239,0.424435,0.778305,1.892343,0.299738,0.770615,0.14267,0.126636,0.197808,0.101931,1.14087,2.2518,0.127945,0.902978,0.218423,?,0.098331,0.13269,1,0,t-CS-m
0.714868,3.28127,0.200815,1.895516,0.206393,1.495602,0.242652,0.703926,0.369449,0.505256,0.179361,0.30015,0.264965,0.4469,0.742746,1.898525,0.313017,0.786837,0.140217,0.136327,0.200519,0.100665,1.123359,2.187389,0.132923,0.893986,0.208462,?,0.092073,0.150916,1,0,t-CS-m
0.859113,4.201576,0.190246,2.515862,0.206404,1.581872,0.240985,0.854975,0.466207,0.662956,0.173005,0.308867,0.307488,0.252414,1.037469,1.626967,0.604537,0.996049,0.153827,0.16141,0.238514,0.140572,1.506277,2.739884,0.123686,0.945135,0.223157,0.100236,0.113872,?,1,0,t-CS-m
0.87728,4.180077,0.194568,2.479834,0.222031,1.609343,0.243312,0.89846,0.479631,0.684029,0.163154,0.313843,0.300162,0.253952,0.964771,1.49515,0.581503,0.975095,0.143107,0.152243,0.229648,0.137538,1.433828,2.477442,0.124147,0.901633,0.223953,0.107315,0.10963,?,1,0,t-CS-m
0.82858,4.581311,0.198625,2.593244,0.221582,1.657868,0.249899,0.889563,0.481088,0.684466,0.162318,0.317759,0.303297,0.251618,0.94777,1.483519,0.577014,1.092875,0.151363,0.147708,0.229802,0.139591,1.408426,2.412082,0.124969,0.902354,0.222429,0.101735,0.11233,?,1,0,t-CS-m
0.747993,3.82727,0.200075,2.424611,0.192925,1.415956,0.239087,0.803061,0.439037,0.612393,0.169468,0.310462,0.283869,0.347968,0.867933,1.694067,0.527724,0.873672,0.150989,0.150291,0.234044,0.126561,1.401318,2.540364,0.125863,0.888717,0.213804,0.109267,0.111439,?,1,0,t-CS-m
0.738703,4.044931,0.203418,2.544089,0.203418,1.465881,0.249644,0.843325,0.452415,0.61647,0.16548,0.310501,0.294445,0.38094,0.86314,1.690806,0.501046,0.881187,0.141585,0.149795,0.216482,0.123306,1.32817,2.384091,0.121912,0.872202,0.213074,0.11161,0.110681,?,1,0,t-CS-m
0.728996,3.866675,0.200948,2.529329,0.212859,1.494749,0.245902,0.862193,0.439293,0.625,0.163934,0.304688,0.294185,0.347464,0.863888,1.693843,0.515296,0.954225,0.15137,0.142413,0.21787,0.129052,1.302892,2.296895,0.122296,0.878312,0.211417,0.105215,0.10605,?,1,0,t-CS-m
0.671429,3.322581,0.204455,2.247619,0.187404,1.328571,0.246237,0.771582,0.404301,0.550538,0.168049,0.294163,0.280952,0.389862,0.776453,1.945247,0.451208,0.796076,0.153814,0.151282,0.224496,0.112459,1.285684,2.484123,0.134613,0.864648,0.22418,0.120582,0.109505,?,1,0,t-CS-m
0.668992,3.500682,0.203184,2.233813,0.183472,1.292191,0.241092,0.779682,0.38696,0.554663,0.161334,0.287945,0.278089,0.374223,0.716187,1.822376,0.431359,0.730109,0.145819,0.141652,0.204451,0.10568,1.184534,2.266741,0.123158,0.809979,0.210649,0.125191,0.104156,?,1,0,t-CS-m
0.673647,3.612724,0.211963,2.306203,0.202761,1.409488,0.257972,0.820879,0.415516,0.573536,0.169126,0.298747,0.285578,0.394257,0.741363,1.881303,0.449624,0.845622,0.140559,0.137362,0.208621,0.114675,1.209756,2.28483,0.129215,0.842735,0.212746,0.118903,0.101887,?,1,0,t-CS-m
0.535349,2.686653,0.190453,1.791047,0.183019,1.187314,0.220846,0.648992,0.347869,0.469772,0.168318,0.251404,0.246614,0.393294,0.666824,2.029689,0.480207,0.745994,0.164153,0.14169,0.19934,0.109331,1.18426,2.2295,0.145774,0.927898,0.256362,0.150644,0.109802,?,1,0,t-CS-m
0.520235,2.358673,0.176956,1.724647,0.179178,1.15569,0.223615,0.603238,0.317569,0.438819,0.161879,0.239803,0.227583,0.371052,0.674444,2.00309,0.45241,0.755253,0.175834,0.152812,0.212145,0.104604,1.198393,2.315822,0.151576,0.945766,0.261897,0.151267,0.108158,?,1,0,t-CS-m
0.584778,2.746879,0.199202,1.862344,0.18568,1.211512,0.228849,0.672503,0.338245,0.478502,0.176318,0.251214,0.239771,0.134535,0.666214,2.029603,0.448724,0.735689,0.172935,0.157227,0.207673,0.095756,1.16644,2.471077,0.14892,0.961486,0.25842,0.132004,0.099985,?,1,0,t-CS-m
0.65728,3.155678,0.24359,2.021062,0.226648,1.367216,0.298993,0.732143,0.423535,0.554258,0.220925,0.33196,0.30174,0.497253,0.736103,2.139063,0.473155,0.789224,0.175678,0.146651,0.203187,0.106811,1.351736,2.262,0.160501,0.923164,0.254221,0.170366,0.107949,?,1,0,t-CS-m
0.503042,2.377595,0.187903,1.582319,0.17645,1.022011,0.231747,0.561024,0.305834,0.431818,0.168218,0.260021,0.23801,0.384753,0.701012,2.150506,0.451702,0.767985,0.180129,0.150322,0.196872,0.10598,1.35253,2.376633,0.16173,0.932659,0.256302,0.15897,0.106164,?,1,0,t-CS-m
0.539513,2.458903,0.208358,1.771638,0.187364,1.214498,0.243018,0.730442,0.335314,0.461478,0.185977,0.281244,0.25411,0.422262,0.719324,2.173937,0.453128,0.759792,0.169853,0.148134,0.191758,0.099313,1.369779,2.53889,0.15853,0.952849,0.243921,0.174865,0.109337,?,1,0,t-CS-m
0.648032,2.991789,0.181961,2.3539,0.18341,1.362835,0.20128,0.644772,0.634146,0.566288,0.148877,0.258392,0.334219,0.140304,1.27125,0.995691,0.477184,0.860458,0.157266,0.153251,0.272327,0.163141,2.013611,2.376714,0.133862,0.791422,0.223169,0.132099,0.12123,?,1,0,t-CS-m
0.681813,3.239014,0.18175,2.371592,0.190962,1.423254,0.238516,0.661272,0.643222,0.569401,0.150878,0.265405,0.34906,0.135566,1.249125,0.967168,0.453212,0.756836,0.15536,0.153184,0.259911,0.154982,2.031223,2.47592,0.13322,0.790803,0.232662,0.144763,0.1195,?,1,0,t-CS-m
0.70013,3.28138,0.194922,2.53125,0.197786,1.539714,0.215104,0.679167,0.691406,0.595443,0.158594,0.27513,0.354948,0.13112,1.242375,0.975772,0.468789,0.771496,0.164086,0.159145,0.268979,0.150879,2.029644,2.603135,0.140238,0.798765,0.241995,0.131971,0.121615,?,1,0,t-CS-m
0.579741,2.612426,0.184982,2.279797,0.171316,1.26599,0.215131,0.567061,0.553959,0.49211,0.152015,0.254861,0.311355,0.156664,1.179838,1.004554,0.460611,0.802068,0.168759,0.156819,0.269941,0.161497,1.897095,2.299975,0.145741,0.778311,0.223904,0.149188,0.120015,?,1,0,t-CS-m
0.563343,2.727859,0.187097,2.394868,0.180205,1.286657,0.229032,0.61393,0.583431,0.495308,0.151026,0.262757,0.3261,0.156452,1.184056,0.997968,0.449145,0.718896,0.161826,0.156926,0.258157,0.150233,1.912394,2.396677,0.145333,0.772081,0.224573,0.154297,0.122147,?,1,0,t-CS-m
0.628451,2.848698,0.198253,2.60755,0.18671,1.425519,0.237404,0.649509,0.623928,0.541569,0.162065,0.274996,0.32803,0.151458,1.169949,0.985917,0.418904,0.715002,0.159924,0.16064,0.267335,0.146079,1.92696,2.479055,0.146318,0.78649,0.229264,0.145125,0.124955,?,1,0,t-CS-m
0.485913,2.1037,0.184318,2.051595,0.156144,1.192464,0.209097,0.520876,0.483028,0.448914,0.159878,0.259674,0.279532,0.159708,1.102925,0.999381,0.41557,0.729608,0.170562,0.149203,0.256617,0.151525,1.763968,2.315276,0.162668,0.758861,0.224423,0.176289,0.118093,?,1,0,t-CS-m
0.530091,2.509409,0.197503,2.263089,0.178312,1.212968,0.218931,0.584125,0.536054,0.464505,0.168437,0.272964,0.309484,0.172909,1.077506,0.988321,0.409222,0.678902,0.164113,0.154558,0.256939,0.1629,1.814804,2.367663,0.166237,0.750341,0.238586,0.179888,0.124223,?,1,0,t-CS-m
0.569884,2.580888,0.209653,2.362741,0.185714,1.316602,0.219112,0.596718,0.558494,0.511197,0.165444,0.285521,0.313514,0.169691,1.087439,1.002433,0.411648,0.657086,0.159824,0.156478,0.264446,0.153741,1.836983,2.446016,0.168491,0.76764,0.239964,0.178832,0.125304,?,1,0,t-CS-m
0.502295,2.086339,0.208743,1.983169,0.178579,1.142732,0.224918,0.53224,0.482404,0.426885,0.17377,0.286339,0.308415,0.195847,0.974055,1.047064,0.393202,0.640185,0.179002,0.152253,0.259453,0.153862,1.734916,2.193081,0.188858,0.757844,0.240949,0.214602,0.118665,?,1,0,t-CS-m
0.523821,2.319575,0.224764,2.207075,0.203302,1.211321,0.236792,0.572642,0.517453,0.459434,0.186085,0.291981,0.335377,0.19316,1.003192,1.042698,0.401038,0.621708,0.181564,0.160016,0.270152,0.157023,1.771548,2.306864,0.176377,0.776137,0.242618,0.199721,0.134078,?,1,0,t-CS-m
0.540952,2.356667,0.24619,2.222381,0.191429,1.172619,0.241905,0.579048,0.539286,0.474286,0.190952,0.296905,0.331429,0.2,0.986741,1.031466,0.383139,0.597071,0.164259,0.17079,0.268949,0.154166,1.770631,2.28023,0.191965,0.777756,0.241639,0.191371,0.127251,?,1,0,t-CS-m
0.463231,2.039876,0.210254,1.929829,0.183066,1.090886,0.242103,0.544019,0.483687,0.419731,0.198861,0.320041,0.336872,0.212325,0.940205,1.017263,0.384038,0.594946,0.184889,0.172129,0.2672,0.147861,1.620966,2.037278,0.215412,0.744558,0.252189,0.260946,0.113585,?,1,0,t-CS-m
0.48659,2.141215,0.223864,2.064039,0.198413,1.169403,0.246305,0.588123,0.541325,0.460044,0.204981,0.318008,0.348933,0.211823,0.948341,1.036465,0.380096,0.633072,0.196759,0.164852,0.288427,0.149911,1.725753,2.241833,0.212459,0.776146,0.259813,0.2431,0.123069,?,1,0,t-CS-m
0.5,2.217343,0.229294,2.131184,0.192329,1.17871,0.310172,0.591162,0.535853,0.460812,0.207615,0.327404,0.369928,0.200111,0.922272,1.027404,0.361734,0.599651,0.176383,0.153961,0.273543,0.15421,1.713004,2.181614,0.192825,0.772546,0.262083,0.233931,0.124813,?,1,0,t-CS-m
1.071848,3.850307,0.181285,2.118502,0.201146,2.150227,0.215009,0.76273,0.709411,0.705678,0.143029,0.290056,0.372834,0.193015,1.256792,0.745692,0.569477,0.918336,0.137634,0.140196,0.258655,0.137867,1.589039,2.081043,0.124049,0.816721,0.211303,0.10798,0.113259,0.142835,1,0,t-CS-m
0.980173,3.808916,0.1835,2.077844,0.194677,1.972322,0.208516,0.797738,0.713639,0.687691,0.139055,0.290086,0.370725,0.170991,1.280209,0.722944,0.560111,1.015768,0.149296,0.144374,0.23952,0.135528,1.54442,2.126067,0.141451,0.866549,0.229905,0.111761,0.115914,0.145681,1,0,t-CS-m
1.07141,3.782979,0.175133,2.144681,0.192819,1.993218,0.20625,0.787234,0.733511,0.67367,0.14016,0.288564,0.368218,0.158245,1.300077,0.734512,0.566334,1.15565,0.148194,0.14412,0.247348,0.1402,1.565796,2.108993,0.132129,0.850038,0.217294,0.113067,0.11814,0.145811,1,0,t-CS-m
0.926483,3.380407,0.186015,2.257822,0.18875,1.810053,0.243802,0.719439,0.641135,0.6331,0.147547,0.289109,0.367242,0.201915,1.131892,0.68722,0.510618,0.805377,0.138223,0.144263,0.239139,0.123807,1.524255,1.988701,0.126339,0.807423,0.208747,0.114943,0.108903,0.17144,1,0,t-CS-m
0.889155,3.418023,0.188282,2.331506,0.18417,1.723145,0.208326,0.733939,0.637485,0.619325,0.148021,0.295871,0.367997,0.174062,1.191473,0.72053,0.53042,0.901197,0.148642,0.141341,0.233622,0.132289,1.587949,2.079042,0.145722,0.846685,0.221746,0.124793,0.108829,0.162854,1,0,t-CS-m
0.908283,3.242622,0.184943,2.209759,0.179577,1.693159,0.22552,0.733065,0.637659,0.605466,0.14554,0.287894,0.37894,0.153588,1.222538,0.711612,0.524155,1.000294,0.155708,0.139735,0.236453,0.131504,1.568447,2.069574,0.142969,0.852621,0.232239,0.11661,0.112886,0.162567,1,0,t-CS-m
0.741792,2.772848,0.187888,1.958296,0.17835,1.46362,0.215173,0.659051,0.556566,0.529725,0.149734,0.289929,0.357365,0.18323,1.031367,0.666418,0.422828,0.767115,0.135549,0.136794,0.22828,0.111402,1.478467,1.903784,0.124844,0.793503,0.220812,0.125093,0.104929,0.190565,1,0,t-CS-m
0.731178,2.654155,0.188327,1.89412,0.167498,1.633977,0.199392,0.668909,0.544153,0.511825,0.148188,0.280538,0.355392,0.200911,1.062745,0.674902,0.445572,0.767246,0.150196,0.136742,0.22456,0.108366,1.472358,1.963919,0.14249,0.817515,0.231164,0.128425,0.109344,0.180528,1,0,t-CS-m
0.737825,2.729598,0.203469,1.953747,0.176562,1.562597,0.21014,0.690016,0.569046,0.531688,0.152769,0.2833,0.355793,0.190571,1.082851,0.668842,0.453281,0.855841,0.151668,0.138742,0.220854,0.11609,1.493414,1.999384,0.149821,0.817309,0.232796,0.134187,0.108457,0.177767,1,0,t-CS-m
0.677586,2.573124,0.193964,1.917204,0.17952,1.567191,0.249678,0.678875,0.545009,0.536239,0.15837,0.309002,0.372711,0.195512,0.918705,0.65484,0.389425,0.529108,0.143645,0.128316,0.192043,0.094213,1.304857,1.729935,0.1402,0.7196,0.22339,0.132966,0.100241,0.204099,1,0,t-CS-m
0.686404,2.503685,0.192122,1.80737,0.191868,1.335197,0.221093,0.660483,0.534435,0.526557,0.156544,0.302414,0.389581,0.213469,0.914223,0.656892,0.395349,0.558645,0.151668,0.142737,0.192113,0.086619,1.341759,1.770475,0.161274,0.732895,0.252275,0.143242,0.107347,0.254466,1,0,t-CS-m
0.76513,2.582024,0.219676,1.833634,0.176152,1.526655,0.206284,0.676796,0.546485,0.514551,0.178985,0.319341,0.37471,0.21813,0.993927,0.652611,0.41055,0.670658,0.157383,0.144022,0.19712,0.085199,1.363352,1.809995,0.169009,0.741454,0.246746,0.146625,0.108277,0.217595,1,0,t-CS-m
0.644807,2.213341,0.181255,1.525471,0.158176,1.21897,0.194484,0.609626,0.477625,0.460456,0.150014,0.277793,0.361666,0.244863,0.855795,0.598767,0.401052,0.605841,0.138219,0.1306,0.182115,0.090513,1.294395,1.687647,0.148195,0.717577,0.229276,0.137856,0.091783,0.203338,1,0,t-CS-m
0.627249,2.252728,0.18903,1.570628,0.162194,1.377765,0.211147,0.647597,0.497198,0.469773,0.156001,0.292244,0.39251,0.26128,0.894048,0.600574,0.395662,0.634995,0.152026,0.139835,0.181248,0.109896,1.345106,1.724453,0.157225,0.751345,0.258695,0.142703,0.096988,0.241484,1,0,t-CS-m
0.614586,2.204208,0.178682,1.459187,0.15568,1.374474,0.189902,0.61655,0.467602,0.430014,0.164376,0.279102,0.367181,0.229453,0.912413,0.628932,0.426822,0.669053,0.150122,0.142023,0.194575,0.16651,1.359766,1.789791,0.167828,0.779243,0.243925,0.144283,0.102656,0.208137,1,0,t-CS-m
1.151506,4.102833,0.178636,2.577798,0.206762,2.130062,0.228306,0.839617,0.460403,0.648713,0.154698,0.275883,0.337622,0.243268,1.004685,1.315621,0.592286,1.049994,0.163265,0.150302,0.27397,0.149917,1.642793,2.316776,0.134643,1.006931,0.226415,0.102233,0.110191,0.135605,1,0,t-CS-m
1.061695,4.001485,0.175282,2.542286,0.199049,2.169539,0.221727,0.824916,0.451178,0.641513,0.153199,0.273321,0.317687,0.241533,1.020184,1.309839,0.616173,0.983969,0.162578,0.15784,0.268302,0.149727,1.577168,2.320483,0.135903,0.988188,0.232542,0.110462,0.116758,0.138759,1,0,t-CS-m
1.097645,3.816102,0.174517,2.506127,0.204289,2.187823,0.227551,0.816389,0.436722,0.629332,0.149435,0.266418,0.29887,0.227264,1.013009,1.386591,0.61461,1.047632,0.157839,0.151234,0.278919,0.156371,1.596931,2.375183,0.123616,0.976384,0.229686,0.112141,0.110874,0.135357,1,0,t-CS-m
0.972656,3.646148,0.184418,2.503808,0.185292,1.836309,0.212886,0.775627,0.416906,0.568485,0.154576,0.279685,0.312773,0.3777,0.917399,1.43761,0.489375,1.011104,0.158811,0.154178,0.261623,0.138121,1.573814,2.232865,0.125899,1.007829,0.213692,0.104969,0.110721,0.145311,1,0,t-CS-m
1.007703,3.423279,0.178506,2.448832,0.182052,1.90928,0.210295,0.772099,0.400293,0.547133,0.148062,0.266414,0.301382,0.361291,0.911031,1.446763,0.531095,0.977858,0.158193,0.145963,0.266267,0.134213,1.531655,2.255236,0.126219,0.97514,0.21223,0.104636,0.109353,0.1494,1,0,t-CS-m
0.988842,3.285506,0.174409,2.447544,0.180716,1.892177,0.221104,0.767617,0.394542,0.544209,0.149303,0.269375,0.291935,0.357429,0.94779,1.484511,0.56613,0.971747,0.161917,0.144568,0.276828,0.145064,1.518463,2.312102,0.124577,0.984056,0.215035,0.103594,0.10632,0.157703,1,0,t-CS-m
0.93403,3.283486,0.178163,2.200916,0.178878,1.701774,0.205638,0.758872,0.388666,0.5332,0.160561,0.270034,0.308243,0.406554,0.867707,1.519221,0.485493,0.947313,0.157013,0.145072,0.25275,0.119095,1.457421,2.187703,0.131141,0.971928,0.203205,0.109249,0.10684,0.15607,1,0,t-CS-m
0.905093,3.014473,0.170331,2.136933,0.170053,1.682716,0.206374,0.727526,0.376983,0.490398,0.149457,0.271361,0.284303,0.396465,0.811543,1.495759,0.468556,0.908047,0.155461,0.142222,0.25362,0.122569,1.39398,2.158461,0.138291,0.934733,0.212453,0.117087,0.10602,0.149772,1,0,t-CS-m
0.845378,2.83956,0.175048,1.996897,0.159017,1.595734,0.199741,0.675372,0.347899,0.49373,0.138462,0.245378,0.265676,0.369877,0.880888,1.579067,0.487334,0.884122,0.165032,0.143689,0.265819,0.128059,1.423521,2.233804,0.138299,0.938989,0.212784,0.113614,0.102835,0.164924,1,0,t-CS-m
0.743724,2.945365,0.179163,1.953076,0.169483,1.444135,0.199672,0.726989,0.366202,0.476456,0.181788,0.261526,0.306153,0.438884,0.805485,1.548896,0.450702,0.872508,0.151171,0.148629,0.227157,0.111572,1.294716,2.021806,0.144214,0.929231,0.213645,0.127358,0.10194,0.183278,1,0,t-CS-m
0.85028,2.798399,0.169095,1.893675,0.166853,1.556605,0.197598,0.698639,0.345717,0.47494,0.174059,0.261009,0.292714,0.414572,0.813941,1.52379,0.44049,0.855791,0.155271,0.150207,0.231641,0.108357,1.268693,2.016793,0.149673,0.905904,0.211782,0.132081,0.107557,0.183127,1,0,t-CS-m
0.730418,2.54417,0.157538,1.773263,0.166961,1.478062,0.187279,0.633981,0.312721,0.431243,0.143404,0.233952,0.265165,0.396938,0.822356,1.612414,0.464682,0.8496,0.151945,0.149558,0.250105,0.115293,1.305435,2.114731,0.1438,0.922483,0.219773,0.127931,0.108552,0.184946,1,0,t-CS-m
0.67707,2.325635,0.181856,1.525801,0.150437,1.433208,0.201415,0.63608,0.335206,0.414066,0.160841,0.257595,0.313774,0.503953,0.797323,1.560464,0.419542,0.817156,0.161722,0.144792,0.212512,0.111254,1.270397,1.96872,0.159465,0.93744,0.224121,0.128668,0.096904,0.212351,1,0,t-CS-m
0.702098,2.150814,0.15807,1.417141,0.145715,1.226123,0.192391,0.568347,0.307119,0.403805,0.174544,0.255148,0.287507,0.459698,0.805205,1.575008,0.430488,0.836243,0.174749,0.14452,0.214032,0.112835,1.252021,1.9785,0.170385,0.90915,0.228742,0.124475,0.103944,0.212738,1,0,t-CS-m
0.592462,2.053286,0.152432,1.393799,0.142963,1.157817,0.185295,0.552172,0.281285,0.361121,0.141849,0.23394,0.2759,0.450798,0.806755,1.552512,0.421106,0.823559,0.166359,0.14485,0.223324,0.122164,1.244833,2.026886,0.166023,0.919341,0.230718,0.12855,0.100823,0.187868,1,0,t-CS-m
1.336398,5.783028,0.220649,2.300083,0.266434,2.415096,0.305047,1.072355,0.669762,0.919555,0.21357,0.40866,0.429346,0.253838,1.097856,1.155518,0.534289,1.322896,0.151796,0.156114,0.225586,0.125447,1.819869,2.093738,0.127382,0.891326,0.187078,0.103265,0.114579,0.126141,1,0,t-CS-m
1.298753,5.585749,0.21601,2.24751,0.263215,2.270663,0.307547,1.096563,0.657184,0.897694,0.212241,0.382752,0.426636,0.237997,1.105375,1.218168,0.561645,1.256422,0.153167,0.159677,0.223618,0.132879,1.844411,2.1784,0.122685,0.912945,0.192026,0.099773,0.116326,0.129649,1,0,t-CS-m
1.200489,5.406735,0.213226,2.15992,0.265748,2.034985,0.289391,1.037428,0.636713,0.870965,0.204415,0.372274,0.423661,0.229716,1.100454,1.137834,0.548378,1.19139,0.14962,0.158793,0.21728,0.133938,1.834106,2.197258,0.12733,0.92953,0.191242,0.09281,0.116777,0.124568,1,0,t-CS-m
1.124141,4.972038,0.23394,2.537785,0.218874,2.053513,0.293721,0.857177,0.557189,0.73858,0.197903,0.346872,0.383512,0.269857,0.980468,1.580968,0.44289,1.159503,0.153893,0.152812,0.212625,0.113341,1.701811,2.127061,0.11449,0.892471,0.178021,0.103136,0.110232,0.120911,1,0,t-CS-m
1.052328,4.652184,0.230677,2.536846,0.220355,2.006121,0.287206,0.902304,0.56061,0.734277,0.198752,0.348656,0.386102,0.25,1.003536,1.584875,0.441172,1.174442,0.155128,0.145199,0.208787,0.118539,1.637514,2.152339,0.114663,0.92009,0.179271,0.099973,0.108338,0.121328,1,0,t-CS-m
1.039503,4.57126,0.226138,2.509048,0.223891,1.966292,0.280308,0.886221,0.557422,0.741455,0.198581,0.337788,0.386872,0.239858,0.998789,1.534244,0.445371,1.091967,0.140877,0.147941,0.211316,0.123385,1.713334,2.218111,0.117936,0.93084,0.186558,0.095398,0.107508,0.127086,1,0,t-CS-m
1.042622,4.725766,0.247003,2.617286,0.219328,1.83691,0.298505,0.872281,0.525677,0.703271,0.223768,0.344384,0.368507,0.304129,0.949098,1.773066,0.422477,1.131374,0.153486,0.146896,0.210891,0.112903,1.550035,2.080298,0.117066,0.918314,0.176292,0.103538,0.103104,0.139785,1,0,t-CS-m
0.900114,4.383087,0.239784,2.542991,0.212826,1.66643,0.290011,0.851589,0.509222,0.679909,0.18899,0.323922,0.366203,0.271708,0.958737,1.747046,0.418621,1.068066,0.15253,0.148916,0.209399,0.117792,1.547699,2.152619,0.117704,0.936519,0.184359,0.106595,0.103421,0.14627,1,0,t-CS-m
0.936297,3.972757,0.223502,2.443481,0.211168,1.593657,0.267281,0.805909,0.494307,0.656953,0.183654,0.311873,0.361345,0.269043,0.989428,1.731716,0.415858,1.005286,0.146447,0.14714,0.204766,0.116118,1.618458,2.167331,0.112478,0.959445,0.183276,0.10286,0.10312,0.124003,1,0,t-CS-m
0.88526,4.094307,0.227384,2.2927,0.211841,1.649494,0.285889,0.793399,0.494237,0.589766,0.189661,0.328502,0.342997,0.334789,0.849211,1.818258,0.38745,0.987113,0.150066,0.133325,0.190654,0.092858,1.459352,1.988438,0.119836,0.897266,0.172588,0.119475,0.098639,0.133084,1,0,t-CS-m
0.859389,3.814386,0.249051,2.402494,0.227544,1.652991,0.284114,0.830472,0.506597,0.615579,0.200614,0.321706,0.366709,0.348274,0.897195,1.88385,0.400593,0.995799,0.159521,0.142098,0.191894,0.108365,1.490795,2.055851,0.118621,0.933152,0.178426,0.122452,0.102187,0.156679,1,0,t-CS-m
0.840738,3.499413,0.229505,2.231014,0.21207,1.487343,0.264711,0.759262,0.479296,0.592121,0.197485,0.321039,0.349707,0.321039,0.921726,1.793831,0.403316,0.925994,0.158742,0.146672,0.192514,0.106316,1.493416,2.104974,0.126433,0.966228,0.177883,0.125213,0.099976,0.14021,1,0,t-CS-m
0.856832,3.723269,0.227981,2.217108,0.20714,1.630482,0.276549,0.763501,0.463574,0.594056,0.183943,0.324574,0.328561,0.330192,0.895981,1.949571,0.393949,0.939335,0.156706,0.13518,0.18862,0.099654,1.339606,1.985248,0.120578,0.923529,0.169803,0.133976,0.097998,0.136685,1,0,t-CS-m
0.805065,3.793769,0.238841,2.230643,0.210967,1.64274,0.280743,0.745127,0.468391,0.586628,0.194571,0.304245,0.33977,0.342503,0.919573,1.959634,0.404722,0.905255,0.162681,0.141356,0.187205,0.110129,1.366794,2.06428,0.130541,0.957959,0.179132,0.136786,0.101447,0.162376,1,0,t-CS-m
0.840107,3.704456,0.232442,2.236007,0.2041,1.582353,0.274688,0.756506,0.453654,0.585205,0.18467,0.304813,0.343494,0.331729,0.931226,1.931226,0.392568,0.886874,0.167516,0.139946,0.188642,0.114025,1.420438,2.083908,0.140396,0.991909,0.177105,0.118819,0.093347,0.1822,1,0,t-CS-m
1.077532,5.546974,0.218651,6.327729,0.247627,2.05004,0.297468,1.048952,0.846519,0.788172,0.19818,0.375297,0.429589,0.334949,0.957818,1.923301,0.673622,1.41572,0.162517,0.158713,0.227021,0.132252,1.38842,2.102881,0.127217,0.823217,0.193846,0.110378,0.110937,0.143497,1,0,t-CS-m
1.043822,5.130132,0.214537,6.095551,0.246928,1.969515,0.281604,1.009812,0.830428,0.774888,0.192817,0.346385,0.418501,0.313804,0.961659,1.884123,0.701178,1.238751,0.159565,0.162467,0.227089,0.137949,1.401502,2.166847,0.124068,0.853462,0.199841,0.113033,0.115024,0.147619,1,0,t-CS-m
