@relation 'winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.RandomProjection-N9-R40-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 6 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute quality {3,4,5,6,7,8,9}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
64.832203,-247.013152,-17.855902,-0.381051,94.569974,14.417591,24.127468,-219.635976,0.086603,7,cluster2
64.980969,-229.867772,-16.11365,19.329687,92.664718,-6.424176,21.564033,-224.518437,-0.398372,7,cluster2
15.208722,-167.122534,-19.068563,1.125833,45.293129,15.482802,25.201339,-139.675626,-0.277128,5,cluster4
141.687506,-298.317485,-12.135926,-0.034641,161.946751,12.188442,18.550264,-276.809986,-0.034641,5,cluster1
45.645012,-267.331373,-16.293125,-4.537973,76.210236,15.046325,22.637904,-236.885938,-0.034641,7,cluster5
50.442031,-253.759785,-16.813502,-4.43405,81.059978,15.642151,23.261442,-223.073803,-0.103923,7,cluster5
56.38927,-396.542017,-15.941172,9.89001,84.87049,2.026499,22.464699,-380.681142,0,6,cluster1
106.507303,-371.514471,-17.161125,-0.588897,134.753553,15.512247,24.300673,-343.008448,1.03923,5,cluster2
22.597166,-217.652137,-16.46924,-1.307698,50.056268,15.394468,22.82843,-190.107264,0.320429,6,cluster5
43.319699,-203.667282,-18.549156,-1.316359,73.958569,16.087288,24.751006,-174.45673,0,7,cluster4
91.727402,-323.575081,-13.165595,22.118289,117.433045,-13.345451,19.191123,-323.657665,0.415692,5,cluster6
55.006002,-312.216482,-13.860338,13.232868,81.752798,-4.16385,19.901264,-302.696196,-0.051962,5,cluster6
32.89187,-336.634242,-13.336566,15.449893,61.834214,-9.134836,17.407111,-331.365793,-0.727461,5,cluster6
24.023094,-185.707474,-20.45597,-4.641896,59.236138,18.321633,26.275211,-152.059754,0.103923,6,cluster4
55.006002,-312.216482,-13.860338,13.232868,81.752798,-4.16385,19.901264,-302.696196,-0.051962,5,cluster6
32.89187,-336.634242,-13.336566,15.449893,61.834214,-9.134836,17.407111,-331.365793,-0.727461,5,cluster6
53.799438,-214.005062,-18.721529,-5.178832,85.736515,18.926119,24.54316,-181.231612,-0.433013,6,cluster4
43.736638,-181.526961,-18.374703,-8.504369,78.288697,18.526015,23.781058,-146.627385,-0.398372,6,cluster4
29.42983,-187.305152,-18.721183,-4.953665,61.314599,18.60569,24.179429,-155.277177,-0.294449,6,cluster4
78.369098,-277.789045,-16.633888,22.672545,105.828304,-8.733,22.724507,-274.856406,-0.34641,5,cluster2
8.772629,-180.14908,-15.07771,1.732051,37.412297,7.974362,20.213033,-158.761301,-0.294449,5,cluster3
24.881378,-286.979567,-16.116265,1.125833,55.598831,8.561527,22.222212,-262.963885,0.190526,5,cluster3
80.75822,-324.075747,-15.942177,9.993933,109.379008,0.95436,21.945084,-309.820207,-0.121244,6,cluster1
49.837199,-218.495577,-15.772886,3.377499,77.422671,8.71568,21.979725,-197.006092,-0.311769,7,cluster3
-1.884489,-152.458594,-17.161177,-1.073872,25.461147,17.032988,23.486609,-124.14992,-0.311769,7,cluster5
59.828464,-247.200058,-14.389913,-2.788602,84.524079,14.883513,20.351597,-221.267724,-0.225167,5,cluster5
33.892008,-255.989211,-15.939094,19.7627,61.661009,-7.35602,21.997045,-250.739573,-0.103923,6,cluster2
80.75822,-324.075747,-15.942177,9.993933,109.379008,0.95436,21.945084,-309.820207,-0.121244,6,cluster1
59.159252,-299.174347,-14.730036,5.80237,86.60254,4.475619,20.247674,-281.755493,-0.086603,5,cluster1
27.736144,-276.708159,-14.387332,1.489564,54.386395,9.372127,20.472841,-254.269337,0.727461,5,cluster3
56.931402,-171.997218,-20.629834,-2.979127,90.586257,18.484446,26.517698,-139.771928,-0.155885,7,cluster4
64.116814,-265.81808,-13.340498,13.891047,89.027412,-4.073783,19.243084,-257.676956,0.017321,5,cluster6
116.388705,-545.391536,-14.554336,4.936345,143.587012,5.52351,20.80193,-526.297581,0.311769,5,cluster1
106.874809,-375.996707,-15.771708,2.979127,134.753553,8.670646,21.494751,-354.720888,-0.069282,5,cluster1
87.927213,-361.714909,-15.597464,2.979127,116.220609,7.917204,21.079058,-340.85686,-0.017321,4,cluster1
70.58308,-253.691473,-17.509024,-3.186973,99.506319,17.545675,22.966994,-224.510435,-0.484974,7,cluster2
96.210018,-282.793875,-16.113477,16.471803,123.841633,-3.571489,21.512071,-274.718639,-0.502295,7,cluster2
27.088824,-160.677608,-19.41674,-4.693858,59.062933,19.670901,25.443826,-127.622249,-0.32909,6,cluster4
45.666247,-288.607435,-14.383954,5.78505,72.226519,4.57781,20.074469,-271.451194,-0.017321,6,cluster1
61.299945,-340.066456,-17.854776,-3.827832,92.145103,16.833802,23.677135,-309.643122,0.069282,6,cluster2
62.286591,-221.400815,-16.989375,-4.728499,91.798693,17.072825,22.274173,-191.745264,-0.173205,6,cluster5
8.072119,-182.586838,-17.683477,-6.564473,39.837169,17.644402,23.451968,-150.296007,-0.207846,8,cluster5
42.056618,-181.18741,-19.93348,6.80696,73.092544,10.392305,26.032724,-158.796843,-0.225167,7,cluster4
10.908283,-230.089267,-14.379659,6.391267,40.356784,1.835974,20.420879,-212.415074,-0.017321,5,cluster3
44.598438,-277.926743,-20.630596,-0.277128,76.03703,18.775431,26.985352,-247.1791,0.051962,7,cluster4
18.482957,-257.850161,-17.682264,-3.256256,47.804602,17.131715,23.729096,-228.249898,-0.225167,7,cluster5
15.13272,-244.148358,-20.105854,-6.83294,53.000755,17.521426,24.924211,-209.267903,0.770763,6,cluster4
63.108709,-327.129266,-14.383244,7.205331,89.720232,3.280504,20.10911,-311.148777,-0.242487,5,cluster1
44.598438,-277.926743,-20.630596,-0.277128,76.03703,18.775431,26.985352,-247.1791,0.051962,7,cluster4
44.66772,-277.961384,-20.630596,-0.32909,76.03703,18.827392,27.019993,-247.196421,0,7,cluster4
64.686971,-215.976274,-14.727559,16.71429,91.798693,-6.406856,20.853892,-209.138276,-0.259808,7,cluster6
-10.875374,-73.511527,-18.894769,-2.580756,22.343455,15.507051,24.976173,-42.813005,0.103923,6,cluster5
23.111343,-230.180303,-16.119608,2.909845,52.307934,7.912008,21.338866,-209.189025,0.173205,7,cluster3
23.163304,-230.178571,-16.119608,2.840563,52.307934,7.944917,21.338866,-209.208078,0.138564,7,cluster3
39.301861,-193.691882,-17.682611,-5.958255,70.321263,18.011596,22.949673,-162.2792,-0.398372,6,cluster5
35.922976,-288.455499,-19.069637,0.744782,66.164341,15.294009,25.21866,-261.03762,-0.103923,6,cluster4
20.928439,-279.249822,-14.907692,-4.607255,48.670628,14.580404,21.061738,-250.91361,0.242487,5,cluster5
35.70886,-209.859571,-14.208844,4.988306,63.39306,3.739498,20.264994,-191.837652,-0.173205,6,cluster3
69.142498,-240.567239,-20.629695,-4.156922,103.923048,18.34415,26.517698,-207.375741,-0.207846,6,cluster4
64.965277,-269.110951,-14.379971,12.436125,92.145103,-3.257988,19.797341,-259.441673,-0.138564,6,cluster6
6.189778,-255.627022,-19.236728,9.21451,39.144348,4.330127,25.132057,-236.898946,0.121244,6,cluster3
20.928439,-279.249822,-14.907692,-4.607255,48.670628,14.580404,21.061738,-250.91361,0.242487,5,cluster5
42.576979,-252.155715,-17.681069,-2.113102,72.053314,16.374808,23.902301,-222.963142,-0.138564,6,cluster5
30.538238,-199.116111,-17.682056,-1.957217,60.621778,15.191818,23.52125,-170.884583,-0.34641,7,cluster5
69.142498,-240.567239,-20.629695,-4.156922,103.923048,18.34415,26.517698,-207.375741,-0.207846,6,cluster4
82.36901,-339.710987,-14.210143,8.400446,108.426381,2.248202,20.039828,-325.032792,-0.242487,5,cluster1
64.965277,-269.110951,-14.379971,12.436125,92.145103,-3.257988,19.797341,-259.441673,-0.138564,6,cluster6
35.70886,-209.859571,-14.208844,4.988306,63.39306,3.739498,20.264994,-191.837652,-0.173205,6,cluster3
30.127777,-239.533481,-14.385929,-0.207846,56.984472,10.234688,20.316956,-216.134445,0.086603,6,cluster3
27.736854,-201.170981,-16.811493,13.128945,55.772036,0.623538,22.984314,-188.367246,0.017321,6,cluster3
18.848315,-316.400511,-15.255765,-4.052999,46.592167,14.871388,20.767289,-288.72608,-0.017321,6,cluster5
31.978092,-276.922777,-16.120959,-2.71932,60.102163,15.041129,22.187571,-249.031771,-0.034641,6,cluster5
27.736854,-201.170981,-16.811493,13.128945,55.772036,0.623538,22.984314,-188.367246,0.017321,6,cluster3
26.781836,-225.084333,-17.853114,12.921099,54.906011,2.901185,24.110147,-210.855535,-0.086603,6,cluster3
48.461119,-315.030528,-13.511659,22.759148,73.612159,-12.76175,18.75811,-316.180748,-0.484974,6,cluster6
10.413367,-210.5738,-16.987677,-3.706589,39.837169,16.362684,22.707186,-181.285375,-0.32909,5,cluster5
18.848315,-316.400511,-15.255765,-4.052999,46.592167,14.871388,20.767289,-288.72608,-0.017321,6,cluster5
30.127777,-239.533481,-14.385929,-0.207846,56.984472,10.234688,20.316956,-216.134445,0.086603,6,cluster3
6.983023,-149.530284,-18.200996,3.845153,37.239092,10.951757,23.988904,-125.935076,0.259808,7,cluster3
60.5685,-231.146961,-13.511313,23.018955,85.736515,-12.831032,19.554854,-231.535771,-0.225167,5,cluster6
60.5685,-231.146961,-13.511313,23.018955,85.736515,-12.831032,19.554854,-231.535771,-0.225167,5,cluster6
60.5685,-231.146961,-13.511313,23.018955,85.736515,-12.831032,19.554854,-231.535771,-0.225167,5,cluster6
102.772274,-366.7867,-14.556848,5.80237,129.21099,4.936345,20.490161,-349.502911,-0.207846,6,cluster1
95.844105,-365.381972,-14.556813,5.45596,122.455992,5.125138,20.472841,-347.755307,-0.225167,6,cluster1
86.805537,-375.851215,-14.900487,10.634792,115.181379,-0.926647,20.334276,-363.128262,-0.190526,6,cluster1
60.5685,-231.146961,-13.511313,23.018955,85.736515,-12.831032,19.554854,-231.535771,-0.225167,5,cluster6
82.213177,-344.643816,-14.383296,7.014806,108.772791,3.543776,20.12643,-328.431128,-0.32909,6,cluster1
100.198724,-325.774924,-13.683617,16.229316,127.82535,-8.23417,19.10452,-319.916297,-0.155885,5,cluster6
100.198724,-325.774924,-13.683617,16.229316,127.82535,-8.23417,19.10452,-319.916297,-0.155885,5,cluster6
27.354209,-296.783511,-15.600651,-0.623538,53.000755,15.018613,22.672545,-269.891552,-0.034641,5,cluster5
67.005598,-331.513312,-14.037059,7.707626,92.491513,3.264916,19.814661,-316.27369,-0.398372,5,cluster1
82.213177,-344.643816,-14.383296,7.014806,108.772791,3.543776,20.12643,-328.431128,-0.32909,6,cluster1
87.218787,-343.017438,-14.556519,7.084088,113.968943,3.528187,20.316956,-326.78393,-0.225167,6,cluster1
63.471712,-330.69109,-15.769612,4.832422,93.184333,5.005627,21.408148,-311.345503,-0.051962,6,cluster1
100.198724,-325.774924,-13.683617,16.229316,127.82535,-8.23417,19.10452,-319.916297,-0.155885,5,cluster6
84.931423,-262.698102,-16.982446,12.055074,113.968943,0.838313,23.053596,-248.984347,-0.225167,6,cluster2
15.089072,-146.341527,-15.602868,-1.004589,40.183579,15.384075,21.494751,-120.775349,-0.017321,6,cluster5
74.327081,-300.022792,-17.159843,3.827832,104.789074,7.795961,22.932353,-278.360934,-0.225167,6,cluster2
30.710733,-187.671429,-19.068407,0.883346,63.219854,12.839693,25.062775,-160.592027,-0.069282,7,cluster4
23.086038,-303.29642,-14.378221,15.69238,52.307934,-7.574258,18.792751,-296.876505,-0.467654,5,cluster6
35.14629,-202.664286,-19.586516,2.113102,68.589212,12.020433,25.339903,-176.239149,0.225167,7,cluster4
33.485946,-254.280439,-16.293194,-3.619986,63.219854,14.985704,22.585943,-224.787494,0.017321,6,cluster5
74.327081,-300.022792,-17.159843,3.827832,104.789074,7.795961,22.932353,-278.360934,-0.225167,6,cluster2
90.529446,-269.226167,-16.459332,22.430058,119.338301,-10.141157,22.482019,-266.254661,-0.155885,5,cluster2
22.504155,-180.256641,-15.254553,3.308217,47.284987,10.866887,21.47743,-158.861587,-0.190526,6,cluster3
42.125069,-238.603994,-16.47021,-3.06573,70.148058,15.75993,22.15293,-210.82855,-0.242487,6,cluster5
132.928318,-378.146182,-15.421834,16.298598,160.2147,-4.539705,21.252263,-370.255651,0.121244,6,cluster1
23.037194,-167.046722,-18.029731,-2.147743,52.82755,16.774912,23.677135,-138.071348,-0.034641,7,cluster5
56.289192,-348.473761,-14.205276,4.988306,82.792029,4.953665,20.178392,-330.542117,0.138564,5,cluster1
36.006565,-321.383067,-15.071613,3.290897,65.644726,5.714036,20.611405,-300.838866,0.259808,5,cluster1
6.033339,-262.401627,-15.599975,-2.944486,36.199862,12.437857,21.200302,-235.043365,0.294449,5,cluster5
23.037194,-167.046722,-18.029731,-2.147743,52.82755,16.774912,23.677135,-138.071348,-0.034641,7,cluster5
69.98334,-260.53006,-16.116906,9.734126,98.900101,1.631592,21.927763,-245.540545,0.017321,6,cluster2
132.928318,-378.146182,-15.421834,16.298598,160.2147,-4.539705,21.252263,-370.255651,0.121244,6,cluster1
42.125069,-238.603994,-16.47021,-3.06573,70.148058,15.75993,22.15293,-210.82855,-0.242487,6,cluster5
34.63291,-180.94333,-15.250153,8.764177,63.046649,1.269593,21.14834,-165.865204,-0.138564,7,cluster3
26.123258,-236.538783,-14.38075,15.423912,53.52037,-5.130334,20.316956,-228.014564,0.33775,5,cluster3
22.984765,-200.40822,-19.762249,2.424871,55.079216,13.035414,25.513108,-174.494177,0.069282,7,cluster4
78.802561,-259.470425,-14.381772,16.211996,104.442664,-5.296611,20.524802,-252.627716,0.017321,6,cluster6
26.123258,-236.538783,-14.38075,15.423912,53.52037,-5.130334,20.316956,-228.014564,0.33775,5,cluster3
69.741372,-313.530295,-14.730746,-3.135012,98.726896,11.78141,20.368917,-287.110284,-0.086603,6,cluster2
-1.348505,-103.792383,-16.469309,0.433013,27.193198,11.996184,22.256853,-79.146824,-0.103923,6,cluster5
-1.348505,-103.792383,-16.469309,0.433013,27.193198,11.996184,22.256853,-79.146824,-0.103923,6,cluster5
11.691603,-200.377234,-20.45526,2.251666,44.513706,14.285955,26.517698,-172.862395,0.381051,7,cluster4
58.632345,-275.748724,-16.988994,-3.238935,88.334591,15.441233,22.585943,-247.226697,0.069282,6,cluster2
67.094331,-231.516424,-15.593775,13.613919,95.78241,-3.095175,21.165661,-221.224336,-0.121244,6,cluster2
147.259566,-323.72835,-18.722863,-0.779423,176.322772,17.537014,24.144788,-295.653019,-0.294449,8,cluster2
67.094331,-231.516424,-15.593775,13.613919,95.78241,-3.095175,21.165661,-221.224336,-0.121244,6,cluster2
147.259566,-323.72835,-18.722863,-0.779423,176.322772,17.537014,24.144788,-295.653019,-0.294449,8,cluster2
46.453707,-219.180533,-19.069775,-3.533384,77.595876,18.626474,24.54316,-188.215137,-0.32909,6,cluster4
5.129053,-264.144226,-20.106927,5.386678,38.278323,10.123837,26.015403,-240.26361,0.225167,6,cluster4
6.538388,-152.133055,-18.896778,-0.978609,36.026657,17.80375,25.287942,-122.535563,0.077942,8,cluster4
-8.279463,-78.484678,-16.645268,-3.290897,18.879354,17.291063,22.741827,-49.773684,-0.190526,5,cluster5
66.609651,-434.884876,-14.20784,6.166101,92.837923,4.430586,20.715328,-417.249481,0.277128,5,cluster1
56.584056,-429.638979,-15.590501,11.60474,87.641771,-3.202562,21.321545,-416.935495,-0.017321,6,cluster1
16.757193,-188.979266,-14.211875,3.775871,40.876399,8.663718,20.507482,-169.347405,-0.242487,5,cluster3
18.298736,-198.486475,-14.385063,4.832422,42.95486,7.43223,20.663366,-179.741459,-0.225167,6,cluster3
27.04729,-272.623481,-15.942211,2.632717,56.638061,7.820209,21.737238,-250.629068,-0.294449,6,cluster3
27.081965,-279.380176,-15.942177,2.788602,56.638061,7.700698,21.737238,-257.538254,-0.34641,6,cluster3
74.536278,-292.416006,-13.34798,-2.251666,98.726896,12.522727,19.364328,-268.300802,0.190526,5,cluster2
-3.511837,-313.548931,-16.813987,-4.052999,26.500377,16.073431,22.811109,-283.523623,-0.051962,5,cluster5
-12.833042,-240.860994,-19.24163,-5.230793,20.264994,18.865497,25.287942,-207.324472,-0.069282,6,cluster4
85.452666,-283.023822,-14.729152,4.815101,114.142148,3.793191,20.698007,-264.56404,-0.242487,6,cluster1
11.299137,-218.755315,-17.678073,13.596599,40.529989,0.678964,23.763737,-205.649094,-0.034641,6,cluster3
43.00599,-195.802247,-19.070711,-3.481422,74.30498,17.971759,24.19675,-165.676757,-0.363731,6,cluster4
85.452666,-283.023822,-14.729152,4.815101,114.142148,3.793191,20.698007,-264.56404,-0.242487,6,cluster1
-12.833042,-240.860994,-19.24163,-5.230793,20.264994,18.865497,25.287942,-207.324472,-0.069282,6,cluster4
-3.511837,-313.548931,-16.813987,-4.052999,26.500377,16.073431,22.811109,-283.523623,-0.051962,5,cluster5
35.956595,-398.427891,-13.510776,20.264994,61.314599,-9.782623,19.191123,-395.959892,0,7,cluster6
45.022478,-263.712114,-16.984941,-1.03923,73.265749,15.740878,23.729096,-235.222442,-0.069282,6,cluster5
46.071166,-268.995804,-20.976521,1.732051,78.288697,16.461411,27.227839,-240.227133,-0.051962,7,cluster4
17.496207,-191.622947,-19.933411,-0.917987,51.268704,15.233387,25.391865,-162.304315,0.121244,7,cluster4
44.918174,-244.30833,-18.544167,11.25833,76.210236,2.71066,24.491198,-228.143169,0.069282,8,cluster2
44.918174,-244.30833,-18.544167,11.25833,76.210236,2.71066,24.491198,-228.143169,0.069282,8,cluster2
41.627243,-250.28394,-18.370997,12.037753,72.746134,1.758032,24.317993,-235.071338,0.069282,8,cluster2
23.36947,-224.048791,-17.853339,-3.827832,54.732806,16.483928,23.711776,-193.427415,-0.277128,6,cluster5
17.496207,-191.622947,-19.933411,-0.917987,51.268704,15.233387,25.391865,-162.304315,0.121244,7,cluster4
54.369456,-209.101453,-18.030268,-3.013768,84.350874,17.138643,23.711776,-179.518787,-0.294449,5,cluster4
-12.894564,-233.989118,-19.415735,-1.151814,17.666918,17.959635,25.668993,-203.838686,-0.181865,5,cluster4
-6.280451,-198.643746,-18.465428,108.002028,27.366403,-94.464319,23.902301,-278.016637,0.632199,6,cluster2
38.790785,-386.266608,-16.288431,5.646486,67.723187,6.247507,22.187571,-366.742481,-0.190526,6,cluster1
38.790785,-385.31398,-16.288431,6.599114,67.723187,5.294879,22.187571,-366.742481,-0.190526,6,cluster1
38.790785,-385.31398,-16.288431,6.599114,67.723187,5.294879,22.187571,-366.742481,-0.190526,6,cluster1
46.176059,-266.107506,-14.030027,29.808594,71.706903,-19.352204,19.953225,-273.374359,-0.017321,5,cluster6
-6.073367,-139.347748,-19.410158,10.998523,27.712813,2.123494,25.080096,-122.39977,-0.103923,6,cluster3
46.176059,-266.107506,-14.030027,29.808594,71.706903,-19.352204,19.953225,-273.374359,-0.017321,5,cluster6
55.764276,-324.237278,-14.556986,4.884383,82.965234,5.462888,20.022507,-305.952087,-0.034641,5,cluster1
57.496327,-327.685792,-14.556986,4.867063,84.697284,5.481941,20.005187,-309.397136,-0.051962,5,cluster1
38.790785,-386.266608,-16.288431,5.646486,67.723187,6.247507,22.187571,-366.742481,-0.190526,6,cluster1
91.012411,-342.906153,-14.209676,8.435087,117.086635,2.447388,19.78002,-328.280855,-0.450333,5,cluster1
75.059877,-332.914299,-14.556432,8.417767,101.844587,2.310556,20.178392,-318.007715,-0.311769,5,cluster1
45.239331,-218.52949,-21.669792,-1.229756,78.808312,19.393773,27.522287,-186.579873,0.121244,7,cluster4
48.924027,-273.99433,-14.555635,11.639381,75.863825,-0.992465,19.987866,-262.439126,-0.311769,5,cluster6
8.440284,-163.399941,-17.159427,7.188011,37.065887,6.533296,22.793789,-144.974385,-0.173205,8,cluster3
45.239331,-218.52949,-21.669792,-1.229756,78.808312,19.393773,27.522287,-186.579873,0.121244,7,cluster4
48.924027,-273.99433,-14.555635,11.639381,75.863825,-0.992465,19.987866,-262.439126,-0.311769,5,cluster6
40.323321,-228.792342,-18.029471,-3.117691,70.840878,16.929065,23.936942,-198.677798,-0.017321,7,cluster4
57.901835,-249.561432,-19.763323,-3.550704,89.547027,19.527141,25.478467,-217.641953,-0.363731,7,cluster4
91.012411,-342.906153,-14.209676,8.435087,117.086635,2.447388,19.78002,-328.280855,-0.450333,5,cluster1
75.059877,-332.914299,-14.556432,8.417767,101.844587,2.310556,20.178392,-318.007715,-0.311769,5,cluster1
-2.871221,-158.256963,-16.467819,5.45596,23.555891,9.217974,22.689866,-138.07961,-0.277128,6,cluster3
9.25672,-179.32724,-18.196285,20.628725,37.239092,-4.089372,24.352634,-172.694767,-0.294449,8,cluster3
8.440284,-163.399941,-17.159427,7.188011,37.065887,6.533296,22.793789,-144.974385,-0.173205,8,cluster3
45.020123,-244.405567,-16.987296,-3.74123,74.9978,15.969508,23.278763,-214.380051,-0.103923,6,cluster5
76.085545,-265.738146,-13.686648,12.990381,103.057023,-4.153458,18.636867,-256.908185,-0.935307,5,cluster6
77.800293,-274.72574,-13.686631,9.19719,104.789074,-0.344678,18.619546,-262.088767,-0.935307,5,cluster6
88.898651,-338.585345,-14.556744,4.451371,116.047404,6.006752,20.12643,-319.663244,-0.363731,6,cluster1
23.331885,-293.860312,-19.415129,1.143154,53.347165,16.352292,25.287942,-266.267599,0.017321,7,cluster4
18.412843,-203.506166,-19.241941,-1.645448,51.615114,14.765733,24.785647,-174.42732,-0.086603,7,cluster4
22.157953,-252.476023,-17.159601,-3.862473,52.654345,15.917547,22.672545,-222.919962,-0.034641,5,cluster5
30.71515,-217.546621,-15.773094,-2.771281,58.370112,14.989168,21.685276,-189.970293,-0.311769,6,cluster5
23.331885,-293.860312,-19.415129,1.143154,53.347165,16.352292,25.287942,-266.267599,0.017321,7,cluster4
3.116167,-157.995735,-20.803454,-3.810512,35.853452,21.075594,26.91607,-124.068739,-0.34641,7,cluster4
8.020538,-156.354547,-17.336685,-3.654627,37.412297,17.220049,23.555891,-126.073657,0.207846,5,cluster5
24.287301,-248.801685,-16.987469,-3.879794,54.039985,16.260493,22.672545,-219.337007,-0.415692,5,cluster5
3.116167,-157.995735,-20.803454,-3.810512,35.853452,21.075594,26.91607,-124.068739,-0.34641,7,cluster4
104.937684,-266.306622,-14.383296,13.198227,129.903811,-1.718194,19.745379,-257.344298,-0.623538,4,cluster6
90.725722,-242.569351,-18.029748,-0.606218,119.511506,16.433698,24.387275,-214.241729,-0.225167,6,cluster2
70.09284,-234.424209,-14.214733,-3.784531,96.47523,14.4505,19.035238,-208.409221,-0.857365,5,cluster5
56.632519,-437.667069,-15.420795,6.062178,84.177669,6.415516,21.373507,-418.451004,-0.103923,5,cluster1
26.491752,-275.917391,-16.463108,10.600151,54.5596,2.244738,22.585943,-261.191564,-0.069282,5,cluster3
10.948016,-125.069934,-19.761245,1.264397,44.340501,12.869138,25.357224,-98.191415,-0.121244,6,cluster4
74.886481,-318.01712,-14.729828,4.399409,102.537408,5.703643,20.351597,-299.02598,-0.242487,6,cluster1
54.113701,-304.666767,-16.467369,0.710141,81.926003,12.335666,22.412737,-280.281432,0.051962,6,cluster2
75.648878,-354.812513,-14.036713,8.573651,101.324972,2.211829,19.745379,-340.519284,-0.398372,6,cluster1
73.353807,-270.884363,-18.202399,-2.909845,102.883818,18.075682,24.629762,-240.261151,-0.294449,7,cluster2
73.353807,-270.884363,-18.202399,-2.909845,102.883818,18.075682,24.629762,-240.261151,-0.294449,7,cluster2
35.570157,-300.579335,-17.673084,21.702597,65.991136,-8.632541,23.694455,-295.696476,-0.103923,5,cluster2
84.827639,-255.01805,-16.982308,14.618509,113.622533,-1.264397,23.001635,-243.708659,-0.207846,5,cluster2
38.356958,-339.465677,-14.557194,7.222652,65.12511,3.66502,20.178392,-323.251603,0.034641,5,cluster1
4.886029,-157.214874,-17.336183,-3.74123,33.948196,17.318776,23.018955,-127.690163,-0.225167,6,cluster5
19.488828,-222.776583,-17.854188,-0.259808,50.575884,13.322935,24.006224,-195.305841,0.277128,7,cluster4
70.392104,-233.130748,-17.68268,-2.37291,99.073306,17.11093,23.954263,-203.969594,-0.207846,6,cluster2
54.113701,-304.666767,-16.467369,0.710141,81.926003,12.335666,22.412737,-280.281432,0.051962,6,cluster2
75.648878,-354.812513,-14.036713,8.573651,101.324972,2.211829,19.745379,-340.519284,-0.398372,6,cluster1
43.88291,-283.647898,-16.288535,9.474318,73.265749,1.887935,22.187571,-268.027605,-0.069282,6,cluster2
6.306951,-171.482868,-17.681952,-2.338269,36.199862,15.600582,23.261442,-143.300046,-0.242487,7,cluster5
40.996534,-184.40563,-17.512142,-2.667358,68.935622,17.729272,23.53857,-155.422739,-0.121244,7,cluster5
21.514427,-186.442522,-17.681883,0.952628,51.095499,13.205155,23.677135,-160.556537,0.069282,6,cluster4
12.326001,-197.09453,-16.469344,-0.233827,38.971143,15.188354,22.551302,-170.862343,-0.00866,6,cluster5
23.888999,-186.90678,-15.601759,-2.078461,50.056268,15.333846,21.390827,-160.456009,-0.34641,6,cluster5
25.586409,-183.444411,-15.601759,-2.04382,51.788319,15.266296,21.390827,-157.024816,-0.277128,6,cluster5
24.028741,-193.345368,-17.159427,1.593487,55.425626,9.250883,22.984314,-169.27679,-0.155885,5,cluster3
10.172525,-170.224031,-17.159237,7.395857,38.971143,6.134924,22.863071,-151.95474,-0.121244,7,cluster3
6.306951,-171.482868,-17.681952,-2.338269,36.199862,15.600582,23.261442,-143.300046,-0.242487,7,cluster5
50.385237,-180.505796,-18.550385,-1.905256,79.327927,18.714809,25.010814,-150.142703,-0.242487,5,cluster4
79.123684,-278.418368,-15.602175,-2.823243,106.69433,14.249582,21.945084,-251.069563,0.415692,5,cluster2
22.634024,-377.66197,-14.726312,9.959292,51.441909,-1.262665,19.935905,-365.110698,0.103923,5,cluster1
80.987907,-238.968642,-13.859195,19.866623,106.867535,-10.224296,19.43361,-236.877676,-0.086603,5,cluster6
16.914758,-164.704626,-15.595836,9.127908,45.552936,1.312895,21.027097,-150.182211,-0.190526,5,cluster3
44.844406,-301.425459,-18.895064,-6.270024,77.769081,19.137429,24.525839,-267.84768,-0.32909,5,cluster2
52.362598,-203.46477,-16.642306,-0.987269,78.461902,16.977562,22.84575,-176.027561,-0.398372,6,cluster5
32.532729,-197.33293,-17.333013,4.953665,61.314599,8.873296,23.330724,-176.253109,-0.121244,6,cluster3
61.422679,-273.041529,-17.680082,2.909845,91.625488,10.570706,23.833019,-248.998585,0.121244,7,cluster2
30.847548,-254.01592,-19.070157,-1.143154,59.928958,19.253477,24.820288,-224.203308,-0.69282,7,cluster4
46.939183,-195.050831,-20.108504,1.437602,78.981517,15.056718,25.859519,-167.502044,-0.034641,8,cluster4
61.422679,-273.041529,-17.680082,2.909845,91.625488,10.570706,23.833019,-248.998585,0.121244,7,cluster2
66.305763,-225.988203,-16.468945,-4.070319,94.569974,17.001811,21.997045,-196.874681,-0.259808,6,cluster5
98.003418,-280.12579,-15.948204,-5.161511,126.959324,16.078628,21.581353,-250.626539,-0.207846,6,cluster2
32.532729,-197.33293,-17.333013,4.953665,61.314599,8.873296,23.330724,-176.253109,-0.121244,6,cluster3
1.177933,-186.042903,-19.416151,0.311769,29.618069,18.674972,25.859519,-157.093683,-0.363731,6,cluster4
13.05904,-164.413814,-19.590118,-3.238935,44.167296,19.284654,25.547749,-132.858066,-0.294449,6,cluster4
