@relation winequality-white-weka.filters.unsupervised.attribute.NumericToNominal-Rlast_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute quality {3,4,5,6,7,8,9}

@data
-0.019998,0.051562,0.052126,0.088586,0.053603,0.050399,0.000279,0.051409,0.022024,0.034749,-0.028269,6
0.015838,0.036135,0.026942,0.121503,0.047016,0.084894,-0.008373,0.056843,-0.001597,0.043884,-0.029947,7
-0.011285,0.045829,0.036113,0.103645,0.050616,0.045891,-0.012728,0.035936,0.016665,0.041212,-0.022201,6
0.004378,0.04512,0.038372,0.121626,0.044457,0.049321,0.017214,0.049281,0.031983,0.029474,-0.027769,5
0.000635,0.011082,0.026673,0.098821,0.040502,0.017992,-0.033727,0.04536,0.004314,0.039079,-0.035572,5
0.019735,0.070179,0.047383,0.075187,0.078851,0.033189,-0.009455,0.008694,-0.027892,0.07307,-0.019436,5
-0.001859,0.034574,0.046368,0.102868,0.046154,0.03445,0.000647,0.042032,0.007404,0.022882,-0.033713,6
-0.013573,0.04898,0.02781,0.101269,0.048694,0.038412,0.000794,0.034903,0.010971,0.011333,-0.027894,5
-0.011606,0.034203,0.03723,0.088248,0.055443,0.045201,-0.012708,0.053223,0.031364,0.030337,-0.010533,6
0.003424,0.017599,0.052644,0.085863,0.057103,0.042784,-0.013376,0.044979,0.010412,0.023607,-0.007564,5
-0.005639,0.033029,0.036483,0.089458,0.061621,0.046219,-0.031407,0.024256,0.034194,0.02863,0.000001,5
0.003831,0.056224,0.037477,0.100213,0.064223,0.03312,-0.004435,0.022789,0.011529,0.042604,-0.019023,5
-0.00021,0.023721,0.012904,0.1059,0.048693,0.024635,-0.022364,0.034685,0.002486,0.03793,-0.00255,5
0.00146,0.026657,0.03151,0.095941,0.043005,0.024417,-0.019602,0.037184,0.007859,0.037462,-0.012523,6
0.000227,-0.003868,0.051199,0.091107,0.047735,0.053207,0.003432,0.042105,0.011995,0.042885,-0.035398,6
-0.011852,0.031456,0.048879,0.087677,0.060266,0.058734,-0.013517,0.059574,0.02455,0.014007,0.002576,6
-0.013304,0.041048,0.058229,0.082563,0.056658,0.045112,-0.009213,0.060064,0.024165,0.011421,-0.009617,7
-0.025755,0.029209,0.00994,0.093993,0.080502,0.044384,-0.000102,0.015089,-0.022771,0.058317,0.001648,5
-0.000304,0.05817,0.048813,0.101544,0.040696,0.056263,-0.014444,0.060172,0.00295,0.049762,-0.012113,4
-0.024336,0.062,0.029955,0.11769,0.024219,0.047219,-0.007105,0.0305,-0.00311,0.047469,-0.04007,3
0.01852,0.030055,0.027161,0.107812,0.06543,0.050985,-0.00836,0.065417,0.030627,0.04909,-0.010014,6
0.008135,0.027894,0.036783,0.104348,0.06102,0.070148,-0.006169,0.058609,0.020545,0.046996,-0.02522,6
0.01852,0.030055,0.027161,0.107812,0.06543,0.050985,-0.00836,0.065417,0.030627,0.04909,-0.010014,6
-0.007104,0.038333,0.051862,0.082074,0.044478,0.038309,0.001446,0.04647,0.00461,0.022317,-0.025466,6
0.030069,-0.000912,0.010274,0.112053,0.068909,0.027304,-0.00444,0.038555,0.002917,0.010129,-0.01207,5
0.008857,0.054949,0.035302,0.086972,0.070733,0.035491,-0.042007,0.036568,0.017778,0.024056,-0.005722,4
0.010067,0.054662,0.03342,0.085937,0.071088,0.034541,-0.043485,0.036145,0.017679,0.023376,-0.004962,4
-0.021003,0.031982,0.032175,0.092523,0.059989,0.048895,-0.010627,0.04435,0.01926,0.017315,-0.01971,6
-0.003082,0.046897,0.039995,0.096506,0.03925,0.031546,-0.00672,0.06261,0.012782,0.027439,-0.009382,8
-0.018078,0.040698,0.044095,0.092743,0.038276,0.048436,-0.004154,0.058554,0.008554,0.034667,-0.035444,6
-0.003082,0.046897,0.039995,0.096506,0.03925,0.031546,-0.00672,0.06261,0.012782,0.027439,-0.009382,8
-0.030974,0.007519,0.023604,0.09453,0.046032,0.017785,0.020066,0.036997,-0.006315,0.032036,-0.012297,5
0.00502,0.045481,0.021816,0.102469,0.05352,0.035271,-0.029679,0.041867,0.016399,0.037507,-0.002871,4
0.003594,0.045596,0.021773,0.102323,0.053562,0.035511,-0.02856,0.041589,0.015928,0.037413,-0.003376,4
0.008272,0.058356,0.026892,0.112947,0.045481,0.034565,-0.000772,0.061527,0.008634,0.042093,-0.016856,4
-0.01111,0.04578,0.043806,0.103345,0.050968,0.077579,-0.009039,0.042954,0.011959,0.050227,-0.044971,8
-0.004812,0.038664,0.038685,0.093807,0.053026,0.0532,-0.011681,0.044497,0.027729,0.034004,-0.022973,8
-0.002576,0.036131,0.022478,0.086672,0.045457,0.023976,-0.029451,0.062322,-0.003842,0.03478,-0.030539,6
-0.011862,0.050043,0.041308,0.078844,0.069247,0.017547,-0.005849,0.036454,0.016304,0.046214,-0.017212,7
-0.011451,0.049879,0.041484,0.07821,0.070366,0.017407,-0.005619,0.03593,0.016466,0.046718,-0.017791,6
-0.021494,0.000885,0.010336,0.10148,0.052274,0.066019,-0.028591,0.006085,-0.022364,0.055573,-0.006093,5
0.000749,0.042044,0.034325,0.104118,0.06891,0.047798,-0.032766,0.040838,0.023527,0.018901,-0.005387,5
0.034029,0.019469,0.023492,0.100357,0.037811,0.01942,-0.032288,0.051557,-0.014286,0.011223,-0.029688,5
0.006971,0.050893,0.041434,0.101571,0.048542,0.04316,-0.003636,0.074107,0.00327,0.045666,-0.013651,6
-0.008852,0.043662,0.027596,0.120353,0.041521,0.058732,0.003297,0.049924,0.016,0.04746,-0.04102,6
-0.021867,0.053634,0.052515,0.07581,0.056625,0.051079,-0.012859,0.05068,0.025722,0.011186,-0.017205,6
-0.006156,0.054853,0.023607,0.113852,0.043743,0.020684,-0.001527,0.039713,0.020564,0.012812,-0.043491,4
-0.008429,0.051198,0.026441,0.119647,0.046639,0.023491,0.010725,0.040512,0.022504,0.016918,-0.030098,4
0.003408,0.007357,0.029326,0.097287,0.046475,0.026019,-0.014069,0.043457,0.028289,0.043005,-0.04098,6
0.005245,0.058556,-0.001145,0.128251,0.050542,0.03973,-0.032284,0.069165,0.005814,0.033873,-0.081468,6
-0.002933,0.048548,0.016292,0.117386,0.043703,0.012161,-0.000211,0.036081,0.026927,0.009385,-0.042415,5
0.001542,0.017792,0.041662,0.08456,0.042528,0.018946,-0.02224,0.048815,0.018186,0.047588,-0.020544,5
0.010327,0.044069,0.03475,0.119707,0.046658,0.072715,-0.007011,0.054623,0.009382,0.050209,-0.052529,6
-0.000572,0.040084,0.041135,0.101751,0.04644,0.056454,-0.009109,0.048575,0.015169,0.025023,-0.035391,6
0.019513,0.012059,0.03517,0.10487,0.024246,0.057449,-0.042043,0.013284,-0.005711,0.053754,-0.035999,5
-0.016022,0.047627,0.03569,0.095165,0.043621,0.034994,-0.018899,0.050771,0.020588,0.020695,-0.028296,4
0.016354,0.031712,0.028186,0.097068,0.061281,0.031301,-0.032584,0.059634,0.017796,0.017397,0.000032,6
0.020661,0.003992,0.042433,0.094162,0.040086,0.022778,-0.01577,0.047439,-0.003399,0.023183,-0.028629,6
-0.002014,0.03041,0.044976,0.084556,0.066757,0.040253,-0.045714,0.027779,0.012298,0.031816,-0.025062,4
-0.016022,0.047627,0.03569,0.095165,0.043621,0.034994,-0.018899,0.050771,0.020588,0.020695,-0.028296,4
0.003168,0.04684,0.041538,0.079945,0.072474,0.042728,-0.049336,0.026213,0.00387,0.020188,-0.020146,4
-0.001361,0.052621,0.035361,0.108792,0.036405,0.01718,-0.002748,0.040615,0.015941,0.04049,-0.033684,5
0.014942,0.032885,0.028466,0.098508,0.061172,0.030487,-0.033121,0.058885,0.01892,0.018148,0.000537,6
0.009608,0.014024,0.03953,0.108928,0.020516,0.067457,-0.043337,0.000044,-0.004474,0.062101,-0.036199,5
-0.020849,0.049494,0.047029,0.099046,0.020088,0.034033,-0.020242,0.031491,0.013599,0.058765,-0.017829,5
-0.018936,0.000643,0.048125,0.077881,0.065881,0.043582,-0.017434,0.03235,-0.013331,0.030312,-0.02148,5
0.020769,0.038439,0.031972,0.128146,0.050446,0.070774,-0.000127,0.067038,-0.00013,0.053884,-0.047236,7
-0.00796,0.010929,0.024619,0.086321,0.05467,0.034314,-0.013848,0.047462,0.000978,0.030575,-0.015981,5
0.00687,0.044138,0.03749,0.080995,0.073883,0.050098,-0.053826,0.022577,0.001738,0.020766,-0.019413,5
-0.011539,0.04905,0.029917,0.094747,0.044342,0.038344,-0.022894,0.049609,0.015998,0.015921,-0.028531,6
0.00687,0.044138,0.03749,0.080995,0.073883,0.050098,-0.053826,0.022577,0.001738,0.020766,-0.019413,5
-0.011539,0.04905,0.029917,0.094747,0.044342,0.038344,-0.022894,0.049609,0.015998,0.015921,-0.028531,6
0.014528,0.038915,0.027468,0.105484,0.055668,0.042245,-0.015959,0.058395,0.027141,0.041157,-0.013069,6
0.010241,0.005647,0.022036,0.10161,0.047034,0.032574,-0.020876,0.035886,0.0276,0.044959,-0.034331,6
0.014528,0.038915,0.027468,0.105484,0.055668,0.042245,-0.015959,0.058395,0.027141,0.041157,-0.013069,6
0.010241,0.005647,0.022036,0.10161,0.047034,0.032574,-0.020876,0.035886,0.0276,0.044959,-0.034331,6
-0.002165,0.015498,0.044055,0.086184,0.041616,0.025133,-0.02495,0.043162,0.01963,0.050212,-0.015993,5
-0.002424,0.023825,0.048373,0.084382,0.036844,0.02379,-0.024345,0.038141,0.018377,0.048231,-0.009678,5
-0.000036,0.016302,0.042826,0.085572,0.042841,0.023548,-0.025862,0.044553,0.018594,0.049533,-0.015601,5
0.012616,0.005833,0.039881,0.091522,0.042939,0.02332,-0.026745,0.033434,0.00835,0.041234,-0.025479,6
0.031958,0.003595,0.025477,0.100334,0.043234,0.019597,-0.026758,0.048337,-0.00149,0.021807,-0.021788,6
-0.008316,0.046726,0.024409,0.105453,0.035713,0.03682,-0.024239,0.048736,-0.008737,0.039442,0.000397,4
0.010157,0.029302,0.032707,0.096976,0.043482,0.042826,-0.021011,0.032975,-0.005626,0.043561,-0.009337,5
0.009796,0.035985,0.032187,0.099934,0.045337,0.030018,-0.008423,0.041876,0.018641,0.034905,-0.028427,6
0.010157,0.029302,0.032707,0.096976,0.043482,0.042826,-0.021011,0.032975,-0.005626,0.043561,-0.009337,5
-0.025953,0.031178,0.038255,0.090606,0.053826,0.045846,-0.020803,0.041847,0.010263,0.003993,-0.042322,6
0.021044,0.04729,0.045582,0.074202,0.088234,0.041328,-0.008978,0.011721,-0.005889,0.066447,-0.044771,5
0.003893,0.057968,-0.006513,0.105019,0.051551,0.025625,-0.057488,0.082091,0.006714,0.018815,-0.049063,6
0.026305,0.021495,0.030221,0.09313,0.047398,0.022632,-0.01286,0.04597,-0.012768,0.032253,-0.012879,5
0.003629,0.035496,0.009374,0.101082,0.054255,0.027434,-0.035305,0.04727,0.009613,0.052514,-0.00898,5
0.026305,0.021495,0.030221,0.09313,0.047398,0.022632,-0.01286,0.04597,-0.012768,0.032253,-0.012879,5
-0.000451,0.035489,0.009949,0.100743,0.052752,0.029417,-0.034028,0.045336,0.008292,0.052989,-0.012996,5
0.001069,0.036306,0.011402,0.10028,0.05335,0.027551,-0.033505,0.046546,0.009547,0.052415,-0.011477,5
-0.010816,0.039735,0.039978,0.085991,0.047324,0.042991,-0.027123,0.049427,0.004416,0.01471,-0.021335,6
-0.014273,0.052819,0.033968,0.095722,0.047293,0.0411,-0.023162,0.05108,0.015511,0.030152,-0.023134,6
-0.016928,0.026952,0.034632,0.094998,0.060046,0.042436,-0.027843,0.043483,0.036065,0.040624,-0.030365,6
-0.007585,0.024292,0.045221,0.095929,0.028456,0.055575,-0.034026,0.024291,0.000409,0.045175,-0.030508,5
-0.007585,0.024292,0.045221,0.095929,0.028456,0.055575,-0.034026,0.024291,0.000409,0.045175,-0.030508,5
-0.004106,0.036912,0.034261,0.099703,0.049695,0.044477,-0.01211,0.056979,0.033306,0.029404,-0.023458,7
-0.015726,0.036871,0.037552,0.09175,0.053152,0.049026,-0.021067,0.057175,0.030966,0.02894,-0.013642,6
-0.007209,0.002687,0.034299,0.081924,0.044219,0.032277,-0.02768,0.04461,0.002867,0.016266,-0.033349,5
0.000704,0.016755,0.023678,0.104794,0.036609,0.026879,-0.020973,0.044364,0.00683,0.035146,-0.028941,6
-0.003179,0.030722,0.031991,0.115223,0.046183,0.043491,-0.010912,0.041966,0.0133,0.032182,-0.032388,6
-0.003179,0.030722,0.031991,0.115223,0.046183,0.043491,-0.010912,0.041966,0.0133,0.032182,-0.032388,6
0.000704,0.016755,0.023678,0.104794,0.036609,0.026879,-0.020973,0.044364,0.00683,0.035146,-0.028941,6
0.001024,0.023909,0.044955,0.084864,0.032709,0.027712,-0.019919,0.048914,-0.018733,0.032933,-0.02519,5
0.001024,0.023909,0.044955,0.084864,0.032709,0.027712,-0.019919,0.048914,-0.018733,0.032933,-0.02519,5
-0.006419,0.060551,0.035745,0.105378,0.028081,0.012311,0.003203,0.036371,0.004464,0.039333,-0.035441,5
-0.005363,0.059798,0.036223,0.105692,0.028433,0.011792,0.004715,0.03618,0.00644,0.038784,-0.035301,5
-0.001889,0.024698,0.044048,0.098837,0.055754,0.047622,-0.027248,0.050368,0.014507,0.015346,-0.017113,7
-0.015716,0.04943,0.045508,0.084354,0.029742,0.006306,-0.022894,0.03701,0.015095,0.05868,-0.013051,5
-0.043276,0.01168,0.013969,0.104628,0.044115,0.018924,0.01788,0.03146,-0.016206,0.040091,-0.011615,5
-0.044151,0.012969,0.01348,0.10543,0.043892,0.018177,0.018341,0.032413,-0.016617,0.038921,-0.010053,5
-0.01951,0.049472,0.02878,0.105288,0.041487,0.029118,-0.022088,0.045664,0.014463,0.038805,-0.026271,6
-0.040269,0.052104,0.038342,0.083113,0.037198,0.023158,-0.010206,0.061504,0.007516,0.04893,-0.008911,6
-0.003988,0.04844,0.053297,0.095213,0.031835,0.03034,-0.019314,0.030673,0.023716,0.050185,-0.019012,5
-0.000868,0.043565,0.02344,0.106176,0.047854,0.016774,-0.016597,0.036441,0.01993,0.043039,-0.012503,5
-0.006041,0.028897,0.020623,0.098997,0.059943,0.077384,-0.023154,0.066144,-0.000626,0.036035,0.004551,7
0.023211,0.036748,0.050103,0.107233,0.034012,0.044878,0.00755,0.053,0.010688,0.015919,-0.033789,6
0.008938,0.031767,0.042769,0.083759,0.038431,0.03328,-0.025007,0.066663,-0.024456,0.034597,-0.019905,6
-0.014166,0.050877,0.038716,0.09298,0.045431,0.052083,-0.004488,0.057379,0.008636,0.045224,-0.014607,7
-0.003107,0.061619,0.05284,0.111125,0.037861,0.04709,-0.032843,0.009264,0.013851,0.050649,-0.039541,5
-0.006673,0.05164,0.028456,0.071107,0.087876,0.014725,0.005515,0.011495,0.000209,0.061996,-0.030222,6
-0.014166,0.050877,0.038716,0.09298,0.045431,0.052083,-0.004488,0.057379,0.008636,0.045224,-0.014607,7
-0.008058,0.015845,0.02487,0.090844,0.052352,0.025567,-0.020082,0.045899,0.008023,0.050998,-0.004907,6
-0.00133,0.03366,0.048552,0.085224,0.049604,0.039253,-0.014971,0.048452,-0.006818,0.012198,-0.006769,6
-0.015959,0.054166,0.030415,0.097996,0.044975,0.036405,-0.020708,0.041496,0.010857,0.039894,-0.028485,5
-0.005685,0.030555,0.014595,0.10891,0.044802,0.029033,-0.03068,0.044026,0.00144,0.058827,0.000468,6
-0.012131,0.020868,0.026899,0.091091,0.050983,0.02401,-0.019227,0.046123,0.007608,0.050964,-0.004488,6
-0.008058,0.015845,0.02487,0.090844,0.052352,0.025567,-0.020082,0.045899,0.008023,0.050998,-0.004907,6
-0.002003,0.022581,0.042046,0.085106,0.039601,0.018955,-0.028952,0.038188,0.015499,0.050582,-0.016637,5
0.007443,0.01495,0.024447,0.101861,0.050146,0.028121,-0.014478,0.043127,0.02114,0.043068,-0.034296,6
-0.005593,0.037261,0.046432,0.076232,0.046802,0.01137,-0.001508,0.036779,-0.009248,0.043277,-0.024686,5
0.012808,0.048873,0.026044,0.118136,0.041943,0.036065,-0.007822,0.063073,0.01537,0.055109,-0.037654,6
0.012808,0.048873,0.026044,0.118136,0.041943,0.036065,-0.007822,0.063073,0.01537,0.055109,-0.037654,6
0.019226,0.019299,0.052284,0.070593,0.054954,0.0337,-0.015901,0.052935,-0.027282,0.0283,-0.012219,6
-0.026896,0.045125,0.019845,0.106622,0.044291,0.052695,-0.018797,0.037531,-0.007702,0.007693,-0.039532,6
0.006109,0.033015,0.038585,0.081831,0.062051,0.016925,-0.021463,0.045805,0.01341,0.053315,-0.000154,5
0.019226,0.019299,0.052284,0.070593,0.054954,0.0337,-0.015901,0.052935,-0.027282,0.0283,-0.012219,6
0.00892,0.037159,0.050256,0.099967,0.041122,0.033638,-0.01558,0.042221,-0.004036,0.022563,-0.026158,4
0.00892,0.037159,0.050256,0.099967,0.041122,0.033638,-0.01558,0.042221,-0.004036,0.022563,-0.026158,4
-0.006088,0.038113,0.036432,0.090393,0.046385,0.02017,-0.018307,0.055025,0.024933,0.05372,-0.013142,5
0.016457,0.037588,0.053189,0.111035,0.034136,0.041636,0.006878,0.055201,0.007138,0.018267,-0.032327,5
-0.009136,0.017121,0.051366,0.075871,0.042204,0.030739,-0.002785,0.048233,-0.014262,0.009326,-0.016897,5
-0.009136,0.017121,0.051366,0.075871,0.042204,0.030739,-0.002785,0.048233,-0.014262,0.009326,-0.016897,5
0.007852,0.028707,0.032281,0.103044,0.059436,0.052021,-0.015231,0.061208,0.013085,0.038538,-0.01588,6
-0.009136,0.017121,0.051366,0.075871,0.042204,0.030739,-0.002785,0.048233,-0.014262,0.009326,-0.016897,5
-0.014246,0.030531,0.02098,0.104352,0.045368,0.02743,-0.023797,0.047663,0.000294,0.049629,-0.004454,5
-0.007758,0.053783,0.03362,0.119804,0.03509,0.033479,-0.005906,0.022041,0.019067,0.025088,-0.019031,4
-0.007758,0.053783,0.03362,0.119804,0.03509,0.033479,-0.005906,0.022041,0.019067,0.025088,-0.019031,4
0.002889,0.025323,0.038179,0.103538,0.047006,0.030873,-0.004529,0.020965,0.037924,0.038047,-0.027954,6
-0.002819,0.020175,0.024618,0.098893,0.050228,0.040744,-0.024051,0.036213,-0.013011,0.024134,-0.027295,6
-0.00723,0.0122,0.027535,0.093251,0.05092,0.033663,-0.019443,0.04089,0.013679,0.052051,-0.013685,6
0.005836,0.03048,0.033585,0.107142,0.05793,0.071449,-0.007087,0.05998,0.015725,0.045151,-0.029788,7
0.002231,0.017809,0.04757,0.087447,0.050054,0.039814,-0.015106,0.048109,0.008838,0.032364,-0.010554,6
-0.01242,0.035889,0.011845,0.093192,0.047461,0.027903,-0.004303,0.039977,-0.01583,0.008515,-0.030167,5
-0.015824,0.020603,0.022169,0.092061,0.051939,0.030642,-0.016443,0.042208,0.002382,0.042713,0.005845,6
-0.019519,0.008675,0.01762,0.082739,0.061418,0.027694,-0.018339,0.043185,-0.005173,0.047506,-0.020327,6
-0.024285,0.054025,0.041168,0.074052,0.040622,0.029085,-0.004982,0.055529,0.008513,0.042222,-0.013113,6
-0.004192,0.048393,0.012603,0.105597,0.032422,0.03103,-0.020243,0.047095,0.000704,0.046298,-0.007148,5
0.004429,0.032415,0.031727,0.109218,0.057099,0.069949,-0.013057,0.062018,0.015492,0.045746,-0.025642,7
-0.00753,0.053862,0.037084,0.097731,0.033045,0.031496,0.008273,0.081299,0.00755,0.042757,-0.04166,7
-0.007683,0.038399,0.025245,0.10484,0.046265,0.037116,-0.030796,0.045073,0.015248,0.034446,-0.024078,6
-0.00103,0.004852,0.023202,0.103423,0.036848,0.044823,-0.031384,0.029496,0.003912,0.050329,-0.031313,6
-0.00753,0.053862,0.037084,0.097731,0.033045,0.031496,0.008273,0.081299,0.00755,0.042757,-0.04166,7
-0.028503,0.007266,0.015639,0.090084,0.055736,0.025638,-0.010165,0.043098,0.007149,0.045906,-0.001872,5
0.013264,0.026355,0.046535,0.102633,0.042841,0.043575,-0.022346,0.036793,-0.008348,0.028316,-0.024601,5
-0.009491,0.039491,0.024768,0.095551,0.056492,0.045073,-0.016172,0.068469,0.022225,0.037702,-0.022127,7
0.039582,0.046974,0.05072,0.078598,0.085562,0.027801,0.001155,0.043836,0.004684,0.039793,-0.019868,8
0.017357,0.032627,0.029505,0.113328,0.067585,0.045165,0.003524,0.053337,0.027822,0.040411,-0.019857,5
0.013264,0.026355,0.046535,0.102633,0.042841,0.043575,-0.022346,0.036793,-0.008348,0.028316,-0.024601,5
0.039582,0.046974,0.05072,0.078598,0.085562,0.027801,0.001155,0.043836,0.004684,0.039793,-0.019868,8
-0.009491,0.039491,0.024768,0.095551,0.056492,0.045073,-0.016172,0.068469,0.022225,0.037702,-0.022127,7
-0.017191,0.04504,0.036414,0.098065,0.044926,0.029137,-0.002636,0.049527,0.024828,0.029666,-0.020264,6
-0.027092,0.045283,0.0372,0.088793,0.046898,0.031395,-0.006612,0.049112,0.019709,0.028802,-0.007227,6
0.006327,0.027575,0.050658,0.088404,0.030297,0.041065,-0.029544,0.035654,-0.00567,0.032111,-0.016653,5
-0.015121,0.031317,0.041333,0.086961,0.046671,0.038391,-0.035849,0.049046,0.03153,0.055128,-0.027528,6
0.011547,0.041374,0.028161,0.10895,0.034469,0.052183,-0.028086,0.028103,-0.013405,0.048587,0.004718,4
0.011547,0.041374,0.028161,0.10895,0.034469,0.052183,-0.028086,0.028103,-0.013405,0.048587,0.004718,4
0.000203,0.017109,0.050404,0.087442,0.053844,0.040759,0.002672,0.058763,0.006213,0.050643,-0.01727,5
-0.008599,0.053532,0.038292,0.099334,0.043306,0.033948,-0.004828,0.053667,0.011338,0.04473,-0.019243,7
0.021727,0.033141,0.022518,0.11909,0.040052,0.037891,-0.005598,0.0512,0.015839,0.022631,-0.025848,6
0.005417,0.029653,0.055473,0.076843,0.033966,0.029957,-0.005266,0.056844,-0.022483,0.019431,-0.013845,6
-0.005314,0.032198,0.051413,0.085297,0.031861,0.032839,-0.025017,0.051078,0.006366,0.039038,-0.006688,6
-0.005314,0.032198,0.051413,0.085297,0.031861,0.032839,-0.025017,0.051078,0.006366,0.039038,-0.006688,6
-0.010353,0.045425,0.041427,0.086578,0.036118,0.044443,-0.021293,0.049604,0.020455,0.032856,-0.011264,5
0.022569,0.017064,0.03134,0.115485,0.043407,0.045624,-0.002647,0.049212,0.011614,0.019901,-0.030542,5
0.021727,0.033141,0.022518,0.11909,0.040052,0.037891,-0.005598,0.0512,0.015839,0.022631,-0.025848,6
0.02323,0.027822,0.029452,0.118275,0.041597,0.043507,-0.005375,0.05268,0.008413,0.01577,-0.02344,5
0.005417,0.029653,0.055473,0.076843,0.033966,0.029957,-0.005266,0.056844,-0.022483,0.019431,-0.013845,6
-0.014399,0.04704,0.038145,0.110022,0.04405,0.045155,-0.012058,0.046851,0.016456,0.048602,-0.02265,6
0.016738,0.049542,0.026093,0.106563,0.053066,0.040258,-0.021948,0.062278,0.019559,0.035947,-0.012235,6
-0.017061,0.035193,0.028294,0.109269,0.045052,0.053889,-0.029171,0.025915,-0.005205,0.037974,-0.01114,5
-0.0079,0.046751,0.049952,0.089612,0.035492,0.027615,-0.026282,0.038055,0.008432,0.046729,-0.016482,5
-0.018822,0.016154,0.021913,0.091666,0.053318,0.023604,-0.019404,0.044896,0.009565,0.050366,-0.009611,6
-0.003975,0.010006,0.026305,0.087025,0.053311,0.019238,-0.008384,0.052251,-0.01155,0.020064,-0.030612,5
-0.0079,0.046751,0.049952,0.089612,0.035492,0.027615,-0.026282,0.038055,0.008432,0.046729,-0.016482,5
-0.018822,0.016154,0.021913,0.091666,0.053318,0.023604,-0.019404,0.044896,0.009565,0.050366,-0.009611,6
-0.020924,0.042499,0.028696,0.100178,0.037075,0.035884,-0.002333,0.042837,-0.031442,0.034597,-0.007883,5
-0.024136,0.032855,0.013027,0.085517,0.06096,0.019374,-0.013805,0.069055,0.01882,0.056574,-0.042782,7
-0.025704,0.029667,0.011066,0.085747,0.062055,0.022018,-0.013027,0.066375,0.019635,0.056964,-0.045736,7
-0.024136,0.032855,0.013027,0.085517,0.06096,0.019374,-0.013805,0.069055,0.01882,0.056574,-0.042782,7
-0.028027,0.008001,0.014187,0.095847,0.04028,0.015899,0.006708,0.042674,-0.009374,0.031558,-0.020719,5
-0.025704,0.029667,0.011066,0.085747,0.062055,0.022018,-0.013027,0.066375,0.019635,0.056964,-0.045736,7
-0.024136,0.032855,0.013027,0.085517,0.06096,0.019374,-0.013805,0.069055,0.01882,0.056574,-0.042782,7
-0.030345,0.056314,0.0147,0.091934,0.066777,0.027627,0.001404,0.037483,-0.015129,0.050247,0.016307,5
0.003523,0.052561,0.032285,0.109015,0.032949,0.041511,-0.00924,0.057915,0.003672,0.054077,-0.017296,6
-0.006361,0.036013,0.053111,0.095486,0.037133,0.02089,-0.013367,0.042651,0.001994,0.04336,-0.025831,5
0.003523,0.052561,0.032285,0.109015,0.032949,0.041511,-0.00924,0.057915,0.003672,0.054077,-0.017296,6
-0.030345,0.056314,0.0147,0.091934,0.066777,0.027627,0.001404,0.037483,-0.015129,0.050247,0.016307,5
0.006024,0.04786,0.029299,0.114417,0.029559,0.028729,-0.03054,0.047734,0.00776,0.074751,-0.016497,6
0.019844,0.003094,0.041664,0.093082,0.039545,0.027875,-0.029548,0.035366,0.007035,0.040814,-0.017168,5
0.001584,0.052026,0.03881,0.107663,0.040583,0.046854,-0.003233,0.075141,0.014868,0.04959,-0.028825,7
-0.011018,0.03704,0.038859,0.102758,0.049966,0.048441,-0.01036,0.057988,0.026391,0.04745,-0.018297,5
-0.010084,0.016839,0.026693,0.097729,0.048654,0.024621,-0.018164,0.042133,0.014523,0.050851,-0.012884,6
-0.007659,0.037765,0.042784,0.093786,0.043859,0.0384,-0.023989,0.057477,0.006461,0.023603,-0.021515,6
-0.011018,0.03704,0.038859,0.102758,0.049966,0.048441,-0.01036,0.057988,0.026391,0.04745,-0.018297,5
-0.001676,0.044442,0.041934,0.099697,0.051303,0.049358,0.013803,0.068198,0.023088,0.049354,-0.023624,6
-0.022646,0.05304,0.052578,0.089587,0.036382,0.040067,0.002135,0.048581,0.026953,0.012479,-0.012573,5
-0.013018,0.035845,0.022184,0.106929,0.039765,0.029572,-0.026952,0.045414,0.001176,0.051116,0.001385,5
-0.017532,0.025852,0.039387,0.094176,0.047826,0.026837,-0.013688,0.043241,0.034077,0.062941,-0.038193,5
-0.025415,-0.001527,0.033726,0.079413,0.04165,0.006595,0.002505,0.04451,0.014851,0.055129,-0.023675,6
-0.010684,0.000265,0.021665,0.086365,0.050847,0.026408,-0.016314,0.046051,0.010552,0.050796,-0.013539,5
-0.008726,0.010224,0.026097,0.090925,0.047736,0.025784,-0.016216,0.048065,0.013305,0.04672,-0.014381,5
-0.020353,0.033776,0.034645,0.09571,0.050454,0.067264,-0.014082,0.07146,0.020691,0.057213,-0.036913,7
-0.017449,0.057931,0.041055,0.067456,0.094396,0.019488,0.023545,0.007771,-0.006949,0.067999,-0.026763,6
0.019767,0.016299,0.050918,0.097827,0.052595,0.044737,-0.012598,0.052609,-0.009083,0.019399,-0.032038,5
0.011013,0.039067,0.035163,0.089716,0.0441,0.005473,-0.020336,0.055973,-0.016423,0.028544,-0.006077,7
0.011013,0.039067,0.035163,0.089716,0.0441,0.005473,-0.020336,0.055973,-0.016423,0.028544,-0.006077,7
0.011013,0.039067,0.035163,0.089716,0.0441,0.005473,-0.020336,0.055973,-0.016423,0.028544,-0.006077,7
